# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-bril pasontwerp
gid://shopify/TaxonomyAttribute/7044  : Oppervlakstructuur bal
gid://shopify/TaxonomyAttribute/7045  : Oppervlaktype bal
gid://shopify/TaxonomyAttribute/6283  : Ballastmateriaal
gid://shopify/TaxonomyAttribute/8051  : Ballonet configuratie
gid://shopify/TaxonomyAttribute/8993  : Ballon sluiting-/ventieltype
gid://shopify/TaxonomyAttribute/8994  : Ballonset afwerking
gid://shopify/TaxonomyAttribute/2505  : Inclusief ballonsetartikelen
gid://shopify/TaxonomyAttribute/8995  : Ballonsetmateriaal
gid://shopify/TaxonomyAttribute/2506  : Ballonvorm
gid://shopify/TaxonomyAttribute/7621  : Bananen ras
gid://shopify/TaxonomyAttribute/2242  : Bandsterkte
gid://shopify/TaxonomyAttribute/5123  : Vorm verband
gid://shopify/TaxonomyAttribute/8996  : Banjo veltype
gid://shopify/TaxonomyAttribute/8997  : Nekmateriaal banjo
gid://shopify/TaxonomyAttribute/8998  : Banjo pickupconfiguratie
gid://shopify/TaxonomyAttribute/8999  : Banjo potmateriaal
gid://shopify/TaxonomyAttribute/9000  : Banjo klankringtype
gid://shopify/TaxonomyAttribute/9001  : Banjo stemmechaniek type
gid://shopify/TaxonomyAttribute/9002  : Bankbiljet authenticatie/-gradering
gid://shopify/TaxonomyAttribute/9003  : Bankbiljetgradering
gid://shopify/TaxonomyAttribute/9004  : Bankbiljet houder type
gid://shopify/TaxonomyAttribute/9005  : Bankbiljet materiaal
gid://shopify/TaxonomyAttribute/9006  : Beveiligingskenmerken bankbiljet
gid://shopify/TaxonomyAttribute/9007  : Bankbiljet serienummertype
gid://shopify/TaxonomyAttribute/2507  : Bannerontwerp
gid://shopify/TaxonomyAttribute/9008  : Banner ophanglocatie
gid://shopify/TaxonomyAttribute/9009  : Banner ophangmateriaal type
gid://shopify/TaxonomyAttribute/9010  : Banner berichttype
gid://shopify/TaxonomyAttribute/9011  : Banner vorm
gid://shopify/TaxonomyAttribute/6867  : Banquette configuratie
gid://shopify/TaxonomyAttribute/7622  : Barcoating
gid://shopify/TaxonomyAttribute/2860  : Type montagestang
gid://shopify/TaxonomyAttribute/8052  : Bar pad stijl
gid://shopify/TaxonomyAttribute/7623  : Bar textuur
gid://shopify/TaxonomyAttribute/7046  : Weerhaak type
gid://shopify/TaxonomyAttribute/7047  : Halter afwerking
gid://shopify/TaxonomyAttribute/7048  : Halter gekarteld patroon
gid://shopify/TaxonomyAttribute/5635  : Vormfactor barcodescanner
gid://shopify/TaxonomyAttribute/1902  : Barcodescanner-interface
gid://shopify/TaxonomyAttribute/1903  : Barcode ondersteund
gid://shopify/TaxonomyAttribute/7624  : Barista geschiktheid
gid://shopify/TaxonomyAttribute/7049  : Barre railconfiguratie
gid://shopify/TaxonomyAttribute/1648  : Materiaal vat
gid://shopify/TaxonomyAttribute/7625  : Vat- of fusttype
gid://shopify/TaxonomyAttribute/7050  : Vat profiel
gid://shopify/TaxonomyAttribute/5155  : Vorm cilinder
gid://shopify/TaxonomyAttribute/7051  : Pijp draad standaard
gid://shopify/TaxonomyAttribute/3359  : Barartikelen inbegrepen
gid://shopify/TaxonomyAttribute/2810  : Materiaal bargerei
gid://shopify/TaxonomyAttribute/7052  : Voet verankeringsmethode
gid://shopify/TaxonomyAttribute/7053  : Basis ballastmethode
gid://shopify/TaxonomyAttribute/6868  : Configuratie basis
gid://shopify/TaxonomyAttribute/6284  : Functies van de basis
gid://shopify/TaxonomyAttribute/7054  : Basis vulmateriaal
gid://shopify/TaxonomyAttribute/7626  : Hoofd ingrediënt
gid://shopify/TaxonomyAttribute/1660  : Basisolie
gid://shopify/TaxonomyAttribute/8053  : Hoofd olietype
gid://shopify/TaxonomyAttribute/1471  : Basisdrank
gid://shopify/TaxonomyAttribute/6869  : Type opslag basis
gid://shopify/TaxonomyAttribute/1795  : Basistype
gid://shopify/TaxonomyAttribute/7056  : Baseball- en softbalcompetitie certificering
gid://shopify/TaxonomyAttribute/7055  : Honkbalhandschoen type
gid://shopify/TaxonomyAttribute/6349  : Meegeleverde onderdelen honkbalspeelgoedset
gid://shopify/TaxonomyAttribute/1970  : Type bal honkbal/softbal
gid://shopify/TaxonomyAttribute/7057  : Baseball/softbal gebruiksdoel
gid://shopify/TaxonomyAttribute/7058  : Voetplaat constructie
gid://shopify/TaxonomyAttribute/2798  : Materiaal mand
gid://shopify/TaxonomyAttribute/2846  : Basketbaluitrusting inbegrepen
gid://shopify/TaxonomyAttribute/7059  : Basketbalring accessoiretype
gid://shopify/TaxonomyAttribute/7060  : Basketbal vulling locatie
gid://shopify/TaxonomyAttribute/7061  : Basketball ring type
gid://shopify/TaxonomyAttribute/6350  : Basketbal speelgoed kenmerken
gid://shopify/TaxonomyAttribute/2462  : Configuratie basknop
gid://shopify/TaxonomyAttribute/9012  : Basklarinet body materiaal
gid://shopify/TaxonomyAttribute/9013  : Basklarinet laagste geschreven noot
gid://shopify/TaxonomyAttribute/9014  : Bassdrumklopper kopvorm
gid://shopify/TaxonomyAttribute/9015  : Bassdrumklopper schachtmateriaal
gid://shopify/TaxonomyAttribute/9016  : Bassdrumvel ingebouwde demping
gid://shopify/TaxonomyAttribute/9017  : Bassdrumvel configuratie
gid://shopify/TaxonomyAttribute/9018  : Bassdrumvel oppervlakafwerking
gid://shopify/TaxonomyAttribute/9019  : Bassdrumvel type
gid://shopify/TaxonomyAttribute/9020  : Bassdrum spanrandmateriaal
gid://shopify/TaxonomyAttribute/9021  : Bassdrum montagestijl
gid://shopify/TaxonomyAttribute/9022  : Kammateriaal basharmonica
gid://shopify/TaxonomyAttribute/9023  : Basharmonica mondstuk stijl
gid://shopify/TaxonomyAttribute/9024  : Basharmonica tongmateriaal
gid://shopify/TaxonomyAttribute/9025  : Basharmonica stemsysteem
gid://shopify/TaxonomyAttribute/9026  : Basblokfluit bekertype
gid://shopify/TaxonomyAttribute/9027  : Basblokfluit meegeleverde accessoires
gid://shopify/TaxonomyAttribute/9028  : Basblokfluit kleppenmechaniek materiaal
gid://shopify/TaxonomyAttribute/9029  : Bastrombone schuifmateriaal
gid://shopify/TaxonomyAttribute/9030  : Bastrombone ventielwrap stijl
gid://shopify/TaxonomyAttribute/9031  : Basukulele snaar type
gid://shopify/TaxonomyAttribute/6870  : Kenmerken van accessoires voor babybedjes en wiegjes
gid://shopify/TaxonomyAttribute/9032  : Fagot beker materiaal
gid://shopify/TaxonomyAttribute/9033  : Fagot bocal systeem
gid://shopify/TaxonomyAttribute/9034  : Fagot koffer schaaltype
gid://shopify/TaxonomyAttribute/9035  : Klepwerkmateriaal fagot
gid://shopify/TaxonomyAttribute/9036  : Fagot modelniveau
gid://shopify/TaxonomyAttribute/9037  : Fagot prestatieniveau
gid://shopify/TaxonomyAttribute/9038  : Fagotriet schraapstijl
gid://shopify/TaxonomyAttribute/9039  : Fagotriet garenkleur
gid://shopify/TaxonomyAttribute/9040  : Fagotriet type
gid://shopify/TaxonomyAttribute/9041  : Fagot systeem
gid://shopify/TaxonomyAttribute/5705  : Soort mondstuk
gid://shopify/TaxonomyAttribute/7062  : Knuppelconstructie
gid://shopify/TaxonomyAttribute/7063  : Cricketbat handvatmaat compatibiliteit
gid://shopify/TaxonomyAttribute/2845  : Materiaal knuppel
gid://shopify/TaxonomyAttribute/1209  : Knuppelstandaard
gid://shopify/TaxonomyAttribute/6351  : Badboekje interactieve kenmerken
gid://shopify/TaxonomyAttribute/5238  : Badborstelstijl
gid://shopify/TaxonomyAttribute/6352  : Badbubbelmachine kenmerken
gid://shopify/TaxonomyAttribute/6353  : Badkrijt kenmerken
gid://shopify/TaxonomyAttribute/6354  : Badspuiter sproeipatroon
gid://shopify/TaxonomyAttribute/6355  : Badspeelgoed gegoten afvoerontwerp
gid://shopify/TaxonomyAttribute/6356  : Badspeelgoed waterspeelfunctie
gid://shopify/TaxonomyAttribute/5706  : Inbegrepen badkameraccessoires
gid://shopify/TaxonomyAttribute/5707  : Compatibiliteit van badkameraccessoires
gid://shopify/TaxonomyAttribute/3319  : Inclusief badkamermeubels
gid://shopify/TaxonomyAttribute/2141  : Ontwerp badkuip
gid://shopify/TaxonomyAttribute/3117  : Kenmerken badkuip
gid://shopify/TaxonomyAttribute/2142  : Vorm badkuipbekleding
gid://shopify/TaxonomyAttribute/2398  : Ontwerp stokgreep
gid://shopify/TaxonomyAttribute/7064  : Baton maatstandaard
gid://shopify/TaxonomyAttribute/5708  : Ondersteuning voor batterijback-up
gid://shopify/TaxonomyAttribute/8054  : Batterijkoffer certificering/standaard
gid://shopify/TaxonomyAttribute/8055  : Batterijkoffer binnenvulling materiaal
gid://shopify/TaxonomyAttribute/1926  : Type batterijcel
gid://shopify/TaxonomyAttribute/5577  : Type batterijlaadcontroller
gid://shopify/TaxonomyAttribute/7065  : Batterijconfiguratie
gid://shopify/TaxonomyAttribute/5574  : Type batterijconnector
gid://shopify/TaxonomyAttribute/3087  : Kenmerken batterij
gid://shopify/TaxonomyAttribute/8056  : Batterij groepsmaat
gid://shopify/TaxonomyAttribute/3196  : Kenmerken batterijbeheer
gid://shopify/TaxonomyAttribute/5572  : Type batterijmontage
gid://shopify/TaxonomyAttribute/8057  : Batterij polariteit
gid://shopify/TaxonomyAttribute/1682  : Batterijgrootte
gid://shopify/TaxonomyAttribute/8058  : Batterij ondersteunde standaarden
gid://shopify/TaxonomyAttribute/1856  : Batterijtechnologie
gid://shopify/TaxonomyAttribute/5573  : Type batterijterminal
gid://shopify/TaxonomyAttribute/1571  : Batterijtype
gid://shopify/TaxonomyAttribute/8059  : Batterij spanningsklasse
gid://shopify/TaxonomyAttribute/9042  : Vulling en wattine vormfactor
gid://shopify/TaxonomyAttribute/9043  : Vulling en wattine loftniveau
gid://shopify/TaxonomyAttribute/9044  : Vulling en wattine thermisch isolatieniveau
gid://shopify/TaxonomyAttribute/7066  : Inbegrepen slagkooionderdelen
gid://shopify/TaxonomyAttribute/7067  : Slaghelm meegeleverde accessoires
gid://shopify/TaxonomyAttribute/7068  : Slagtee basisontwerp
gid://shopify/TaxonomyAttribute/6357  : Battle top arena-/stadioncompatibiliteit
gid://shopify/TaxonomyAttribute/6358  : Battle top meegeleverde items
gid://shopify/TaxonomyAttribute/6359  : Battle top prestatietype
gid://shopify/TaxonomyAttribute/9045  : Bayan meegeleverde accessoires
gid://shopify/TaxonomyAttribute/9046  : Bayan stemsysteemtype
gid://shopify/TaxonomyAttribute/6362  : Strand- en zandspeelgoed meegeleverde items
gid://shopify/TaxonomyAttribute/6360  : Strandbal kenmerken
gid://shopify/TaxonomyAttribute/6361  : Kenmerken van strandemmer
gid://shopify/TaxonomyAttribute/8060  : Bandenlichter type
gid://shopify/TaxonomyAttribute/7072  : Kraalgatstijl
gid://shopify/TaxonomyAttribute/2318  : Kraalvorm
gid://shopify/TaxonomyAttribute/9047  : Kraaltype
gid://shopify/TaxonomyAttribute/9048  : Kraaltype( patchversiering)
gid://shopify/TaxonomyAttribute/9049  : Kralenaccessoire projecttype
gid://shopify/TaxonomyAttribute/9050  : Rijgnaald flexibiliteit
gid://shopify/TaxonomyAttribute/9051  : Rijgpatroon kraalmaat
gid://shopify/TaxonomyAttribute/9052  : Rijgpatroon diagramformaat
gid://shopify/TaxonomyAttribute/9053  : Rijgpatroon steek/techniek
gid://shopify/TaxonomyAttribute/9054  : Rijgtechniek/steek
gid://shopify/TaxonomyAttribute/9055  : Rijggaren vezeltype
gid://shopify/TaxonomyAttribute/9056  : Maat rijggaren
gid://shopify/TaxonomyAttribute/9057  : Rijggaren gebruikstoepassing
gid://shopify/TaxonomyAttribute/9058  : Rijgdraad coatingmateriaal
gid://shopify/TaxonomyAttribute/9059  : Rijgdraad aantal strengen
gid://shopify/TaxonomyAttribute/8061  : Beadlock type
gid://shopify/TaxonomyAttribute/9060  : Balkmateriaal
gid://shopify/TaxonomyAttribute/8062  : Balk materiaal
gid://shopify/TaxonomyAttribute/7073  : Zitzak stof materiaal
gid://shopify/TaxonomyAttribute/7627  : Bonenpasta variëteit
gid://shopify/TaxonomyAttribute/7628  : Bonen bereiding
gid://shopify/TaxonomyAttribute/7629  : Bonenvariëteit
gid://shopify/TaxonomyAttribute/6639  : Beanie stijl
gid://shopify/TaxonomyAttribute/5196  : Baardverzorging voordelen
gid://shopify/TaxonomyAttribute/7074  : Lager speling
gid://shopify/TaxonomyAttribute/7075  : Type lageronstructie
gid://shopify/TaxonomyAttribute/9061  : Lager randtype
gid://shopify/TaxonomyAttribute/7076  : Lager smering
gid://shopify/TaxonomyAttribute/7077  : Lagermateriaal
gid://shopify/TaxonomyAttribute/7078  : Lager classificatie
gid://shopify/TaxonomyAttribute/7079  : Code lagerafdichting
gid://shopify/TaxonomyAttribute/7080  : Type lagerafdichting
gid://shopify/TaxonomyAttribute/7081  : Lager afscherming type
gid://shopify/TaxonomyAttribute/7082  : Lager maat code
gid://shopify/TaxonomyAttribute/7083  : Lager type
gid://shopify/TaxonomyAttribute/2401  : Onderverdelingen beats
gid://shopify/TaxonomyAttribute/9062  : Kopmateriaal klopper
gid://shopify/TaxonomyAttribute/9063  : Inbegrepen kloppers
gid://shopify/TaxonomyAttribute/6871  : Type bedbodem
gid://shopify/TaxonomyAttribute/5371  : Bed nivelleringstype
gid://shopify/TaxonomyAttribute/5081  : Ondersteek kenmerken
gid://shopify/TaxonomyAttribute/5080  : Handvatstijl ondersteek
gid://shopify/TaxonomyAttribute/1546  : Type ondersteek
gid://shopify/TaxonomyAttribute/6872  : Type bedopslag
gid://shopify/TaxonomyAttribute/3108  : Kenmerken bed-/frame
gid://shopify/TaxonomyAttribute/1441  : Inclusief beddengoed
gid://shopify/TaxonomyAttribute/1259  : Beddengoedmaat
gid://shopify/TaxonomyAttribute/6873  : Inbegrepen slaapkamermeubelstukken
gid://shopify/TaxonomyAttribute/6874  : Slaapkameraccessoires items inbegrepen
gid://shopify/TaxonomyAttribute/5709  : Stijl van bedrokhoeken
gid://shopify/TaxonomyAttribute/5710  : Bedrokstijl
gid://shopify/TaxonomyAttribute/5711  : Type bierglas
gid://shopify/TaxonomyAttribute/1453  : Bierstijl
gid://shopify/TaxonomyAttribute/1454  : Biervariant
gid://shopify/TaxonomyAttribute/7630  : Soorten cocktails op basis van bier
gid://shopify/TaxonomyAttribute/7631  : Bietenvariant
gid://shopify/TaxonomyAttribute/7084  : Activeringsmethode bel
gid://shopify/TaxonomyAttribute/2579  : Belontwerp
gid://shopify/TaxonomyAttribute/9064  : Bel bescherming dekkignsgebied
gid://shopify/TaxonomyAttribute/9065  : Belmateriaal
gid://shopify/TaxonomyAttribute/2580  : Belgeluid
gid://shopify/TaxonomyAttribute/8063  : Koppelingshuis boutpatroon
gid://shopify/TaxonomyAttribute/9066  : Balg materiaal
gid://shopify/TaxonomyAttribute/9067  : Balg oriëntatie
gid://shopify/TaxonomyAttribute/6640  : Stijl van het buikpaneel
gid://shopify/TaxonomyAttribute/6641  : Riemgesp type
gid://shopify/TaxonomyAttribute/5712  : Riemprofiel
gid://shopify/TaxonomyAttribute/2721  : Riemtype
gid://shopify/TaxonomyAttribute/6642  : Baret stijl
gid://shopify/TaxonomyAttribute/7632  : Bessen soort
gid://shopify/TaxonomyAttribute/41    : Beste toepassingen
gid://shopify/TaxonomyAttribute/7633  : Bèta-caseïne variant
gid://shopify/TaxonomyAttribute/2213  : Afschuiningtype
gid://shopify/TaxonomyAttribute/1976  : Vorm drankproduct
gid://shopify/TaxonomyAttribute/7634  : Drank zoetheidsniveau
gid://shopify/TaxonomyAttribute/5713  : Kenmerken van de drankkoeler
gid://shopify/TaxonomyAttribute/7085  : Bezel schaalverdelingseenheden
gid://shopify/TaxonomyAttribute/1771  : Ontwerp slab
gid://shopify/TaxonomyAttribute/7086  : Fietsremset meegeleverde onderdelen
gid://shopify/TaxonomyAttribute/1275  : Fietsremtype
gid://shopify/TaxonomyAttribute/7087  : Fiets bidonhouder montagepositie
gid://shopify/TaxonomyAttribute/7088  : Fietscomputerhouder plaatsing
gid://shopify/TaxonomyAttribute/3184  : Kenmerken fiets
gid://shopify/TaxonomyAttribute/7089  : Fiets vouwmechanisme
gid://shopify/TaxonomyAttribute/7090  : Fiets frame ontwerp
gid://shopify/TaxonomyAttribute/7091  : Fiets frame stijl
gid://shopify/TaxonomyAttribute/7092  : Stuurstijl fiets
gid://shopify/TaxonomyAttribute/7093  : Fietsstuur configuratie
gid://shopify/TaxonomyAttribute/7094  : Type fietsnaaf
gid://shopify/TaxonomyAttribute/7095  : Fiets slot veiligheidscertificering
gid://shopify/TaxonomyAttribute/7096  : Fiets pedaal type
gid://shopify/TaxonomyAttribute/7097  : Type fietsaandrijving
gid://shopify/TaxonomyAttribute/7098  : Type fietspomp
gid://shopify/TaxonomyAttribute/7099  : Fiets bagagedrager montagetype
gid://shopify/TaxonomyAttribute/7100  : Veersysteem fiets
gid://shopify/TaxonomyAttribute/7101  : Fiets band profielpatroon
gid://shopify/TaxonomyAttribute/8064  : Bidirectioneel laden mogelijkheid
gid://shopify/TaxonomyAttribute/8065  : Montagestijl fietsrek
gid://shopify/TaxonomyAttribute/8066  : Fietsrek kantelfunctie
gid://shopify/TaxonomyAttribute/6643  : Bikinitop stijl
gid://shopify/TaxonomyAttribute/7102  : Biljartborstel type
gid://shopify/TaxonomyAttribute/7103  : Billjart handschoen vingerbedekking
gid://shopify/TaxonomyAttribute/7104  : Blijartpocketstijl
gid://shopify/TaxonomyAttribute/7105  : Biljartrek stijl
gid://shopify/TaxonomyAttribute/7106  : Biljarttafel type
gid://shopify/TaxonomyAttribute/7107  : Biljard discipline
gid://shopify/TaxonomyAttribute/2233  : Vorm bindring
gid://shopify/TaxonomyAttribute/7108  : Bindingscompatibiliteit norm
gid://shopify/TaxonomyAttribute/7109  : Binding meegeleverd
gid://shopify/TaxonomyAttribute/7110  : Binding interface
gid://shopify/TaxonomyAttribute/7111  : Binding voering type
gid://shopify/TaxonomyAttribute/1319  : Bindingsbeugel
gid://shopify/TaxonomyAttribute/7112  : Binding montagesysteem
gid://shopify/TaxonomyAttribute/7113  : Bindingspositie
gid://shopify/TaxonomyAttribute/7114  : Bindingriem positie
gid://shopify/TaxonomyAttribute/2237  : Bindingsstijl
gid://shopify/TaxonomyAttribute/6363  : Inbegrepen bingo-onderdelen
gid://shopify/TaxonomyAttribute/6364  : Bingo nummerbereik
gid://shopify/TaxonomyAttribute/6365  : Bingo set kenmerken
gid://shopify/TaxonomyAttribute/2959  : Ontwerp binoculair/monoculair
gid://shopify/TaxonomyAttribute/4999  : Biometrische authenticatiemethode
gid://shopify/TaxonomyAttribute/5638  : Biometrische certificeringen
gid://shopify/TaxonomyAttribute/3122  : Kenmerken biometrische monitor
gid://shopify/TaxonomyAttribute/7115  : Bipod montage interface
gid://shopify/TaxonomyAttribute/3218  : Ontwerp vogelkooi/standaard
gid://shopify/TaxonomyAttribute/3219  : Vorm vogelvoer
gid://shopify/TaxonomyAttribute/3220  : Ingrediënten vogelvoer
gid://shopify/TaxonomyAttribute/3221  : Type vogeltraktatie
gid://shopify/TaxonomyAttribute/2508  : Ontwerp verjaardagskaars
gid://shopify/TaxonomyAttribute/3293  : Type verjaardagskaars
gid://shopify/TaxonomyAttribute/7116  : Type bitbevestiging
gid://shopify/TaxonomyAttribute/7117  : Bit mondstuk ontwerp
gid://shopify/TaxonomyAttribute/7118  : Bitring stijl
gid://shopify/TaxonomyAttribute/3099  : Variant bitter
gid://shopify/TaxonomyAttribute/7119  : Blaasmateriaal
gid://shopify/TaxonomyAttribute/7120  : Type ijzerbevestiging
gid://shopify/TaxonomyAttribute/5205  : Mes coating
gid://shopify/TaxonomyAttribute/5714  : Constructiemethode van mes
gid://shopify/TaxonomyAttribute/1220  : Bladcurve
gid://shopify/TaxonomyAttribute/2189  : Ontwerp blad
gid://shopify/TaxonomyAttribute/5204  : Mes randconfiguratie
gid://shopify/TaxonomyAttribute/5715  : Mesafwerking
gid://shopify/TaxonomyAttribute/7121  : Blad afwerking/coating
gid://shopify/TaxonomyAttribute/7122  : Bladschacht type
gid://shopify/TaxonomyAttribute/7123  : Type bladlengte
gid://shopify/TaxonomyAttribute/7124  : Blad ligging
gid://shopify/TaxonomyAttribute/1388  : Bladmateriaal
gid://shopify/TaxonomyAttribute/5716  : Vormen
gid://shopify/TaxonomyAttribute/7125  : Blad scherpte
gid://shopify/TaxonomyAttribute/5717  : Mes-zijdige oriëntatie
gid://shopify/TaxonomyAttribute/7126  : Bladmaatcategorie
gid://shopify/TaxonomyAttribute/7127  : Blad maat klasse
gid://shopify/TaxonomyAttribute/7128  : Blad maatnummer
gid://shopify/TaxonomyAttribute/1251  : Bladtype
gid://shopify/TaxonomyAttribute/7129  : Blaster mechanisme
