# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Productos para mascotas y animales
gid://shopify/TaxonomyCategory/ap-2-6-5          : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Disfraces para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-6          : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Vestidos para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-7          : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Sombreros para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-8          : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Sudaderas con capucha para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-9          : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Chaquetas para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-10         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Impermeables para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-11         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Chalecos de seguridad para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-12         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Bufandas para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-13         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Camisas para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-14         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Zapatos para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-15         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Calcetines para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-16         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Gafas de sol para mascotas
gid://shopify/TaxonomyCategory/ap-2-6-17         : Productos para mascotas y animales > Productos para mascotas > Ropa para mascotas > Jerséis para mascotas
gid://shopify/TaxonomyCategory/ap-2-7            : Productos para mascotas y animales > Productos para mascotas > Perchas para ropa de mascotas
gid://shopify/TaxonomyCategory/ap-2-8            : Productos para mascotas y animales > Productos para mascotas > Accesorios de cama para mascotas
gid://shopify/TaxonomyCategory/ap-2-9            : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas
gid://shopify/TaxonomyCategory/ap-2-9-1          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Cestas
gid://shopify/TaxonomyCategory/ap-2-9-2          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Camas de espuma
gid://shopify/TaxonomyCategory/ap-2-9-3          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Cuevas
gid://shopify/TaxonomyCategory/ap-2-9-4          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Camas de enfriamiento
gid://shopify/TaxonomyCategory/ap-2-9-5          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Donuts
gid://shopify/TaxonomyCategory/ap-2-9-6          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Hamacas
gid://shopify/TaxonomyCategory/ap-2-9-7          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Nidos
gid://shopify/TaxonomyCategory/ap-2-9-8          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Camas ortopédicas
gid://shopify/TaxonomyCategory/ap-2-9-9          : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Sillas para mascotas
gid://shopify/TaxonomyCategory/ap-2-9-10         : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Cunas para mascotas
gid://shopify/TaxonomyCategory/ap-2-9-11         : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Camas con almohada
gid://shopify/TaxonomyCategory/ap-2-9-12         : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Camas radiador
gid://shopify/TaxonomyCategory/ap-2-9-13         : Productos para mascotas y animales > Productos para mascotas > Camas para mascotas > Torres
gid://shopify/TaxonomyCategory/ap-2-10           : Productos para mascotas y animales > Productos para mascotas > Cascabeles y colgantes para mascotas
gid://shopify/TaxonomyCategory/ap-2-10-1         : Productos para mascotas y animales > Productos para mascotas > Cascabeles y colgantes para mascotas > Cascabeles para el cuello
gid://shopify/TaxonomyCategory/ap-2-10-2         : Productos para mascotas y animales > Productos para mascotas > Cascabeles y colgantes para mascotas > Dijes para el cuello
gid://shopify/TaxonomyCategory/ap-2-10-3         : Productos para mascotas y animales > Productos para mascotas > Cascabeles y colgantes para mascotas > Dijes con etiquetas de identificación
gid://shopify/TaxonomyCategory/ap-2-11           : Productos para mascotas y animales > Productos para mascotas > Dispositivos biométricos para mascotas
gid://shopify/TaxonomyCategory/ap-2-11-1         : Productos para mascotas y animales > Productos para mascotas > Dispositivos biométricos para mascotas > Medidores de glucosa para mascotas
gid://shopify/TaxonomyCategory/ap-2-11-2         : Productos para mascotas y animales > Productos para mascotas > Dispositivos biométricos para mascotas > Podómetros para mascotas
gid://shopify/TaxonomyCategory/ap-2-11-3         : Productos para mascotas y animales > Productos para mascotas > Dispositivos biométricos para mascotas > Termómetros para mascotas
gid://shopify/TaxonomyCategory/ap-2-12           : Productos para mascotas y animales > Productos para mascotas > Alfombrillas para comederos
gid://shopify/TaxonomyCategory/ap-2-13           : Productos para mascotas y animales > Productos para mascotas > Bases de platos para mascotas
gid://shopify/TaxonomyCategory/ap-2-14           : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas
gid://shopify/TaxonomyCategory/ap-2-14-1         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Alimentadores automáticos
gid://shopify/TaxonomyCategory/ap-2-14-2         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Tazones
gid://shopify/TaxonomyCategory/ap-2-14-3         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Cuencos elevados
gid://shopify/TaxonomyCategory/ap-2-14-4         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Alimentadores por gravedad
gid://shopify/TaxonomyCategory/ap-2-14-5         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Cuencos de alimentación lenta
gid://shopify/TaxonomyCategory/ap-2-14-6         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Cuencos de viaje
gid://shopify/TaxonomyCategory/ap-2-14-7         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Dispensadores de agua
gid://shopify/TaxonomyCategory/ap-2-14-8         : Productos para mascotas y animales > Productos para mascotas > Cuencos, comederos, y bebederos para mascotas > Fuentes de agua
gid://shopify/TaxonomyCategory/ap-2-15           : Productos para mascotas y animales > Productos para mascotas > Accesorios para trasportines y jaulas
gid://shopify/TaxonomyCategory/ap-2-16           : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas
gid://shopify/TaxonomyCategory/ap-2-16-1         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Transportines aprobados para viajes aéreos
gid://shopify/TaxonomyCategory/ap-2-16-2         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Transportines de mochila
gid://shopify/TaxonomyCategory/ap-2-16-3         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Jaulas para coches
gid://shopify/TaxonomyCategory/ap-2-16-4         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Jaulas estilo mueble
gid://shopify/TaxonomyCategory/ap-2-16-5         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Transportines rígidos
gid://shopify/TaxonomyCategory/ap-2-16-8         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Transportines que pueden rodar
gid://shopify/TaxonomyCategory/ap-2-16-9         : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Canguros y transportines portátiles
gid://shopify/TaxonomyCategory/ap-2-16-10        : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Transportines con laterales acolchados
gid://shopify/TaxonomyCategory/ap-2-16-11        : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Jaulas con laterales acolchados
gid://shopify/TaxonomyCategory/ap-2-16-12        : Productos para mascotas y animales > Productos para mascotas > Transportines y cajas para mascotas > Transportines con ruedas
gid://shopify/TaxonomyCategory/ap-2-17           : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas
gid://shopify/TaxonomyCategory/ap-2-17-1         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares de seguridad y con hebilla de separación
gid://shopify/TaxonomyCategory/ap-2-17-2         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares antipulgas
gid://shopify/TaxonomyCategory/ap-2-17-3         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares GPS
gid://shopify/TaxonomyCategory/ap-2-17-4         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Arneses
gid://shopify/TaxonomyCategory/ap-2-17-5         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares LED
gid://shopify/TaxonomyCategory/ap-2-17-6         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares martingale
gid://shopify/TaxonomyCategory/ap-2-17-7         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares de identificación personalizados
gid://shopify/TaxonomyCategory/ap-2-17-8         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares estándar
gid://shopify/TaxonomyCategory/ap-2-17-9         : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Collares de entrenamiento, estrangulamiento y dientes
gid://shopify/TaxonomyCategory/ap-2-17-10        : Productos para mascotas y animales > Productos para mascotas > Arneses y collares para mascotas > Chalecos
gid://shopify/TaxonomyCategory/ap-2-18           : Productos para mascotas y animales > Productos para mascotas > Sistemas de contención para mascotas
gid://shopify/TaxonomyCategory/ap-2-18-1         : Productos para mascotas y animales > Productos para mascotas > Sistemas de contención para mascotas > Cercas invisibles electrónicas
gid://shopify/TaxonomyCategory/ap-2-18-2         : Productos para mascotas y animales > Productos para mascotas > Sistemas de contención para mascotas > Cercados y jaulas
