# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Ração para ciclídeos
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Ração seca para peixes
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Ração liofilizada
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Alimento congelado
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Ração de peixe dourado
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Ração viva
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Peixes e suprimentos aquáticos > Ração para peixes > Comida medicamentosa
gid://shopify/TaxonomyCategory/ap-2-5            : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos
gid://shopify/TaxonomyCategory/ap-2-5-1          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Estruturas em A
gid://shopify/TaxonomyCategory/ap-2-5-2          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Túneis de agilidade
gid://shopify/TaxonomyCategory/ap-2-5-3          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Passeios e rampas para cães
gid://shopify/TaxonomyCategory/ap-2-5-4          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Barras de salto
gid://shopify/TaxonomyCategory/ap-2-5-5          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Mesas de pausa
gid://shopify/TaxonomyCategory/ap-2-5-6          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Hastes
gid://shopify/TaxonomyCategory/ap-2-5-7          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Tábuas de oscilação
gid://shopify/TaxonomyCategory/ap-2-5-8          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Equipamento de ginástica para animais domésticos > Saltos de pneus
gid://shopify/TaxonomyCategory/ap-2-6            : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-1          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Bandanas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-2          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Laços e fitas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-3          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Casacos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-4          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Coleiras e gravatas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-5          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Fantasias para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-6          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Vestidos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-7          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Chapéus para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-8          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Moletons para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-9          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Jaquetas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-10         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Capas de chuva para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-11         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Coletes de segurança para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-12         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Lenços para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-13         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Camisas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-14         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Sapatos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-15         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Meias para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-16         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Óculos de sol para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-17         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Vestuário para animais de estimação > Suéteres para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-7            : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Cabides para roupas de animais
gid://shopify/TaxonomyCategory/ap-2-8            : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Acessórios para camas de animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9            : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9-1          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Cestos
gid://shopify/TaxonomyCategory/ap-2-9-2          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Camas reforçadas
gid://shopify/TaxonomyCategory/ap-2-9-3          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Cavernas
gid://shopify/TaxonomyCategory/ap-2-9-4          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Camas de resfriamento
gid://shopify/TaxonomyCategory/ap-2-9-5          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Donuts
gid://shopify/TaxonomyCategory/ap-2-9-6          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Redes de descanso
gid://shopify/TaxonomyCategory/ap-2-9-7          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Ninhos
gid://shopify/TaxonomyCategory/ap-2-9-8          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Camas ortopédicas
gid://shopify/TaxonomyCategory/ap-2-9-9          : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Cadeiras para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9-10         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Berços para animais
gid://shopify/TaxonomyCategory/ap-2-9-11         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Camas com travesseiro
gid://shopify/TaxonomyCategory/ap-2-9-12         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Camas para radiador
gid://shopify/TaxonomyCategory/ap-2-9-13         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Camas para animais de estimação > Torres
gid://shopify/TaxonomyCategory/ap-2-10           : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Sinos e pingentes para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-10-1         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Sinos e pingentes para animais de estimação > Sinos de coleira
gid://shopify/TaxonomyCategory/ap-2-10-2         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Sinos e pingentes para animais de estimação > Amuletos de coleira
gid://shopify/TaxonomyCategory/ap-2-10-3         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Sinos e pingentes para animais de estimação > Amuletos de etiqueta de identificação
gid://shopify/TaxonomyCategory/ap-2-11           : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Monitores biométricos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-11-1         : Animais e produtos para animais de estimação > Suprimentos para animais de estimação > Monitores biométricos para animais de estimação > Medidores de glicose para animais de estimação
