# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-Brillen-Passform-Design
gid://shopify/TaxonomyAttribute/2812  : Backblechmaterial
gid://shopify/TaxonomyAttribute/5704  : Backblech-Stil
gid://shopify/TaxonomyAttribute/7031  : Balance-Board-Stil
gid://shopify/TaxonomyAttribute/7032  : Balance-Kissenzubehör im Lieferumfang enthalten
gid://shopify/TaxonomyAttribute/8050  : Balanceart
gid://shopify/TaxonomyAttribute/6346  : Ball- und Becherspiel, inklusive Spielmaterialien
gid://shopify/TaxonomyAttribute/7033  : Material der Ballblase
gid://shopify/TaxonomyAttribute/7034  : Ballzertifizierung
gid://shopify/TaxonomyAttribute/7035  : Machart des Balls
gid://shopify/TaxonomyAttribute/7036  : Innenmaterial des Ball
gid://shopify/TaxonomyAttribute/7037  : Bauart der Ballfüllung
gid://shopify/TaxonomyAttribute/7038  : Bohrzustand des Balls
gid://shopify/TaxonomyAttribute/7039  : Ballhaltertyp
gid://shopify/TaxonomyAttribute/2844  : Kugelmaterial
gid://shopify/TaxonomyAttribute/6347  : Oberflächenbeschaffenheit der Bälle im Bällebad
gid://shopify/TaxonomyAttribute/6348  : Sicherheitsmerkmale des Bällebads
gid://shopify/TaxonomyAttribute/7040  : Zubehörtyp für Ballpumpen
gid://shopify/TaxonomyAttribute/7041  : Ballrückgabemechanismus
gid://shopify/TaxonomyAttribute/7042  : Ballrücklauftyp
gid://shopify/TaxonomyAttribute/1206  : Ballgröße
gid://shopify/TaxonomyAttribute/7043  : Ballgeschwindigkeitsbewertung
gid://shopify/TaxonomyAttribute/7044  : Oberflächenstruktur des Balls
gid://shopify/TaxonomyAttribute/7045  : Außenmaterial des Balls
gid://shopify/TaxonomyAttribute/6283  : Ballastmaterial
gid://shopify/TaxonomyAttribute/8051  : Ballonet-Konfiguration
gid://shopify/TaxonomyAttribute/8993  : Ballonverschluss-/Ventiltyp
gid://shopify/TaxonomyAttribute/8994  : Ballon-Setmaterial
gid://shopify/TaxonomyAttribute/2505  : Inbegriffene Ballon-Set-Artikel
gid://shopify/TaxonomyAttribute/8995  : Material des Ballon-Kits
gid://shopify/TaxonomyAttribute/2506  : Form des Ballons
gid://shopify/TaxonomyAttribute/7621  : Bananensorte
gid://shopify/TaxonomyAttribute/2242  : Bandstärke
gid://shopify/TaxonomyAttribute/5123  : Verbandsform
gid://shopify/TaxonomyAttribute/8996  : Typ des Banjofells
gid://shopify/TaxonomyAttribute/8997  : Material des Banjohals
gid://shopify/TaxonomyAttribute/8998  : Pickup-Konfiguration des Banjos
gid://shopify/TaxonomyAttribute/8999  : Banjo-Kesselmaterial
gid://shopify/TaxonomyAttribute/9000  : Art des Banjo-Tonrings
gid://shopify/TaxonomyAttribute/9001  : Banjo-Stimmmechanikart
gid://shopify/TaxonomyAttribute/9002  : Echtheitsprüfung/Grading von Banknoten
gid://shopify/TaxonomyAttribute/9003  : Banknotenbewertung
gid://shopify/TaxonomyAttribute/9004  : Typ des Banknotenhalters
gid://shopify/TaxonomyAttribute/9005  : Material der Banknote
gid://shopify/TaxonomyAttribute/9006  : Banknoten-Sicherheitsmerkmale
gid://shopify/TaxonomyAttribute/9007  : Typ der Banknotenseriennummer
gid://shopify/TaxonomyAttribute/2507  : Design des Banners
gid://shopify/TaxonomyAttribute/9008  : Einsatzort des Banners
gid://shopify/TaxonomyAttribute/9009  : Typ der Banneraufhängung
gid://shopify/TaxonomyAttribute/9010  : Typ der Bannernachricht
gid://shopify/TaxonomyAttribute/9011  : Bannerformen
gid://shopify/TaxonomyAttribute/6867  : Sitzbankaufbau
gid://shopify/TaxonomyAttribute/7622  : Riegelbeschichtung
gid://shopify/TaxonomyAttribute/2860  : Stangenmontagetyp
gid://shopify/TaxonomyAttribute/8052  : Lenkerpolster-Stil
gid://shopify/TaxonomyAttribute/7623  : Stangenstruktur
gid://shopify/TaxonomyAttribute/7046  : Widerhaken-Typ
gid://shopify/TaxonomyAttribute/7047  : Finish der Langhantel
gid://shopify/TaxonomyAttribute/7048  : Rändelmuster der Langhantel
gid://shopify/TaxonomyAttribute/5635  : Barcode-Scanner-Formfaktor
gid://shopify/TaxonomyAttribute/1902  : Barcodescanner-Schnittstelle
gid://shopify/TaxonomyAttribute/1903  : Barcode-Unterstützung
gid://shopify/TaxonomyAttribute/7624  : Eignung als Barista
gid://shopify/TaxonomyAttribute/7049  : Konfiguration der Ballettstange
gid://shopify/TaxonomyAttribute/1648  : Fassmaterial
gid://shopify/TaxonomyAttribute/7625  : Fasstyp
gid://shopify/TaxonomyAttribute/7050  : Fassprofil
gid://shopify/TaxonomyAttribute/5155  : Zylinderform
gid://shopify/TaxonomyAttribute/7051  : Fass-Gewindestandard
gid://shopify/TaxonomyAttribute/3359  : Barzubehör inklusive
gid://shopify/TaxonomyAttribute/2810  : Barzubehör-Material
gid://shopify/TaxonomyAttribute/7052  : Sockelverankerung
gid://shopify/TaxonomyAttribute/7053  : Sockelballastmethode
gid://shopify/TaxonomyAttribute/6868  : Bettgestellkonstruktion
gid://shopify/TaxonomyAttribute/6284  : Basiseigenschaften
gid://shopify/TaxonomyAttribute/7054  : Sockelfüllmaterial
gid://shopify/TaxonomyAttribute/7626  : Grundzutat
gid://shopify/TaxonomyAttribute/1660  : Basisöl
gid://shopify/TaxonomyAttribute/8053  : Basisöltyp
gid://shopify/TaxonomyAttribute/1471  : Basisalkohol
gid://shopify/TaxonomyAttribute/6869  : Basisstauraumtyp
gid://shopify/TaxonomyAttribute/1795  : Basistyp
gid://shopify/TaxonomyAttribute/7056  : Baseball- und Softball-Liga-Zertifizierung
gid://shopify/TaxonomyAttribute/7055  : Baseballhandschuh-Typ
gid://shopify/TaxonomyAttribute/6349  : Enthaltene Komponenten des Baseball-Sets für Kinder
gid://shopify/TaxonomyAttribute/1970  : Typ des Baseball-/Softball-Balls
gid://shopify/TaxonomyAttribute/7057  : Baseball-/Softball-Nutzungsrolle
gid://shopify/TaxonomyAttribute/7058  : Grundplattenkonstruktion
gid://shopify/TaxonomyAttribute/2798  : Korbmaterial
gid://shopify/TaxonomyAttribute/2846  : Basketballausrüstung inklusive
gid://shopify/TaxonomyAttribute/7059  : Zubehörtyp für Basketballkörbe
gid://shopify/TaxonomyAttribute/7060  : Basketball-Polsterungsposition
gid://shopify/TaxonomyAttribute/7061  : Typ des Basketballrings
gid://shopify/TaxonomyAttribute/6350  : Funktionen des Basketballspielzeugs
gid://shopify/TaxonomyAttribute/2462  : Konfiguration der Basstaste
gid://shopify/TaxonomyAttribute/9012  : Material des Bassklarinettenkorpus
gid://shopify/TaxonomyAttribute/9013  : Tiefster notierter Ton der Bassklarinette
gid://shopify/TaxonomyAttribute/9014  : Kopfform des Bassdrum-Schlägels
gid://shopify/TaxonomyAttribute/9015  : Material des Schlägelschafts einer Bassdrum
gid://shopify/TaxonomyAttribute/9016  : Integrierte Dämpfung des Bassdrumfells
gid://shopify/TaxonomyAttribute/9017  : Bassdrumfell-Konfiguration
gid://shopify/TaxonomyAttribute/9018  : Oberflächenbeschaffenheit des Bassdrumfells
gid://shopify/TaxonomyAttribute/9019  : Typ des Bassdrumfells
gid://shopify/TaxonomyAttribute/9020  : Material des Bassdrum-Spannreifens
gid://shopify/TaxonomyAttribute/9021  : Montageart für Bassdrum
gid://shopify/TaxonomyAttribute/9022  : Material des Kamms der Bassmundharmonika
gid://shopify/TaxonomyAttribute/9023  : Mundstückstil der Bassharmonika
gid://shopify/TaxonomyAttribute/9024  : Material der Bassmundharmonika-Blätter
gid://shopify/TaxonomyAttribute/9025  : Bassharmonika-Stimmsystem
gid://shopify/TaxonomyAttribute/9026  : Art des S-Bogens der Bassblockflöte
gid://shopify/TaxonomyAttribute/9027  : Bassblockflöte inklusive Zubehör
gid://shopify/TaxonomyAttribute/9028  : Material der Klappenmechanik der Bassblockflöte
gid://shopify/TaxonomyAttribute/9029  : Zugmaterial der Bassposaune
gid://shopify/TaxonomyAttribute/9030  : Bauart des Ventilverlaufs der Bassposaune
gid://shopify/TaxonomyAttribute/9031  : Saitentyp der Bass-Ukulele
gid://shopify/TaxonomyAttribute/6870  : Merkmale des Zubehörs für Babybetten und Wiegen
gid://shopify/TaxonomyAttribute/9032  : Material des Fagott-Kopfstücks
gid://shopify/TaxonomyAttribute/9033  : S-Bogensystem des Fagotts
gid://shopify/TaxonomyAttribute/9034  : Hartschalentyp des Fagottkoffers
gid://shopify/TaxonomyAttribute/9035  : Material der Fagottmechanik
gid://shopify/TaxonomyAttribute/9036  : Spielniveau des Fagottmodells
gid://shopify/TaxonomyAttribute/9037  : Leistungsprüfungsniveau des Fagotts
gid://shopify/TaxonomyAttribute/9038  : Schabstil des Fagottrohrblatts
gid://shopify/TaxonomyAttribute/9039  : Fadenfarbe des Fagottrohrblatts
gid://shopify/TaxonomyAttribute/9040  : Fagottrohrblatttyp
gid://shopify/TaxonomyAttribute/9041  : Fagottsystem
gid://shopify/TaxonomyAttribute/5705  : Spitzentyp für Bratenspritze
gid://shopify/TaxonomyAttribute/7062  : Aufbau des Schlägers
gid://shopify/TaxonomyAttribute/7063  : Griffgröße des Schlägers
gid://shopify/TaxonomyAttribute/2845  : Schlägermaterial
gid://shopify/TaxonomyAttribute/1209  : Schlägerstandard
gid://shopify/TaxonomyAttribute/6351  : Interaktive Funktionen des Badebuchs
gid://shopify/TaxonomyAttribute/5238  : Badebürstenstil
gid://shopify/TaxonomyAttribute/6352  : Funktionen der Badewannendüse
gid://shopify/TaxonomyAttribute/6353  : Merkmale von Badekreiden
gid://shopify/TaxonomyAttribute/6354  : Sprühmuster der Badewasserspritze
gid://shopify/TaxonomyAttribute/6355  : Design mit integriertem Abfluss bei Badespielzeug
gid://shopify/TaxonomyAttribute/6356  : Funktionen des Badespielzeugs
gid://shopify/TaxonomyAttribute/5706  : Enthaltene Badezimmeraccessoire
gid://shopify/TaxonomyAttribute/5707  : Kompatibilität von Badezimmeraccessoires
gid://shopify/TaxonomyAttribute/3319  : Badezimmermöbel inklusive
gid://shopify/TaxonomyAttribute/2141  : Design des Badewannenunterbaus
gid://shopify/TaxonomyAttribute/3117  : Badewanneneigenschaften
gid://shopify/TaxonomyAttribute/2142  : Form der Badewannenverkleidung
gid://shopify/TaxonomyAttribute/2398  : Schlagstockgriff-Design
gid://shopify/TaxonomyAttribute/7064  : Staffelstabgröße
gid://shopify/TaxonomyAttribute/5708  : Unterstützung für Notstromversorgung
gid://shopify/TaxonomyAttribute/8054  : Zertifizierung/Standard der Batteriebox
gid://shopify/TaxonomyAttribute/8055  : Batteriebox-Innenpolstermaterial
gid://shopify/TaxonomyAttribute/1926  : Batteriezellentyp
gid://shopify/TaxonomyAttribute/5577  : Typ des Batterieladereglers
gid://shopify/TaxonomyAttribute/7065  : Akkukonfiguration
gid://shopify/TaxonomyAttribute/5574  : Batteriesteckertyp
gid://shopify/TaxonomyAttribute/3087  : Batterieeigenschaften
gid://shopify/TaxonomyAttribute/8056  : Batteriegruppengröße
gid://shopify/TaxonomyAttribute/3196  : Batteriemanagementfunktionen
gid://shopify/TaxonomyAttribute/5572  : Batterie-Montagetyp
gid://shopify/TaxonomyAttribute/8057  : Batteriepolarität
gid://shopify/TaxonomyAttribute/1682  : Batteriegröße
gid://shopify/TaxonomyAttribute/8058  : Unterstützte Batteriestandards
gid://shopify/TaxonomyAttribute/1856  : Batterietechnologie
gid://shopify/TaxonomyAttribute/5573  : Batterieanschlusstyp
gid://shopify/TaxonomyAttribute/1571  : Batterietyp
gid://shopify/TaxonomyAttribute/8059  : Batteriespannungsklasse
gid://shopify/TaxonomyAttribute/9042  : Schlag- und Füllformfaktor
gid://shopify/TaxonomyAttribute/9043  : Loft-Stufe von Wattierung und Füllmaterial
gid://shopify/TaxonomyAttribute/9044  : Wärmedämmungsgrad von Watte und Füllmaterial
gid://shopify/TaxonomyAttribute/7066  : Enthaltene Schlagkäfigkomponenten
gid://shopify/TaxonomyAttribute/7067  : Enthaltenes Zubehör für Schlaghelme
gid://shopify/TaxonomyAttribute/7068  : Design der Schlagtee-Basis
gid://shopify/TaxonomyAttribute/6357  : Kompatibilität mit Battle-Top-Arenen/-Stadien
gid://shopify/TaxonomyAttribute/6358  : Enthaltene Battle-Top-Artikel
gid://shopify/TaxonomyAttribute/6359  : Leistungstyp des Battle-Tops
gid://shopify/TaxonomyAttribute/9045  : Enthaltenes Zubehör für Bayan
gid://shopify/TaxonomyAttribute/9046  : Typ des Bayan-Stimmsystems
gid://shopify/TaxonomyAttribute/6362  : Enthaltene Strand- und Sandspielzeugartikel
gid://shopify/TaxonomyAttribute/6360  : Merkmale des Strandballs
gid://shopify/TaxonomyAttribute/6361  : Merkmale des Strandeimers
gid://shopify/TaxonomyAttribute/8060  : Typ des Reifenwulstbrechers
gid://shopify/TaxonomyAttribute/7072  : Perlenloch-Stil
gid://shopify/TaxonomyAttribute/2318  : Perlenform
gid://shopify/TaxonomyAttribute/9047  : Perlenart
gid://shopify/TaxonomyAttribute/9048  : Perlenart (Aufnäherverzierung)
gid://shopify/TaxonomyAttribute/9049  : Typ des Perlenschmuckprojekts
gid://shopify/TaxonomyAttribute/9050  : Flexibilität der Perlnadel
gid://shopify/TaxonomyAttribute/9051  : Perlengröße des Perlenmusters
gid://shopify/TaxonomyAttribute/9052  : Format des Perlenmusterdiagramms
gid://shopify/TaxonomyAttribute/9053  : Stich-/Technikart des Perlenmusters
gid://shopify/TaxonomyAttribute/9054  : Perlensticktechnik/Stich
gid://shopify/TaxonomyAttribute/9055  : Perlenfaden-Fasertyp
gid://shopify/TaxonomyAttribute/9056  : Perlenfadengröße
gid://shopify/TaxonomyAttribute/9057  : Verwendungszweck des Perlenfadens
gid://shopify/TaxonomyAttribute/9058  : Beschichtungsmaterial für Drahtperlen
gid://shopify/TaxonomyAttribute/9059  : Anzahl der Perlendrahtstränge
gid://shopify/TaxonomyAttribute/8061  : Beadlock-Typ
gid://shopify/TaxonomyAttribute/9060  : Zirkelmaterial
gid://shopify/TaxonomyAttribute/8062  : Strahlmuster
gid://shopify/TaxonomyAttribute/7073  : Material des Sitzsackbezugs
gid://shopify/TaxonomyAttribute/7627  : Sorte der Bohnenpaste
gid://shopify/TaxonomyAttribute/7628  : Bohnenzubereitung
gid://shopify/TaxonomyAttribute/7629  : Bohnensorte
gid://shopify/TaxonomyAttribute/6639  : Mützenstil
gid://shopify/TaxonomyAttribute/5196  : Bartpflegevorteile
gid://shopify/TaxonomyAttribute/7074  : Lagerabstand
gid://shopify/TaxonomyAttribute/7075  : Lagerkonstruktionsart
gid://shopify/TaxonomyAttribute/9061  : Lagerkantentyp
gid://shopify/TaxonomyAttribute/7076  : Lagerschmierung
gid://shopify/TaxonomyAttribute/7077  : Lagermaterial
gid://shopify/TaxonomyAttribute/7078  : Lagerbelastbarkeit
gid://shopify/TaxonomyAttribute/7079  : Art der Lagerdichtung
gid://shopify/TaxonomyAttribute/7080  : Lagerdichtungstyp
gid://shopify/TaxonomyAttribute/7081  : Lagerabschirmungsart
gid://shopify/TaxonomyAttribute/7082  : Lagergrößencode
gid://shopify/TaxonomyAttribute/7083  : Lagertyp
gid://shopify/TaxonomyAttribute/2401  : Taktunterteilungen
gid://shopify/TaxonomyAttribute/9062  : Material des Schlägelkopfs
gid://shopify/TaxonomyAttribute/9063  : Schlägel inklusive
gid://shopify/TaxonomyAttribute/6871  : Bettgestellart
gid://shopify/TaxonomyAttribute/5371  : Bett-Nivellierungstyp
gid://shopify/TaxonomyAttribute/5081  : Bettpfannenmerkmale
gid://shopify/TaxonomyAttribute/5080  : Bettpfannen-Griffstil
gid://shopify/TaxonomyAttribute/1546  : Bettpfannentyp
gid://shopify/TaxonomyAttribute/6872  : Art des Bettstauraums
gid://shopify/TaxonomyAttribute/3108  : Bett-/Rahmeneigenschaften
gid://shopify/TaxonomyAttribute/1441  : Inbegriffenes Bettzeug
gid://shopify/TaxonomyAttribute/1259  : Bettgröße
gid://shopify/TaxonomyAttribute/6873  : Schlafzimmermöbel inklusive
gid://shopify/TaxonomyAttribute/6874  : Enthaltene Artikel im Schlafzimmer-Schminktisch
gid://shopify/TaxonomyAttribute/5709  : Eckstil für Bettvolant
gid://shopify/TaxonomyAttribute/5710  : Bettvolant-Stil
gid://shopify/TaxonomyAttribute/5711  : Bierglastyp
gid://shopify/TaxonomyAttribute/1453  : Biersorte
gid://shopify/TaxonomyAttribute/1454  : Auswahl an Bier
gid://shopify/TaxonomyAttribute/7630  : Bierbasierte Cocktailvariationen
gid://shopify/TaxonomyAttribute/7631  : Rübensorte
gid://shopify/TaxonomyAttribute/7084  : Betätigungsmethode für Glocke
gid://shopify/TaxonomyAttribute/2579  : Glockendesign
gid://shopify/TaxonomyAttribute/9064  : Glockenschutzabdeckung
gid://shopify/TaxonomyAttribute/9065  : Glockenmaterial
gid://shopify/TaxonomyAttribute/2580  : Glockenklang
gid://shopify/TaxonomyAttribute/8063  : Schraubenmuster des Glockengehäuses
gid://shopify/TaxonomyAttribute/9066  : Balgmaterial
gid://shopify/TaxonomyAttribute/9067  : Ausrichtung des Balgs
gid://shopify/TaxonomyAttribute/6640  : Stil des Bauchpanels
gid://shopify/TaxonomyAttribute/6641  : Typ der Gürtelschnalle
gid://shopify/TaxonomyAttribute/5712  : Riemenprofil
gid://shopify/TaxonomyAttribute/2721  : Gurttyp
gid://shopify/TaxonomyAttribute/6642  : Baskenmützenstil
gid://shopify/TaxonomyAttribute/7632  : Beerenart
gid://shopify/TaxonomyAttribute/41    : Bestmögliche Nutzung
gid://shopify/TaxonomyAttribute/7633  : Beta-Casein-Variante
gid://shopify/TaxonomyAttribute/2213  : Abschrägungstyp
gid://shopify/TaxonomyAttribute/1976  : Form des Getränkeprodukts
gid://shopify/TaxonomyAttribute/7634  : Süßegrad des Getränks
gid://shopify/TaxonomyAttribute/5713  : Getränkewanneneigenschaften
gid://shopify/TaxonomyAttribute/7085  : Teilungseinheiten der Lünette
gid://shopify/TaxonomyAttribute/1771  : Design des Lätzchens
gid://shopify/TaxonomyAttribute/7086  : Enthaltene Komponenten des Fahrradbremsensets
gid://shopify/TaxonomyAttribute/1275  : Fahrradbremstyp
gid://shopify/TaxonomyAttribute/7087  : Montageposition des Fahrradkäfigs
gid://shopify/TaxonomyAttribute/7088  : Position der Fahrradcomputerhalterung
gid://shopify/TaxonomyAttribute/3184  : Fahrradeigenschaften
gid://shopify/TaxonomyAttribute/7089  : Klappmechanismus des Fahrrads
gid://shopify/TaxonomyAttribute/7090  : Design des Fahrradrahmens
gid://shopify/TaxonomyAttribute/7091  : Stil des Fahrradrahmens
gid://shopify/TaxonomyAttribute/7092  : Art des Fahrrad-Lenkergriffs
gid://shopify/TaxonomyAttribute/7093  : Konfiguration des Fahrradsteuersatzes
gid://shopify/TaxonomyAttribute/7094  : Fahrradnabentyp
gid://shopify/TaxonomyAttribute/7095  : Sicherheitszertifizierung für Fahrradschlösser
gid://shopify/TaxonomyAttribute/7096  : Fahrradpedaltyp
gid://shopify/TaxonomyAttribute/7097  : Antriebsart Fahrrad
gid://shopify/TaxonomyAttribute/7098  : Fahrradpumpentyp
gid://shopify/TaxonomyAttribute/7099  : Montageart des Fahrradträgers
gid://shopify/TaxonomyAttribute/7100  : Fahrradfederungstyp
gid://shopify/TaxonomyAttribute/7101  : Reifenprofil des Fahrrads
gid://shopify/TaxonomyAttribute/8064  : Fähigkeit zum bidirektionalen Laden
gid://shopify/TaxonomyAttribute/8065  : Fahrradträger-Montagestil
gid://shopify/TaxonomyAttribute/8066  : Neigefunktion des Fahrradträgers
gid://shopify/TaxonomyAttribute/6643  : Stil des Bikinioberteils
gid://shopify/TaxonomyAttribute/7102  : Typ der Billardbürste
gid://shopify/TaxonomyAttribute/7103  : Fingerabdeckung des Billardhandschuhs
gid://shopify/TaxonomyAttribute/7104  : Ballfangtaschenstil
gid://shopify/TaxonomyAttribute/7105  : Stil des Billarddreiecks
gid://shopify/TaxonomyAttribute/7106  : Typ des Billardtischs
gid://shopify/TaxonomyAttribute/7107  : Billarddisziplin
gid://shopify/TaxonomyAttribute/2233  : Form des Einbandrings
gid://shopify/TaxonomyAttribute/7108  : Bindungskompatibilitätsstandard
gid://shopify/TaxonomyAttribute/7109  : Enthaltene Bindung
gid://shopify/TaxonomyAttribute/7110  : Bindungsschnittstelle
gid://shopify/TaxonomyAttribute/7111  : Typ des Bindungsinnenschuhs
gid://shopify/TaxonomyAttribute/1319  : Bindungshalterung
gid://shopify/TaxonomyAttribute/7112  : Bindungsmontagesystem
gid://shopify/TaxonomyAttribute/7113  : Bindungsposition
gid://shopify/TaxonomyAttribute/7114  : Position des Bindungsriemens
gid://shopify/TaxonomyAttribute/2237  : Bindungsstil
gid://shopify/TaxonomyAttribute/6363  : Enthaltene Bingokomponenten
gid://shopify/TaxonomyAttribute/6364  : Zahlenbereich beim Bingo
gid://shopify/TaxonomyAttribute/6365  : Merkmale des Bingo-Sets
gid://shopify/TaxonomyAttribute/2959  : Binokulares/Monokulares Design
gid://shopify/TaxonomyAttribute/4999  : Biometrische Authentifizierungsmethode
gid://shopify/TaxonomyAttribute/5638  : Biometrische Zertifizierungen
gid://shopify/TaxonomyAttribute/3122  : Funktionen des Zubehörs für biometrischen Monitor
gid://shopify/TaxonomyAttribute/7115  : Montageschnittstelle des Zweibeins
gid://shopify/TaxonomyAttribute/3218  : Vogelkäfig-/Ständer-Design
