# Shopify Product Taxonomy - Mappings: 0.17.0
# Format:
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A start
# ...
# {input_category_id} -> {output_category_id}
# ...
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A end, Mappings B start
# ...
# {input_category_id} -> {output_category_id}
# ...

shopify/2024-04 -> google/2021-09-21
gid://shopify/TaxonomyCategory/ap                => 1                                               
gid://shopify/TaxonomyCategory/ap-2-42-5         => 5081                                            
gid://shopify/TaxonomyCategory/ap-2-42-6         => 5081                                            
gid://shopify/TaxonomyCategory/ap-2-42-7         => 5081                                            
gid://shopify/TaxonomyCategory/ap-2-42-8         => 5081                                            
gid://shopify/TaxonomyCategory/ap-2-42-9         => 5081                                            
gid://shopify/TaxonomyCategory/ap-2-42-10        => 5081                                            
gid://shopify/TaxonomyCategory/ap-2-43           => 502982                                          
gid://shopify/TaxonomyCategory/ap-2-43-1         => 502982                                          
gid://shopify/TaxonomyCategory/ap-2-43-2         => 502982                                          
gid://shopify/TaxonomyCategory/ap-2-43-3         => 502982                                          
gid://shopify/TaxonomyCategory/ap-2-44           => 8070                                            
gid://shopify/TaxonomyCategory/ap-2-45           => 505297                                          
gid://shopify/TaxonomyCategory/ap-2-45-1         => 505297                                          
gid://shopify/TaxonomyCategory/ap-2-45-2         => 505297                                          
gid://shopify/TaxonomyCategory/ap-2-45-3         => 505297                                          
gid://shopify/TaxonomyCategory/ap-2-45-4         => 505297                                          
gid://shopify/TaxonomyCategory/ap-2-46           => 7                                               
gid://shopify/TaxonomyCategory/ap-2-46-1         => 5026                                            
gid://shopify/TaxonomyCategory/ap-2-46-2         => 5027                                            
gid://shopify/TaxonomyCategory/ap-2-46-3         => 5028                                            
gid://shopify/TaxonomyCategory/ap-2-46-4         => 5029                                            
gid://shopify/TaxonomyCategory/ap-2-46-4-1       => 5029                                            
gid://shopify/TaxonomyCategory/ap-2-46-4-2       => 5029                                            
gid://shopify/TaxonomyCategory/ap-2-46-4-3       => 5029                                            
gid://shopify/TaxonomyCategory/ap-2-46-4-4       => 5029                                            
gid://shopify/TaxonomyCategory/ap-2-46-5         => 5030                                            
gid://shopify/TaxonomyCategory/ap-2-47           => 5013                                            
gid://shopify/TaxonomyCategory/ap-2-47-1         => 5014                                            
gid://shopify/TaxonomyCategory/ap-2-47-2         => 5015                                            
gid://shopify/TaxonomyCategory/ap-2-47-3         => 5016                                            
gid://shopify/TaxonomyCategory/ap-2-47-4         => 5017                                            
gid://shopify/TaxonomyCategory/ap-2-47-5         => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-47-5-1       => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-47-5-2       => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-47-5-3       => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-47-5-4       => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-47-5-5       => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-47-5-6       => 7517                                            
gid://shopify/TaxonomyCategory/ap-2-48           => 8474                                            
gid://shopify/TaxonomyCategory/ap-2-48-1         => 8474                                            
gid://shopify/TaxonomyCategory/ap-2-48-2         => 8474                                            
gid://shopify/TaxonomyCategory/ap-2-48-3         => 8474                                            
gid://shopify/TaxonomyCategory/ap-2-48-4         => 8474                                            
gid://shopify/TaxonomyCategory/ap-2-48-5         => 8474                                            
gid://shopify/TaxonomyCategory/aa                => 166                                             
gid://shopify/TaxonomyCategory/aa-1              => 1604                                            
gid://shopify/TaxonomyCategory/aa-1-1            => 5322                                            
gid://shopify/TaxonomyCategory/aa-1-1-1          => 5322                                            
gid://shopify/TaxonomyCategory/aa-1-1-1-1        => 5322                                            
gid://shopify/TaxonomyCategory/aa-1-1-1-2        => 5322                                            
gid://shopify/TaxonomyCategory/aa-1-1-1-3        => 5322                                            
gid://shopify/TaxonomyCategory/aa-1-1-1-4        => 5322                                            
