# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-glasögonpassningsdesign
gid://shopify/TaxonomyAttribute/8051  : Ballonetkonfiguration
gid://shopify/TaxonomyAttribute/8993  : Ballongförslutning/ventiltyp
gid://shopify/TaxonomyAttribute/8994  : Ballongyta
gid://shopify/TaxonomyAttribute/2505  : Ballongpaket ingår
gid://shopify/TaxonomyAttribute/8995  : Ballongmaterial
gid://shopify/TaxonomyAttribute/2506  : Ballongform
gid://shopify/TaxonomyAttribute/7621  : Banansort
gid://shopify/TaxonomyAttribute/2242  : Bandstyrka
gid://shopify/TaxonomyAttribute/5123  : Bandageform
gid://shopify/TaxonomyAttribute/8996  : Banjohuvudtyp
gid://shopify/TaxonomyAttribute/8997  : Banjo halsmaterial
gid://shopify/TaxonomyAttribute/8998  : Banjo-pickup
gid://shopify/TaxonomyAttribute/8999  : Banjons kantmaterial
gid://shopify/TaxonomyAttribute/9000  : Banjons ringtyp
gid://shopify/TaxonomyAttribute/9001  : Banjons stämningsmaskinstyp
gid://shopify/TaxonomyAttribute/9002  : Sedelautentisering/kvalitetskontroll
gid://shopify/TaxonomyAttribute/9003  : Sedelkvalitet
gid://shopify/TaxonomyAttribute/9004  : Sedelhållartyp
gid://shopify/TaxonomyAttribute/9005  : Sedelmaterial
gid://shopify/TaxonomyAttribute/9006  : Sedelsäkerhetsfunktioner
gid://shopify/TaxonomyAttribute/9007  : Typ av sedelserienummer
gid://shopify/TaxonomyAttribute/2507  : Bannerdesign
gid://shopify/TaxonomyAttribute/9008  : Banderollplatser
gid://shopify/TaxonomyAttribute/9009  : Hängningsutrustningstyp för banderoll
gid://shopify/TaxonomyAttribute/9010  : Typ av meddelande på banderollen
gid://shopify/TaxonomyAttribute/9011  : Banderollform
gid://shopify/TaxonomyAttribute/6867  : Bankettkonfiguration
gid://shopify/TaxonomyAttribute/7622  : Stångbeläggning
gid://shopify/TaxonomyAttribute/2860  : Typ av stångmontering
gid://shopify/TaxonomyAttribute/8052  : Stil på styrdynan
gid://shopify/TaxonomyAttribute/7623  : Stångens textur
gid://shopify/TaxonomyAttribute/7046  : Hullingstyp
gid://shopify/TaxonomyAttribute/7047  : Skivstångsyta
gid://shopify/TaxonomyAttribute/7048  : Skivstångens räfflingsmönster
gid://shopify/TaxonomyAttribute/5635  : Streckkodsläsarens formfaktor
gid://shopify/TaxonomyAttribute/1902  : Gränssnitt för streckkodsläsare
gid://shopify/TaxonomyAttribute/1903  : Kompatibel streckkod
gid://shopify/TaxonomyAttribute/7624  : Lämplighet för barista
gid://shopify/TaxonomyAttribute/7049  : Konfiguration av barre
gid://shopify/TaxonomyAttribute/1648  : Cylindermaterial
gid://shopify/TaxonomyAttribute/7625  : Fattyp
gid://shopify/TaxonomyAttribute/7050  : Pipprofil
gid://shopify/TaxonomyAttribute/5155  : Cylinderform
gid://shopify/TaxonomyAttribute/7051  : Standard pipmönster
gid://shopify/TaxonomyAttribute/3359  : Bartillbehörsartiklar som ingår
gid://shopify/TaxonomyAttribute/2810  : Bartillbehör - material
gid://shopify/TaxonomyAttribute/7052  : Basförankringsmetod
gid://shopify/TaxonomyAttribute/7053  : Basballastmetod
gid://shopify/TaxonomyAttribute/6868  : Baskonfiguration
gid://shopify/TaxonomyAttribute/6284  : Basfunktioner
gid://shopify/TaxonomyAttribute/7054  : Basfyllningsmaterial
gid://shopify/TaxonomyAttribute/7626  : Basingrediens
gid://shopify/TaxonomyAttribute/1660  : Basolja
gid://shopify/TaxonomyAttribute/8053  : Basoljetyp
gid://shopify/TaxonomyAttribute/1471  : Grundsprit
gid://shopify/TaxonomyAttribute/6869  : Typ av basförvaring
gid://shopify/TaxonomyAttribute/1795  : Bastyp
gid://shopify/TaxonomyAttribute/7056  : Certifiering för baseboll- och softbolligan
gid://shopify/TaxonomyAttribute/7055  : Typ av basebollhandske
gid://shopify/TaxonomyAttribute/6349  : Komponenter för basebolleksak som ingår
gid://shopify/TaxonomyAttribute/1970  : Typ av baseball och softball
gid://shopify/TaxonomyAttribute/7057  : Baseboll/softboll användningroll
gid://shopify/TaxonomyAttribute/7058  : Bottenplattans konstruktion
gid://shopify/TaxonomyAttribute/2798  : Korg - material
gid://shopify/TaxonomyAttribute/2846  : Basketutrustning som ingår
gid://shopify/TaxonomyAttribute/7059  : Typ av basketkorgstillbehör
gid://shopify/TaxonomyAttribute/7060  : Utfyllnadsplats för basketbollar
gid://shopify/TaxonomyAttribute/7061  : Typ av basketkant
gid://shopify/TaxonomyAttribute/6350  : Basketleksakens funktioner
gid://shopify/TaxonomyAttribute/2462  : Uppsättning av basknappar
gid://shopify/TaxonomyAttribute/9012  : Basklarinettens material
gid://shopify/TaxonomyAttribute/9013  : Den lägsta noten för basklarinett
gid://shopify/TaxonomyAttribute/9014  : Bastrumklubbornas form
gid://shopify/TaxonomyAttribute/9015  : Bastrumklubbornas skaftmaterial
gid://shopify/TaxonomyAttribute/9016  : Inbyggd dämpning för bastrumskinn
gid://shopify/TaxonomyAttribute/9017  : Konfiguration av bastrummans huvud
gid://shopify/TaxonomyAttribute/9018  : Ytbehandling av bastrummans huvud
gid://shopify/TaxonomyAttribute/9019  : Typ av huvud på bastrumman
gid://shopify/TaxonomyAttribute/9020  : Bastrumsringarnas material
gid://shopify/TaxonomyAttribute/9021  : Monteringsstil för bastrumma
gid://shopify/TaxonomyAttribute/9022  : Munspelskammens material
gid://shopify/TaxonomyAttribute/9023  : Utformning av basmunspelets munstycke
gid://shopify/TaxonomyAttribute/9024  : Tungornas material för munspel
gid://shopify/TaxonomyAttribute/9025  : Stämningssystem för munspel
gid://shopify/TaxonomyAttribute/9026  : Basblockflöjt av bocaltyp
gid://shopify/TaxonomyAttribute/9027  : Basblockflöjtens medföljande tillbehör
gid://shopify/TaxonomyAttribute/9028  : Material för klaviatur till basblockflöjt
gid://shopify/TaxonomyAttribute/9029  : Material för bastrombonens dragbyglar
gid://shopify/TaxonomyAttribute/9030  : Bastrombonens ventilomslagsstil
gid://shopify/TaxonomyAttribute/9031  : Basukulelens strängtyp
gid://shopify/TaxonomyAttribute/6870  : Funktioner till babykorgar och vaggor
gid://shopify/TaxonomyAttribute/9032  : Material för fagottklocka
gid://shopify/TaxonomyAttribute/9033  : Fagottens bocalsystem
gid://shopify/TaxonomyAttribute/9034  : Fagottfodralets skaltyp
gid://shopify/TaxonomyAttribute/9035  : Tangentmaterial till fagott
gid://shopify/TaxonomyAttribute/9036  : Fagottmodellnivå
gid://shopify/TaxonomyAttribute/9037  : Fagottprestandanivå
gid://shopify/TaxonomyAttribute/9038  : Fagottrörets skrapstil
gid://shopify/TaxonomyAttribute/9039  : Fagottrörets mönsterfärg
gid://shopify/TaxonomyAttribute/9040  : Fagottrörstyp
gid://shopify/TaxonomyAttribute/9041  : Fagottsystem
gid://shopify/TaxonomyAttribute/5705  : Typ av basterspets
gid://shopify/TaxonomyAttribute/7062  : Konstruktion för fladdermöss
gid://shopify/TaxonomyAttribute/7063  : Slagträets storlekskompatibilitet
gid://shopify/TaxonomyAttribute/2845  : Slagträ - material
gid://shopify/TaxonomyAttribute/1209  : Slagträ standard
gid://shopify/TaxonomyAttribute/6351  : Interaktiva funktioner i badboken
gid://shopify/TaxonomyAttribute/5238  : Badborststil
gid://shopify/TaxonomyAttribute/6352  : Bubbelmaskinens funktioner
gid://shopify/TaxonomyAttribute/6353  : Badkritans egenskaper
gid://shopify/TaxonomyAttribute/6354  : Badspruta spraymönster
gid://shopify/TaxonomyAttribute/6355  : Badleksak med gjuten avloppsdesign
gid://shopify/TaxonomyAttribute/6356  : Badleksakens vattenleksfunktioner
gid://shopify/TaxonomyAttribute/5706  : Badrumstillbehör som ingår
gid://shopify/TaxonomyAttribute/5707  : Kompatibilitet för badrumsaccessoarer
gid://shopify/TaxonomyAttribute/3319  : Badrumsmöbelsartiklar som ingår
gid://shopify/TaxonomyAttribute/2141  : Design av badkarsbotten
gid://shopify/TaxonomyAttribute/3117  : Detaljer för badkar
gid://shopify/TaxonomyAttribute/2142  : Badkarskjolform
gid://shopify/TaxonomyAttribute/2398  : Batongreppsdesign
gid://shopify/TaxonomyAttribute/7064  : Standardstorlek för stafettpinnar
gid://shopify/TaxonomyAttribute/5708  : Stöd för batteribackup
gid://shopify/TaxonomyAttribute/8054  : Certifiering/standard för batterilåda
gid://shopify/TaxonomyAttribute/8055  : Fodermaterial för batterilåda
gid://shopify/TaxonomyAttribute/1926  : Battericellstyp
gid://shopify/TaxonomyAttribute/5577  : Batteriladdningsregulatortyp
gid://shopify/TaxonomyAttribute/7065  : Batterikonfiguration
gid://shopify/TaxonomyAttribute/5574  : Batterikontakttyp
gid://shopify/TaxonomyAttribute/3087  : Detaljer för batteri
gid://shopify/TaxonomyAttribute/8056  : Batterigruppstorlek
gid://shopify/TaxonomyAttribute/3196  : Detaljer för batterihantering
gid://shopify/TaxonomyAttribute/5572  : Batterimonteringstyp
gid://shopify/TaxonomyAttribute/8057  : Batteripolaritet
gid://shopify/TaxonomyAttribute/1682  : Batteristorlek
gid://shopify/TaxonomyAttribute/8058  : Batteristandarder som stöds
gid://shopify/TaxonomyAttribute/1856  : Batteriteknik
gid://shopify/TaxonomyAttribute/5573  : Batteriterminalstyp
gid://shopify/TaxonomyAttribute/1571  : Batterityp
gid://shopify/TaxonomyAttribute/8059  : Batterispänningsklass
gid://shopify/TaxonomyAttribute/9042  : Vaddering och fyllning formfaktor
gid://shopify/TaxonomyAttribute/9043  : Vaddering och fyllning loftnivå
gid://shopify/TaxonomyAttribute/9044  : Värmeisoleringsnivå för vaddering och fyllning
gid://shopify/TaxonomyAttribute/7066  : Komponenter för slagbur som ingår
gid://shopify/TaxonomyAttribute/7067  : Tillbehör för slaghjälm ingår
gid://shopify/TaxonomyAttribute/7068  : Utformning av bollhållarens/T-stativets bas
gid://shopify/TaxonomyAttribute/6357  : Kompatibilitet med arena/stadion för battle tops
gid://shopify/TaxonomyAttribute/6358  : Battle top-artiklar som ingår
gid://shopify/TaxonomyAttribute/6359  : Prestanda-typ för battle tops
gid://shopify/TaxonomyAttribute/9045  : Inkluderade tillbehör från Bayan
gid://shopify/TaxonomyAttribute/9046  : Typ av stämsystem för bayan
gid://shopify/TaxonomyAttribute/6362  : Strand- och sandleksaker som ingår
gid://shopify/TaxonomyAttribute/6360  : Strandbollens funktioner
gid://shopify/TaxonomyAttribute/6361  : Funktioner för strandhink
gid://shopify/TaxonomyAttribute/8060  : Typ av pärlbrytare
gid://shopify/TaxonomyAttribute/7072  : Pärlhålsstil
gid://shopify/TaxonomyAttribute/2318  : Pärlform
gid://shopify/TaxonomyAttribute/9047  : Pärltyp
gid://shopify/TaxonomyAttribute/9048  : Pärltyp (lapputsmyckning)
gid://shopify/TaxonomyAttribute/9049  : Projekttyp för pärlaccessoarer
gid://shopify/TaxonomyAttribute/9050  : Flexibilitet i pärlnålar
gid://shopify/TaxonomyAttribute/9051  : Pärlstorlek för pärlmönster
gid://shopify/TaxonomyAttribute/9052  : Format för pärlmönsterdiagram
gid://shopify/TaxonomyAttribute/9053  : Pärlmönster – stygn/teknik
gid://shopify/TaxonomyAttribute/9054  : Pärlteknik / stygn
gid://shopify/TaxonomyAttribute/9055  : Pärltrådens fibertyp
gid://shopify/TaxonomyAttribute/9056  : Storlek på pärltråd
gid://shopify/TaxonomyAttribute/9057  : Pärltrådens användningsområde
gid://shopify/TaxonomyAttribute/9058  : Beläggningsmaterial för pärltråd
gid://shopify/TaxonomyAttribute/9059  : Antal trådar i pärltråd
gid://shopify/TaxonomyAttribute/8061  : Beadlock-typ
gid://shopify/TaxonomyAttribute/9060  : Bjälkmaterial
gid://shopify/TaxonomyAttribute/8062  : Ljusmönster
gid://shopify/TaxonomyAttribute/7073  : Tygmaterial för sackosäckar
gid://shopify/TaxonomyAttribute/7627  : Bönpastasort
gid://shopify/TaxonomyAttribute/7628  : Bönberedning
gid://shopify/TaxonomyAttribute/7629  : Bönsort
gid://shopify/TaxonomyAttribute/6639  : Mössans stil
gid://shopify/TaxonomyAttribute/5196  : Fördelar med skäggvård
gid://shopify/TaxonomyAttribute/7074  : Lagerutförsäljning av mössor
gid://shopify/TaxonomyAttribute/7075  : Typ av lagerkonstruktion
gid://shopify/TaxonomyAttribute/9061  : Lagerkanttyp
gid://shopify/TaxonomyAttribute/7076  : Lagersmörjning
gid://shopify/TaxonomyAttribute/7077  : Lagrets material
gid://shopify/TaxonomyAttribute/7078  : Lagerklassificering
gid://shopify/TaxonomyAttribute/7079  : Lagrets tätningskod
gid://shopify/TaxonomyAttribute/7080  : Bärande tätningskod
gid://shopify/TaxonomyAttribute/7081  : Lagersköldtyp
gid://shopify/TaxonomyAttribute/7082  : Lagerstorlekskod
gid://shopify/TaxonomyAttribute/7083  : Lagertyp
gid://shopify/TaxonomyAttribute/2401  : Taktindelning
gid://shopify/TaxonomyAttribute/9062  : Material för visp
gid://shopify/TaxonomyAttribute/9063  : Klubbor ingår
gid://shopify/TaxonomyAttribute/6871  : Typ av sängram
gid://shopify/TaxonomyAttribute/5371  : Bäddnivelleringstyp
gid://shopify/TaxonomyAttribute/5081  : Bäckenegenskaper
gid://shopify/TaxonomyAttribute/5080  : Bäckenets handtagsstil
gid://shopify/TaxonomyAttribute/1546  : Typ av sängpanna
gid://shopify/TaxonomyAttribute/6872  : Typ av sängförvaring
gid://shopify/TaxonomyAttribute/3108  : Detaljer för säng/ram
gid://shopify/TaxonomyAttribute/1441  : Sängkläder ingår
gid://shopify/TaxonomyAttribute/1259  : Sängstorlek
gid://shopify/TaxonomyAttribute/6873  : Sovrumsmöbler som ingår
gid://shopify/TaxonomyAttribute/6874  : Sovrumsartiklar som ingår
gid://shopify/TaxonomyAttribute/5709  : Typ av hörn på sängkappa
gid://shopify/TaxonomyAttribute/5710  : Design av sängkappa
gid://shopify/TaxonomyAttribute/5711  : Typ av ölglas
gid://shopify/TaxonomyAttribute/1453  : Ölstil
gid://shopify/TaxonomyAttribute/1454  : Ölsort
gid://shopify/TaxonomyAttribute/7630  : Ölbaserad cocktailvariant
gid://shopify/TaxonomyAttribute/7631  : Betsort
gid://shopify/TaxonomyAttribute/7084  : Aktiveringsmekanism för klocka
gid://shopify/TaxonomyAttribute/2579  : Klockdesign
gid://shopify/TaxonomyAttribute/9064  : Klockvaktens täckningsområde
gid://shopify/TaxonomyAttribute/9065  : Klockans material
gid://shopify/TaxonomyAttribute/2580  : Klockljud
gid://shopify/TaxonomyAttribute/8063  : Bultmönster för klockhus
gid://shopify/TaxonomyAttribute/9066  : Bälgmaterial
gid://shopify/TaxonomyAttribute/9067  : Bälgorientering
gid://shopify/TaxonomyAttribute/6640  : Magpanelstil
gid://shopify/TaxonomyAttribute/6641  : Bältesspännetyp
gid://shopify/TaxonomyAttribute/5712  : Bältesprofil
gid://shopify/TaxonomyAttribute/2721  : Typ av bälte
gid://shopify/TaxonomyAttribute/6642  : Baskerstil
gid://shopify/TaxonomyAttribute/7632  : Bärarter
gid://shopify/TaxonomyAttribute/41    : Bästa användningsområden
gid://shopify/TaxonomyAttribute/7633  : Beta-kaseinvariant
gid://shopify/TaxonomyAttribute/2213  : Typ av avfasning
gid://shopify/TaxonomyAttribute/1976  : Dryckesproduktform
gid://shopify/TaxonomyAttribute/7634  : Dryckens söthetsnivå
gid://shopify/TaxonomyAttribute/5713  : Specifikationer för dryckeskärl
gid://shopify/TaxonomyAttribute/7085  : Bezel-graderingsenheter
gid://shopify/TaxonomyAttribute/1771  : Haklappsdesign
gid://shopify/TaxonomyAttribute/7086  : Delar till cykelbromsset som ingår
gid://shopify/TaxonomyAttribute/1275  : Cykelbromstyp
gid://shopify/TaxonomyAttribute/7087  : Monteringsläge för flaskhållare
gid://shopify/TaxonomyAttribute/7088  : Placering av cykeldatorfäste
gid://shopify/TaxonomyAttribute/3184  : Detaljer för cykel
gid://shopify/TaxonomyAttribute/7089  : Hopfällningsmekanism för cykel
gid://shopify/TaxonomyAttribute/7090  : Ramdesign
gid://shopify/TaxonomyAttribute/7091  : Cykelramstil
gid://shopify/TaxonomyAttribute/7092  : Typ av cykelstyre
gid://shopify/TaxonomyAttribute/7093  : Konfiguration av cykelstyrlager
gid://shopify/TaxonomyAttribute/7094  : Typ av cykelnav
gid://shopify/TaxonomyAttribute/7095  : Säkerhetscertifiering för cykellås
gid://shopify/TaxonomyAttribute/7096  : Typ av cykelpedal
gid://shopify/TaxonomyAttribute/7097  : Typ av framdrivning för cykel
gid://shopify/TaxonomyAttribute/7098  : Typ av cykelpump
gid://shopify/TaxonomyAttribute/7099  : Monteringstyp för cykelstativ
gid://shopify/TaxonomyAttribute/7100  : Typ av cykelgafflar
gid://shopify/TaxonomyAttribute/7101  : Cykeldäckens mönster
gid://shopify/TaxonomyAttribute/8064  : Dubbelriktad laddkapacitet
gid://shopify/TaxonomyAttribute/8065  : Cykelrackmonteringsstil
gid://shopify/TaxonomyAttribute/8066  : Cykelställ – lutningsfunktion
gid://shopify/TaxonomyAttribute/6643  : Bikiniöverdelsstil
gid://shopify/TaxonomyAttribute/7102  : Biljardborstetyp
gid://shopify/TaxonomyAttribute/7103  : Biljardfingerskydd
gid://shopify/TaxonomyAttribute/7104  : Biljardhålstil
gid://shopify/TaxonomyAttribute/7105  : Biljardställsstil
gid://shopify/TaxonomyAttribute/7106  : Biljardbordstyp
gid://shopify/TaxonomyAttribute/7107  : Biljarddisciplin
gid://shopify/TaxonomyAttribute/2233  : Pärmringform
gid://shopify/TaxonomyAttribute/7108  : Standard för bindningskompatibilitet
gid://shopify/TaxonomyAttribute/7109  : Bindande inkludering
gid://shopify/TaxonomyAttribute/7110  : Bindningsgränssnitt
gid://shopify/TaxonomyAttribute/7111  : Typ av bindningsfodring
gid://shopify/TaxonomyAttribute/1319  : Bindande fäste
gid://shopify/TaxonomyAttribute/7112  : Bindningens monteringssystem
gid://shopify/TaxonomyAttribute/7113  : Bindande läge
gid://shopify/TaxonomyAttribute/7114  : Bindningsremmens position
gid://shopify/TaxonomyAttribute/2237  : Bindningsstil
gid://shopify/TaxonomyAttribute/6363  : Bingodelar som ingår
gid://shopify/TaxonomyAttribute/6364  : Bingonummerintervall
gid://shopify/TaxonomyAttribute/6365  : Bingosetets funktioner
gid://shopify/TaxonomyAttribute/2959  : Design på kikare och monokikare
gid://shopify/TaxonomyAttribute/4999  : Biometrisk autentiseringsmetod
gid://shopify/TaxonomyAttribute/5638  : Biometriska certifieringar
gid://shopify/TaxonomyAttribute/3122  : Detaljer för tillbehör till biometrimätare
gid://shopify/TaxonomyAttribute/7115  : Gränssnitt för montering av bipod
gid://shopify/TaxonomyAttribute/3218  : Design på fågelbur/ställ
gid://shopify/TaxonomyAttribute/3219  : Fågelmatsform
gid://shopify/TaxonomyAttribute/3220  : Ingredienser fågelmat
gid://shopify/TaxonomyAttribute/3221  : Typ av fågelgodis
gid://shopify/TaxonomyAttribute/2508  : Design av födelsedagsljus
gid://shopify/TaxonomyAttribute/3293  : Typ av födelsedagsljus
gid://shopify/TaxonomyAttribute/7116  : Typ av bitfäste
gid://shopify/TaxonomyAttribute/7117  : Utformning av bettet
gid://shopify/TaxonomyAttribute/7118  : Bitringsstil
gid://shopify/TaxonomyAttribute/3099  : Bitter sort
gid://shopify/TaxonomyAttribute/7119  : Madrassmaterial
gid://shopify/TaxonomyAttribute/7120  : Typ av bladfäste
gid://shopify/TaxonomyAttribute/5205  : Bladbeläggning
gid://shopify/TaxonomyAttribute/5714  : Bladets konstruktionsmetod
gid://shopify/TaxonomyAttribute/1220  : Bladkurva
gid://shopify/TaxonomyAttribute/2189  : Bladutförande
gid://shopify/TaxonomyAttribute/5204  : Bladkantskonfiguration
gid://shopify/TaxonomyAttribute/5715  : Bladets ytbehandling
gid://shopify/TaxonomyAttribute/7121  : Skenyta/beläggning
gid://shopify/TaxonomyAttribute/7122  : Skenans fästtyp
gid://shopify/TaxonomyAttribute/7123  : Typ av bladlängd
gid://shopify/TaxonomyAttribute/7124  : Blad-LIE
