# Shopify Product Taxonomy - Categories: 2025-03
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Eläinten ja lemmikkieläinten tarvikkeet
gid://shopify/TaxonomyCategory/ap-2-4-10-4       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariojalustat > Takorautajalustat
gid://shopify/TaxonomyCategory/ap-2-4-11         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaarion lämmönsäätimet
gid://shopify/TaxonomyCategory/ap-2-4-11-1       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaarion lämmönsäätimet > Analogiset lämmönsäätimet
gid://shopify/TaxonomyCategory/ap-2-4-11-2       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaarion lämmönsäätimet > Digitaaliset lämmönsäätimet
gid://shopify/TaxonomyCategory/ap-2-4-12         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito
gid://shopify/TaxonomyCategory/ap-2-4-12-1       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Levänhallinta
gid://shopify/TaxonomyCategory/ap-2-4-12-2       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Ammoniakin poistoaineet
gid://shopify/TaxonomyCategory/ap-2-4-12-3       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Sienien ja bakteerien hallinta-aineet
gid://shopify/TaxonomyCategory/ap-2-4-12-4       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Nitraattien poistoaineet
gid://shopify/TaxonomyCategory/ap-2-4-12-5       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > pH:n säätöaineet
gid://shopify/TaxonomyCategory/ap-2-4-12-6       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Hanaveden puhdistusaineet
gid://shopify/TaxonomyCategory/ap-2-4-12-7       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Vedenpuhdistusaineet
gid://shopify/TaxonomyCategory/ap-2-4-12-8       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariovedenhoito > Vedenhoitoaineet
gid://shopify/TaxonomyCategory/ap-2-4-13         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariot
gid://shopify/TaxonomyCategory/ap-2-4-14         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariokasvien ravinteet
gid://shopify/TaxonomyCategory/ap-2-4-14-1       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariokasvien ravinteet > Lannoiterakeet
gid://shopify/TaxonomyCategory/ap-2-4-14-2       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariokasvien ravinteet > Lannoitenesteet
gid://shopify/TaxonomyCategory/ap-2-4-14-3       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariokasvien ravinteet > Lannoitejauheet
gid://shopify/TaxonomyCategory/ap-2-4-14-4       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Akvaariokasvien ravinteet > Lannoitetabletit
gid://shopify/TaxonomyCategory/ap-2-4-15         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalojen ruokinta-automaatit
gid://shopify/TaxonomyCategory/ap-2-4-16         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-1       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Levälastut
gid://shopify/TaxonomyCategory/ap-2-4-16-2       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Betan ruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Kirjoahvenen ruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Kalan kuivaruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Pakastekuivattu ruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Pakasteruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Kultakalanruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Elävä ruoka
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Kala- ja akvaariotarvikkeet > Kalanruoka > Lääkeaineita sisältävä ruoka
gid://shopify/TaxonomyCategory/ap-2-5            : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet
gid://shopify/TaxonomyCategory/ap-2-5-1          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > A-telineet
gid://shopify/TaxonomyCategory/ap-2-5-2          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Agilitytunnelit
gid://shopify/TaxonomyCategory/ap-2-5-3          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Koiran reitit ja rampit
gid://shopify/TaxonomyCategory/ap-2-5-4          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Hyppyesteet
gid://shopify/TaxonomyCategory/ap-2-5-5          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Pysähtymispöydät
gid://shopify/TaxonomyCategory/ap-2-5-6          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Paalut
gid://shopify/TaxonomyCategory/ap-2-5-7          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Keinulaudat
gid://shopify/TaxonomyCategory/ap-2-5-8          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin agilitytarvikkeet > Rengashyppyesteet
gid://shopify/TaxonomyCategory/ap-2-6            : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet
gid://shopify/TaxonomyCategory/ap-2-6-1          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien bandanat
gid://shopify/TaxonomyCategory/ap-2-6-2          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien rusetit ja nauhat
gid://shopify/TaxonomyCategory/ap-2-6-3          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien takit
gid://shopify/TaxonomyCategory/ap-2-6-4          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien kaulapannat ja solmiot
gid://shopify/TaxonomyCategory/ap-2-6-5          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien asut
gid://shopify/TaxonomyCategory/ap-2-6-6          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien mekot
gid://shopify/TaxonomyCategory/ap-2-6-7          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien hatut
gid://shopify/TaxonomyCategory/ap-2-6-8          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien hupparit
gid://shopify/TaxonomyCategory/ap-2-6-9          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien pikkutakit
gid://shopify/TaxonomyCategory/ap-2-6-10         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien sadetakit
gid://shopify/TaxonomyCategory/ap-2-6-11         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien turvaliivit
gid://shopify/TaxonomyCategory/ap-2-6-12         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien huivit
gid://shopify/TaxonomyCategory/ap-2-6-13         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien paidat
gid://shopify/TaxonomyCategory/ap-2-6-14         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien kengät
gid://shopify/TaxonomyCategory/ap-2-6-15         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien sukat
gid://shopify/TaxonomyCategory/ap-2-6-16         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien aurinkolasit
gid://shopify/TaxonomyCategory/ap-2-6-17         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien varusteet > Lemmikkien puserot
gid://shopify/TaxonomyCategory/ap-2-7            : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin vaateripustimet
gid://shopify/TaxonomyCategory/ap-2-8            : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pedin tarvikkeet
gid://shopify/TaxonomyCategory/ap-2-9            : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit
gid://shopify/TaxonomyCategory/ap-2-9-1          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Korit
gid://shopify/TaxonomyCategory/ap-2-9-2          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Reunalliset pedit
gid://shopify/TaxonomyCategory/ap-2-9-3          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Luolat
gid://shopify/TaxonomyCategory/ap-2-9-4          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Viilentävät pedit
gid://shopify/TaxonomyCategory/ap-2-9-5          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Donitsit
gid://shopify/TaxonomyCategory/ap-2-9-6          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Riippumatot
gid://shopify/TaxonomyCategory/ap-2-9-7          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Pesät
gid://shopify/TaxonomyCategory/ap-2-9-8          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Ortopediset pedit
gid://shopify/TaxonomyCategory/ap-2-9-9          : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Lemmikkien tuolit
gid://shopify/TaxonomyCategory/ap-2-9-10         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Lemmikkien sängyt
gid://shopify/TaxonomyCategory/ap-2-9-11         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Pehmustetut pedit
gid://shopify/TaxonomyCategory/ap-2-9-12         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Patteripedit
gid://shopify/TaxonomyCategory/ap-2-9-13         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikkien pedit > Tornit
gid://shopify/TaxonomyCategory/ap-2-10           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kulkuset ja korut
gid://shopify/TaxonomyCategory/ap-2-10-1         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kulkuset ja korut > Kaulapannan kulkuset
gid://shopify/TaxonomyCategory/ap-2-10-2         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kulkuset ja korut > Kaulapannan koristeet
gid://shopify/TaxonomyCategory/ap-2-10-3         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kulkuset ja korut > Nimikilpikoristeet
gid://shopify/TaxonomyCategory/ap-2-11           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin biometriset monitorit
gid://shopify/TaxonomyCategory/ap-2-11-1         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin biometriset monitorit > Lemmikin glokoosimittarit
gid://shopify/TaxonomyCategory/ap-2-11-2         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin biometriset monitorit > Lemmikin askelmittarit
gid://shopify/TaxonomyCategory/ap-2-11-3         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin biometriset monitorit > Lemmikin kuumemittarit
gid://shopify/TaxonomyCategory/ap-2-12           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokailualustat
gid://shopify/TaxonomyCategory/ap-2-13           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokintatelineet
gid://shopify/TaxonomyCategory/ap-2-14           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit
gid://shopify/TaxonomyCategory/ap-2-14-1         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Automaattiset ruokintalaitteet
gid://shopify/TaxonomyCategory/ap-2-14-2         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Kulhot
gid://shopify/TaxonomyCategory/ap-2-14-3         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Korotetut kulhot
gid://shopify/TaxonomyCategory/ap-2-14-4         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Painovoimalla toimivat syöttölaitteet
gid://shopify/TaxonomyCategory/ap-2-14-5         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Hitaaseen syömiseen kannustavat kulhot
gid://shopify/TaxonomyCategory/ap-2-14-6         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Matkakulhot
gid://shopify/TaxonomyCategory/ap-2-14-7         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Vesiautomaatit
gid://shopify/TaxonomyCategory/ap-2-14-8         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin ruokakupit ja ruoka- ja vesiautomaatit > Vesilähteet
gid://shopify/TaxonomyCategory/ap-2-15           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantotarvikkeet
gid://shopify/TaxonomyCategory/ap-2-16           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot
gid://shopify/TaxonomyCategory/ap-2-16-1         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Lentomatkailuun hyväksytyt kuljetuslaatikot
gid://shopify/TaxonomyCategory/ap-2-16-2         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Kuljetusreput
gid://shopify/TaxonomyCategory/ap-2-16-3         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Kissalaatikot
gid://shopify/TaxonomyCategory/ap-2-16-4         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Huonekalutyyliset laatikot
gid://shopify/TaxonomyCategory/ap-2-16-5         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Kovat laatikot
gid://shopify/TaxonomyCategory/ap-2-16-8         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Vedettävät laatikot
gid://shopify/TaxonomyCategory/ap-2-16-9         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Kantoliinat ja muut puettavat kantoratkaisut
gid://shopify/TaxonomyCategory/ap-2-16-10        : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Pehmeät laatikot
gid://shopify/TaxonomyCategory/ap-2-16-11        : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Pehmeät kuljetuslaatikot
gid://shopify/TaxonomyCategory/ap-2-16-12        : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin kuljetus- ja kantolaatikot > Pyörälliset laatikot
gid://shopify/TaxonomyCategory/ap-2-17           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat
gid://shopify/TaxonomyCategory/ap-2-17-1         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Helposti irtoavat ja turvapannat
gid://shopify/TaxonomyCategory/ap-2-17-2         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Kirppupannat
gid://shopify/TaxonomyCategory/ap-2-17-3         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > GPS-pannat
gid://shopify/TaxonomyCategory/ap-2-17-4         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Valjaat
gid://shopify/TaxonomyCategory/ap-2-17-5         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > LED-pannat
gid://shopify/TaxonomyCategory/ap-2-17-6         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Tiukkenevat pannat
gid://shopify/TaxonomyCategory/ap-2-17-7         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Mukautetut nimipannat
gid://shopify/TaxonomyCategory/ap-2-17-8         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Tavalliset pannat
gid://shopify/TaxonomyCategory/ap-2-17-9         : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Koulutus-, kiristys- ja ketjupannat
gid://shopify/TaxonomyCategory/ap-2-17-10        : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin pannat ja valjaat > Liivit
gid://shopify/TaxonomyCategory/ap-2-18           : Eläinten ja lemmikkieläinten tarvikkeet > Lemmikkieläinten tarvikkeet > Lemmikin alueenrajausjärjestelmät
