# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-lasien istuvuuden muotoilu
gid://shopify/TaxonomyAttribute/8992  : Säkkipillin soittotila
gid://shopify/TaxonomyAttribute/7029  : Syötin yhteensopivuus
gid://shopify/TaxonomyAttribute/7030  : Syöttilajit
gid://shopify/TaxonomyAttribute/3100  : Mukana leipomotuotteet
gid://shopify/TaxonomyAttribute/3360  : Mukana leivonnaiset
gid://shopify/TaxonomyAttribute/1394  : Mukana leivontatarvikkeet
gid://shopify/TaxonomyAttribute/2813  : Leivonnaisten muoto
gid://shopify/TaxonomyAttribute/7620  : Leivontahippujen muoto
gid://shopify/TaxonomyAttribute/5703  : Paistovuoan koko
gid://shopify/TaxonomyAttribute/1486  : Leipomisen tarkoitus
gid://shopify/TaxonomyAttribute/2812  : Leivinpaperin materiaali
gid://shopify/TaxonomyAttribute/5704  : Leivinpellin tyyli
gid://shopify/TaxonomyAttribute/7031  : Tasapainolaudan malli
gid://shopify/TaxonomyAttribute/7032  : Mukana tulevat tasapainotyynyn lisävarusteet
gid://shopify/TaxonomyAttribute/8050  : Tasapainotustyyppi
gid://shopify/TaxonomyAttribute/6346  : Mukana tulevat pallo- ja kuppipelin osat
gid://shopify/TaxonomyAttribute/7033  : Käsipallon sisäkumin materiaali
gid://shopify/TaxonomyAttribute/7034  : Pallon sertifiointi
gid://shopify/TaxonomyAttribute/7035  : Pallon rakenne
gid://shopify/TaxonomyAttribute/7036  : Pallon ytimen rakenne
gid://shopify/TaxonomyAttribute/7037  : Pallon ytimen tyyppi
gid://shopify/TaxonomyAttribute/7038  : Poraus
gid://shopify/TaxonomyAttribute/7039  : Pallopidikkeen tyyppi
gid://shopify/TaxonomyAttribute/2844  : Pallon materiaali
gid://shopify/TaxonomyAttribute/6347  : Pallomeripallon pinnan viimeistely
gid://shopify/TaxonomyAttribute/6348  : Pallomeren turvallisuusominaisuudet
gid://shopify/TaxonomyAttribute/7040  : Pallopumpun lisävarustetyyppi
gid://shopify/TaxonomyAttribute/7041  : Pallon palautusmekanismi
gid://shopify/TaxonomyAttribute/7042  : Pallon palautustapa
gid://shopify/TaxonomyAttribute/1206  : Pallon koko
gid://shopify/TaxonomyAttribute/7043  : Pallon nopeusluokitus
gid://shopify/TaxonomyAttribute/7044  : Kuulan pintarakenne
gid://shopify/TaxonomyAttribute/7045  : Kuulan pintatyyppi
gid://shopify/TaxonomyAttribute/6283  : Painolastin materiaali
gid://shopify/TaxonomyAttribute/8051  : Ballonetin konfiguraatio
gid://shopify/TaxonomyAttribute/8993  : Ilmapallon sulku-/venttiilityyppi
gid://shopify/TaxonomyAttribute/8994  : Ilmapallojen viimeistely
gid://shopify/TaxonomyAttribute/2505  : Mukana ilmapallosarjan tuotteita
gid://shopify/TaxonomyAttribute/8995  : Ilmapallojen materiaali
gid://shopify/TaxonomyAttribute/2506  : Ilmapallon muoto
gid://shopify/TaxonomyAttribute/7621  : Banaanilajike
gid://shopify/TaxonomyAttribute/2242  : Siteen voimakkuus
gid://shopify/TaxonomyAttribute/5123  : Siteen muoto
gid://shopify/TaxonomyAttribute/8996  : Banjon kalvon tyyppi
gid://shopify/TaxonomyAttribute/8997  : Banjon kaulan materiaali
gid://shopify/TaxonomyAttribute/8998  : Banjon mikrofonikokoonpano
gid://shopify/TaxonomyAttribute/8999  : Banjo reunuksen materiaali
gid://shopify/TaxonomyAttribute/9000  : Banjon reunuksen tyyppi
gid://shopify/TaxonomyAttribute/9001  : Banjon virityskoneiston tyyppi
gid://shopify/TaxonomyAttribute/9002  : Setelien aitouden tarkastus/luokittelu
gid://shopify/TaxonomyAttribute/9003  : Setelin luokitus
gid://shopify/TaxonomyAttribute/9004  : Setelin pidikkeen tyyppi
gid://shopify/TaxonomyAttribute/9005  : Setelin materiaali
gid://shopify/TaxonomyAttribute/9006  : Setelin turvaominaisuudet
gid://shopify/TaxonomyAttribute/9007  : Setelin sarjanumeron tyyppi
gid://shopify/TaxonomyAttribute/2507  : Mainosjulisteen suunnittelu
gid://shopify/TaxonomyAttribute/9008  : Banderollin esityspaikka
gid://shopify/TaxonomyAttribute/9009  : Banderollin ripustimen tyyppi
gid://shopify/TaxonomyAttribute/9010  : Banderollin viestityyppi
gid://shopify/TaxonomyAttribute/9011  : Banderollin muoto
gid://shopify/TaxonomyAttribute/6867  : Bankettikokoonpano
gid://shopify/TaxonomyAttribute/7622  : Patukan pinnoite
gid://shopify/TaxonomyAttribute/2860  : Tangon asennustyyppi
gid://shopify/TaxonomyAttribute/8052  : Päällisen tyyli
gid://shopify/TaxonomyAttribute/7623  : Patukan tekstuuri
gid://shopify/TaxonomyAttribute/7046  : Väkästyyppi
gid://shopify/TaxonomyAttribute/7047  : Tangon pinta
gid://shopify/TaxonomyAttribute/7048  : Tangon karhennuskuvio
gid://shopify/TaxonomyAttribute/5635  : Viivakoodinlukijan muotokerroin
gid://shopify/TaxonomyAttribute/1902  : Viivakoodinlukijan käyttöliittymä
gid://shopify/TaxonomyAttribute/1903  : Tuettu viivakoodi
gid://shopify/TaxonomyAttribute/7624  : Soveltuvuus kahvinvalmistukseen
gid://shopify/TaxonomyAttribute/7049  : Barre-kiskokokoonpano
gid://shopify/TaxonomyAttribute/1648  : Tynnyrin materiaali
gid://shopify/TaxonomyAttribute/7625  : Tynnyrityyppi
gid://shopify/TaxonomyAttribute/7050  : Tynnyrin profiili
gid://shopify/TaxonomyAttribute/5155  : Sylinterin muoto
gid://shopify/TaxonomyAttribute/7051  : Rungon kierrestandardi
gid://shopify/TaxonomyAttribute/3359  : Mukana baaritarvikkeet
gid://shopify/TaxonomyAttribute/2810  : Baaritarvikkeet
gid://shopify/TaxonomyAttribute/7052  : Alustan kiinnitysmenetelmä
gid://shopify/TaxonomyAttribute/7053  : Pohjapainon tyyppi
gid://shopify/TaxonomyAttribute/6868  : Pohjan konfiguraatio
gid://shopify/TaxonomyAttribute/6284  : Alustan ominaisuudet
gid://shopify/TaxonomyAttribute/7054  : Pohjan täyttömateriaali
gid://shopify/TaxonomyAttribute/7626  : Pääraaka-aine
gid://shopify/TaxonomyAttribute/1660  : Perusöljy
gid://shopify/TaxonomyAttribute/8053  : Perusöljyn tyyppi
gid://shopify/TaxonomyAttribute/1471  : Perusalkoholi
gid://shopify/TaxonomyAttribute/6869  : Pohjan säilytystyyppi
gid://shopify/TaxonomyAttribute/1795  : Pohjatyyppi
gid://shopify/TaxonomyAttribute/7056  : Baseball- ja softball-liigan sertifiointi
gid://shopify/TaxonomyAttribute/7055  : Baseball-räpylätyyppi
gid://shopify/TaxonomyAttribute/6349  : Mukana tulevat baseball-leikkisetin osat
gid://shopify/TaxonomyAttribute/1970  : Baseball-/softball-pallotyyppi
gid://shopify/TaxonomyAttribute/7057  : Baseballin/softballin pelaajan rooli
gid://shopify/TaxonomyAttribute/7058  : Pohjalevyn rakenne
gid://shopify/TaxonomyAttribute/2798  : Korin materiaali
gid://shopify/TaxonomyAttribute/2846  : Mukana koripallovarusteet
gid://shopify/TaxonomyAttribute/7059  : Koripallokorin lisävarusteen tyyppi
gid://shopify/TaxonomyAttribute/7060  : Koripallo reunatäytteen sijainti
gid://shopify/TaxonomyAttribute/7061  : Koripallokorin vanteen tyyppi
gid://shopify/TaxonomyAttribute/6350  : Koripallolelun ominaisuudet
gid://shopify/TaxonomyAttribute/2462  : Bassopainikkeen konfiguraatio
gid://shopify/TaxonomyAttribute/9012  : Bassoklarinetin rungon materiaali
gid://shopify/TaxonomyAttribute/9013  : Bassoklarinetin matalin nuotti
gid://shopify/TaxonomyAttribute/9014  : Bassorummun nuijan pään muoto
gid://shopify/TaxonomyAttribute/9015  : Bassorummun nuijan varren materiaali
gid://shopify/TaxonomyAttribute/9016  : Bassorummun kalvoon sisäänrakennettu vaimennus
gid://shopify/TaxonomyAttribute/9017  : Bassorummun kalvon kokoonpano
gid://shopify/TaxonomyAttribute/9018  : Bassorummun kalvon pinnan viimeistely
gid://shopify/TaxonomyAttribute/9019  : Bassorummun kalvon tyyppi
gid://shopify/TaxonomyAttribute/9020  : Bassorummun vanteen materiaali
gid://shopify/TaxonomyAttribute/9021  : Bassorummun kiinnitystapa
gid://shopify/TaxonomyAttribute/9022  : Bassohuuliharpun kamman materiaali
gid://shopify/TaxonomyAttribute/9023  : Bassohuuliharpun suukappaleen malli
gid://shopify/TaxonomyAttribute/9024  : Bassohuuliharpun kielten materiaali
gid://shopify/TaxonomyAttribute/9025  : Bassohuuliharpun viritysjärjestelmä
gid://shopify/TaxonomyAttribute/9026  : Bassonokkahuilun bocal-tyyppi
gid://shopify/TaxonomyAttribute/9027  : Bassonokkahuilun mukana tulevat lisävarusteet
gid://shopify/TaxonomyAttribute/9028  : Bassonokkahuilun koneiston materiaali
gid://shopify/TaxonomyAttribute/9029  : Bassopasuunan liukumateriaali
gid://shopify/TaxonomyAttribute/9030  : Bassopasuunan venttiilien tyyppi.
gid://shopify/TaxonomyAttribute/9031  : Bassoukulelen kielien tyyppi
gid://shopify/TaxonomyAttribute/6870  : Vauvankorien ja kehtojen lisävarusteiden ominaisuudet
gid://shopify/TaxonomyAttribute/9032  : Fagotin kellon materiaali
gid://shopify/TaxonomyAttribute/9033  : Fagotin bocal-järjestelmä
gid://shopify/TaxonomyAttribute/9034  : Fagotin kotelon kuoren tyyppi
gid://shopify/TaxonomyAttribute/9035  : Fagotin koskettimien materiaali
gid://shopify/TaxonomyAttribute/9036  : Fagotin soittajataso
gid://shopify/TaxonomyAttribute/9037  : Fagotin suorituskykytaso
gid://shopify/TaxonomyAttribute/9038  : Fagotin ruokolehden vuolutyyli
gid://shopify/TaxonomyAttribute/9039  : Fagotin suuttimen langan väri
gid://shopify/TaxonomyAttribute/9040  : Fagotin lehden tyyppi
gid://shopify/TaxonomyAttribute/9041  : Fagottijärjestelmä
gid://shopify/TaxonomyAttribute/5705  : Paistinruiskun kärjen tyyppi
gid://shopify/TaxonomyAttribute/7062  : Mailan kokoonpano
gid://shopify/TaxonomyAttribute/7063  : Mailan kahvan koon yhteensopivuus
gid://shopify/TaxonomyAttribute/2845  : Mailan materiaali
gid://shopify/TaxonomyAttribute/1209  : Mailastandardi
gid://shopify/TaxonomyAttribute/6351  : Kylpykirjan interaktiiviset ominaisuudet
gid://shopify/TaxonomyAttribute/5238  : Kylpyharjan tyyli
gid://shopify/TaxonomyAttribute/6352  : Kylpyvaahtokoneen ominaisuudet
gid://shopify/TaxonomyAttribute/6353  : Kylpyliitujen ominaisuudet
gid://shopify/TaxonomyAttribute/6354  : Kylpysuuttimen suihkutuskuvio
gid://shopify/TaxonomyAttribute/6355  : Kylpylelu, jossa on vedenpoistorakenne
gid://shopify/TaxonomyAttribute/6356  : Kylpylelun leikkitoiminnot
gid://shopify/TaxonomyAttribute/5706  : Sisältyvät kylpyhuonetarvikkeet
gid://shopify/TaxonomyAttribute/5707  : Kylpyhuonetarvikkeiden yhteensopivuus
gid://shopify/TaxonomyAttribute/3319  : Kylpyhuonekalusteet sisältyvät
gid://shopify/TaxonomyAttribute/2141  : Kylpyammeen pohjan muotoilu
gid://shopify/TaxonomyAttribute/3117  : Kylpyammeen ominaisuudet
gid://shopify/TaxonomyAttribute/2142  : Kylpyammeen reunuksen muoto
gid://shopify/TaxonomyAttribute/2398  : Tahtipuikon kädensijan muotoilu
gid://shopify/TaxonomyAttribute/7064  : Kapulan kokostandardi
gid://shopify/TaxonomyAttribute/5708  : Akun varmuuskopio tuki
gid://shopify/TaxonomyAttribute/8054  : Akun kotelon sertifikaatti/standardi
gid://shopify/TaxonomyAttribute/8055  : Akkukotelon sisäpuolen pehmustemateriaali
gid://shopify/TaxonomyAttribute/1926  : Akun kennotyyppi
gid://shopify/TaxonomyAttribute/5577  : Akun latausohjaimen tyyppi
gid://shopify/TaxonomyAttribute/7065  : Pariston konfiguraatio
gid://shopify/TaxonomyAttribute/5574  : Akun liitintyyppi
gid://shopify/TaxonomyAttribute/3087  : Akun ominaisuudet
gid://shopify/TaxonomyAttribute/8056  : Akkuryhmä koko
gid://shopify/TaxonomyAttribute/3196  : Akun hallintaominaisuudet
gid://shopify/TaxonomyAttribute/5572  : Akun asennustyyppi
gid://shopify/TaxonomyAttribute/8057  : Akun napaisuus
gid://shopify/TaxonomyAttribute/1682  : Akun koko
gid://shopify/TaxonomyAttribute/8058  : Tuetut akkustandardit
gid://shopify/TaxonomyAttribute/1856  : Akkuteknologia
gid://shopify/TaxonomyAttribute/5573  : Akun napatyyppi
gid://shopify/TaxonomyAttribute/1571  : Akkutyyppi
gid://shopify/TaxonomyAttribute/8059  : Akun jänniteluokka
gid://shopify/TaxonomyAttribute/9042  : Täyte- ja vanumateriaalin muoto
gid://shopify/TaxonomyAttribute/9043  : Vanun ja täytteen ilmavuustaso
gid://shopify/TaxonomyAttribute/9044  : Vanun ja täytemateriaalin lämmöneristystaso
gid://shopify/TaxonomyAttribute/7066  : Mukaan sisältyvät lyöntihäkin osat
gid://shopify/TaxonomyAttribute/7067  : Sisältyvät lyöjän kypärän lisävarusteet
gid://shopify/TaxonomyAttribute/7068  : Lyöntitiin pohjan suunnittelu
gid://shopify/TaxonomyAttribute/6357  : Taisteluhyrrän areenan/stadionin yhteensopivuus
gid://shopify/TaxonomyAttribute/6358  : Taisteluhyrrätuotteet sisältyvät
gid://shopify/TaxonomyAttribute/6359  : Taisteluhyrrän suorituskykytyyppi
gid://shopify/TaxonomyAttribute/9045  : Bajan-harmonikan lisävarusteet
gid://shopify/TaxonomyAttribute/9046  : Bajan-harmonikan viritysjärjestelmän tyyppi
gid://shopify/TaxonomyAttribute/6362  : Ranta- ja hiekkalelut sisältyvät hintaan
gid://shopify/TaxonomyAttribute/6360  : Rantapallon ominaisuudet
gid://shopify/TaxonomyAttribute/6361  : Rantaämpärin ominaisuudet
gid://shopify/TaxonomyAttribute/8060  : Renkaan asennuskoneen tyyppi
gid://shopify/TaxonomyAttribute/7072  : Kuulan reiän tyyppi
gid://shopify/TaxonomyAttribute/2318  : Helmen muoto
gid://shopify/TaxonomyAttribute/9047  : Helmen tyyppi
gid://shopify/TaxonomyAttribute/9048  : Helmityyppi (koristehelmi)
gid://shopify/TaxonomyAttribute/9049  : Helmiasusteprojektin tyyppi
gid://shopify/TaxonomyAttribute/9050  : Helmikirjontaneulan joustavuus
gid://shopify/TaxonomyAttribute/9051  : Helmikirjailukuvion helmen koko
gid://shopify/TaxonomyAttribute/9052  : Helmikirjontakuviokaavion muoto
gid://shopify/TaxonomyAttribute/9053  : Helmikirjontakuvion ommel/tekniikka
gid://shopify/TaxonomyAttribute/9054  : Helmitekniikka/ommel
gid://shopify/TaxonomyAttribute/9055  : Helmilangan kuitumateriaali
gid://shopify/TaxonomyAttribute/9056  : Helmiketjun koko
gid://shopify/TaxonomyAttribute/9057  : Helmikirjailuketjun käyttötarkoitus
gid://shopify/TaxonomyAttribute/9058  : Helmilangan pinnoitemateriaali
gid://shopify/TaxonomyAttribute/9059  : Helmilangan säikeiden lukumäärä
gid://shopify/TaxonomyAttribute/8061  : Helmilukkotyyppi
gid://shopify/TaxonomyAttribute/9060  : Palkin materiaali
gid://shopify/TaxonomyAttribute/8062  : Sädekuvio
gid://shopify/TaxonomyAttribute/7073  : Säkkituolin kangasmateriaali
gid://shopify/TaxonomyAttribute/7627  : Paputahnan tyyppi
gid://shopify/TaxonomyAttribute/7628  : Papujen valmistus
gid://shopify/TaxonomyAttribute/7629  : Papulajike
gid://shopify/TaxonomyAttribute/6639  : Pipon tyyli
gid://shopify/TaxonomyAttribute/5196  : Parranhoidon hyödyt
gid://shopify/TaxonomyAttribute/7074  : Laakerin välys
gid://shopify/TaxonomyAttribute/7075  : Laakerin rakennetyyppi
gid://shopify/TaxonomyAttribute/9061  : Laakerin reunan tyyppi
gid://shopify/TaxonomyAttribute/7076  : Laakerien voitelu
gid://shopify/TaxonomyAttribute/7077  : Laakerin materiaali
gid://shopify/TaxonomyAttribute/7078  : Laakeriluokitus
gid://shopify/TaxonomyAttribute/7079  : Laakerin tiivistyskoodi
gid://shopify/TaxonomyAttribute/7080  : Laakerin tiivistetyyppi
gid://shopify/TaxonomyAttribute/7081  : Laakerikilven tyyppi
gid://shopify/TaxonomyAttribute/7082  : Laakerin kokokoodi
gid://shopify/TaxonomyAttribute/7083  : Laakerityyppi
gid://shopify/TaxonomyAttribute/2401  : Lyönnin alajaot
gid://shopify/TaxonomyAttribute/9062  : Nuijan pään materiaali
gid://shopify/TaxonomyAttribute/9063  : Nuijien lukumäärä
gid://shopify/TaxonomyAttribute/6871  : Sängyn pohjan tyyppi
gid://shopify/TaxonomyAttribute/5371  : Alustan tasaustyyppi
gid://shopify/TaxonomyAttribute/5081  : Alusastian ominaisuudet
gid://shopify/TaxonomyAttribute/5080  : Alusastian kahvan tyyli
gid://shopify/TaxonomyAttribute/1546  : Alusastiatyyppi
gid://shopify/TaxonomyAttribute/6872  : Sängyn säilytystyyppi
gid://shopify/TaxonomyAttribute/3108  : Sängyn/rungon ominaisuudet
gid://shopify/TaxonomyAttribute/1441  : Mukana vuodevaatteet
gid://shopify/TaxonomyAttribute/1259  : Vuodevaatteiden mitat
gid://shopify/TaxonomyAttribute/6873  : Mukana tulevat makuuhuonekalusteet
gid://shopify/TaxonomyAttribute/6874  : Mukana tulevat makuuhuoneen meikkipöydän tuotteet
gid://shopify/TaxonomyAttribute/5709  : Sängynhelman kulmatyyli
gid://shopify/TaxonomyAttribute/5710  : Sängynhelman tyyli
gid://shopify/TaxonomyAttribute/5711  : Olutlasin tyyppi
gid://shopify/TaxonomyAttribute/1453  : Oluen tyyli
gid://shopify/TaxonomyAttribute/1454  : Olutvalikoima
gid://shopify/TaxonomyAttribute/7630  : Olutpohjainen cocktailvalikoima
gid://shopify/TaxonomyAttribute/7631  : Punajuurilajike
gid://shopify/TaxonomyAttribute/7084  : Kellon käyttömekanismi
gid://shopify/TaxonomyAttribute/2579  : Kellon muotoilu
gid://shopify/TaxonomyAttribute/9064  : Kellon suojan kattama alue
gid://shopify/TaxonomyAttribute/9065  : Kellon materiaali
gid://shopify/TaxonomyAttribute/2580  : Kellon ääni
gid://shopify/TaxonomyAttribute/8063  : Kellokotelon kuvio
gid://shopify/TaxonomyAttribute/9066  : Paljemateriaali
gid://shopify/TaxonomyAttribute/9067  : Palkeiden suunta
gid://shopify/TaxonomyAttribute/6640  : Palkeen tyyppi
gid://shopify/TaxonomyAttribute/6641  : Vyönsoljen tyyppi
gid://shopify/TaxonomyAttribute/5712  : Hihnan profiili
gid://shopify/TaxonomyAttribute/2721  : Vyötyyppi
gid://shopify/TaxonomyAttribute/6642  : Baretin malli
gid://shopify/TaxonomyAttribute/7632  : Marjalajit
gid://shopify/TaxonomyAttribute/41    : Parhaat käyttökohteet
gid://shopify/TaxonomyAttribute/7633  : Beetakaseiiniversio
gid://shopify/TaxonomyAttribute/2213  : Viistetyyppi
gid://shopify/TaxonomyAttribute/1976  : Juomatuotemuoto
gid://shopify/TaxonomyAttribute/7634  : Juoman makeusaste
gid://shopify/TaxonomyAttribute/5713  : Juomajäähdytysastian ominaisuudet
gid://shopify/TaxonomyAttribute/7085  : Kehyksen asteikkoyksiköt
gid://shopify/TaxonomyAttribute/1771  : Ruokalapun muotoilu
gid://shopify/TaxonomyAttribute/7086  : Polkupyörän jarrusarjan osat sisältyvät mukaan
gid://shopify/TaxonomyAttribute/1275  : Polkupyörän jarrutyyppi
gid://shopify/TaxonomyAttribute/7087  : Polkupyörän korin kiinnityskohta
gid://shopify/TaxonomyAttribute/7088  : Polkupyörän tietokonetelineen sijainti
gid://shopify/TaxonomyAttribute/3184  : Polkupyörän ominaisuudet
gid://shopify/TaxonomyAttribute/7089  : Polkupyörän taittomekanismi
gid://shopify/TaxonomyAttribute/7090  : Polkupyörän rungon suunnittelu
gid://shopify/TaxonomyAttribute/7091  : Polkupyörän rungon malli
gid://shopify/TaxonomyAttribute/7092  : Polkupyörän ohjaustangon tyyppi
gid://shopify/TaxonomyAttribute/7093  : Polkupyörän ohjainlaakerin kokoonpano
gid://shopify/TaxonomyAttribute/7094  : Polkupyörän navan tyyppi
gid://shopify/TaxonomyAttribute/7095  : Polkupyörän lukon turvallisuussertifiointi
gid://shopify/TaxonomyAttribute/7096  : Polkupyörän polkimen tyyppi
gid://shopify/TaxonomyAttribute/7097  : Polkupyörän käyttövoimatyyppi
gid://shopify/TaxonomyAttribute/7098  : Polkupyörän pumpputyyppi
gid://shopify/TaxonomyAttribute/7099  : Polkupyörätelineen kiinnitystyyppi
gid://shopify/TaxonomyAttribute/7100  : Polkupyörän jousitustyypi
gid://shopify/TaxonomyAttribute/7101  : Polkupyörän renkaan kulutuspintakuvio
gid://shopify/TaxonomyAttribute/8064  : Kaksisuuntainen lataus
gid://shopify/TaxonomyAttribute/8065  : Polkupyörätelineen kiinnitystyyppi
gid://shopify/TaxonomyAttribute/8066  : Pyörän rungon kallistustoiminto
gid://shopify/TaxonomyAttribute/6643  : Bikiniyläosan malli
gid://shopify/TaxonomyAttribute/7102  : Biljardipöytäharjan malli
gid://shopify/TaxonomyAttribute/7103  : Biljardikäsineen sormien peitto
gid://shopify/TaxonomyAttribute/7104  : Biljardipussityyli
gid://shopify/TaxonomyAttribute/7105  : Biljardikeppihyllyn malli
gid://shopify/TaxonomyAttribute/7106  : Biljardipöydän malli
gid://shopify/TaxonomyAttribute/7107  : Biljardilaji
gid://shopify/TaxonomyAttribute/2233  : Siderenkaan muoto
gid://shopify/TaxonomyAttribute/7108  : Kiinnityksen yhteensopivuusstandardi
gid://shopify/TaxonomyAttribute/7109  : Myynti siteiden kanssa
gid://shopify/TaxonomyAttribute/7110  : Siteiden liitäntä
gid://shopify/TaxonomyAttribute/7111  : Siteen pehmustetyyppi
gid://shopify/TaxonomyAttribute/1319  : Sidoskiinnike
gid://shopify/TaxonomyAttribute/7112  : Siteiden kiinnitysjärjestelmä
gid://shopify/TaxonomyAttribute/7113  : Sidonta-asento
gid://shopify/TaxonomyAttribute/7114  : Sidontaremmin asento
gid://shopify/TaxonomyAttribute/2237  : Sidontatyyli
gid://shopify/TaxonomyAttribute/6363  : Mukana tulevat bingokomponentit
gid://shopify/TaxonomyAttribute/6364  : Bingo-numeroalue
gid://shopify/TaxonomyAttribute/6365  : Bingosetin ominaisuudet
gid://shopify/TaxonomyAttribute/2959  : Kiikarin/monokulaarin muotoilu
gid://shopify/TaxonomyAttribute/4999  : Biometrinen todennustapa
gid://shopify/TaxonomyAttribute/5638  : Biometriset sertifioinnit
gid://shopify/TaxonomyAttribute/3122  : Biometrisen näytön lisävarusteominaisuudet
