# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 动物/宠物用品
gid://shopify/TaxonomyCategory/ap-2-9-3          : 动物/宠物用品 > 宠物用品 > 宠物床 > 洞穴
gid://shopify/TaxonomyCategory/ap-2-9-4          : 动物/宠物用品 > 宠物用品 > 宠物床 > 冷却床
gid://shopify/TaxonomyCategory/ap-2-9-5          : 动物/宠物用品 > 宠物用品 > 宠物床 > 甜甜圈
gid://shopify/TaxonomyCategory/ap-2-9-6          : 动物/宠物用品 > 宠物用品 > 宠物床 > 吊床
gid://shopify/TaxonomyCategory/ap-2-9-7          : 动物/宠物用品 > 宠物用品 > 宠物床 > 宠物窝
gid://shopify/TaxonomyCategory/ap-2-9-8          : 动物/宠物用品 > 宠物用品 > 宠物床 > 矫形床
gid://shopify/TaxonomyCategory/ap-2-9-9          : 动物/宠物用品 > 宠物用品 > 宠物床 > 宠物椅
gid://shopify/TaxonomyCategory/ap-2-9-10         : 动物/宠物用品 > 宠物用品 > 宠物床 > 宠物婴儿床
gid://shopify/TaxonomyCategory/ap-2-9-11         : 动物/宠物用品 > 宠物用品 > 宠物床 > 枕头床
gid://shopify/TaxonomyCategory/ap-2-9-12         : 动物/宠物用品 > 宠物用品 > 宠物床 > 散热床
gid://shopify/TaxonomyCategory/ap-2-9-13         : 动物/宠物用品 > 宠物用品 > 宠物床 > 塔楼
gid://shopify/TaxonomyCategory/ap-2-10           : 动物/宠物用品 > 宠物用品 > 宠物铃铛与项圈饰品
gid://shopify/TaxonomyCategory/ap-2-10-1         : 动物/宠物用品 > 宠物用品 > 宠物铃铛与项圈饰品 > 项圈铃铛
gid://shopify/TaxonomyCategory/ap-2-10-2         : 动物/宠物用品 > 宠物用品 > 宠物铃铛与项圈饰品 > 项圈吊坠
gid://shopify/TaxonomyCategory/ap-2-10-3         : 动物/宠物用品 > 宠物用品 > 宠物铃铛与项圈饰品 > 宠物名牌吊饰
gid://shopify/TaxonomyCategory/ap-2-11           : 动物/宠物用品 > 宠物用品 > 宠物健康监测器
gid://shopify/TaxonomyCategory/ap-2-11-1         : 动物/宠物用品 > 宠物用品 > 宠物健康监测器 > 宠物血糖监测仪
gid://shopify/TaxonomyCategory/ap-2-11-2         : 动物/宠物用品 > 宠物用品 > 宠物健康监测器 > 宠物计步器
gid://shopify/TaxonomyCategory/ap-2-11-3         : 动物/宠物用品 > 宠物用品 > 宠物健康监测器 > 宠物温度计
gid://shopify/TaxonomyCategory/ap-2-12           : 动物/宠物用品 > 宠物用品 > 宠物食盆垫
gid://shopify/TaxonomyCategory/ap-2-13           : 动物/宠物用品 > 宠物用品 > 宠物碗台
gid://shopify/TaxonomyCategory/ap-2-14           : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器
gid://shopify/TaxonomyCategory/ap-2-14-1         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 自动喂食机
gid://shopify/TaxonomyCategory/ap-2-14-2         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 碗
gid://shopify/TaxonomyCategory/ap-2-14-3         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 高架碗
gid://shopify/TaxonomyCategory/ap-2-14-4         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 重力喂食器
gid://shopify/TaxonomyCategory/ap-2-14-5         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 慢速喂食碗
gid://shopify/TaxonomyCategory/ap-2-14-6         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 旅行碗
gid://shopify/TaxonomyCategory/ap-2-14-7         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 饮水机
gid://shopify/TaxonomyCategory/ap-2-14-8         : 动物/宠物用品 > 宠物用品 > 宠物碗/喂食机/饮水器 > 饮水设备
gid://shopify/TaxonomyCategory/ap-2-15           : 动物/宠物用品 > 宠物用品 > 宠物笼/箱配件
gid://shopify/TaxonomyCategory/ap-2-16           : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋
gid://shopify/TaxonomyCategory/ap-2-16-1         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 随身携带空运宠物包
gid://shopify/TaxonomyCategory/ap-2-16-2         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 宠物背包
gid://shopify/TaxonomyCategory/ap-2-16-3         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 汽车运输宠物袋
gid://shopify/TaxonomyCategory/ap-2-16-4         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 家具式宠物箱
gid://shopify/TaxonomyCategory/ap-2-16-5         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 硬质宠物包
gid://shopify/TaxonomyCategory/ap-2-16-8         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 滚轮宠物包
gid://shopify/TaxonomyCategory/ap-2-16-9         : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 吊挂和可穿戴宠物包
gid://shopify/TaxonomyCategory/ap-2-16-10        : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 软质宠物包
gid://shopify/TaxonomyCategory/ap-2-16-11        : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 软质宠物袋
gid://shopify/TaxonomyCategory/ap-2-16-12        : 动物/宠物用品 > 宠物用品 > 外出宠物包/宠物袋 > 轮式宠物包
gid://shopify/TaxonomyCategory/ap-2-17           : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带
gid://shopify/TaxonomyCategory/ap-2-17-1         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 防挣脱和安全项圈
gid://shopify/TaxonomyCategory/ap-2-17-2         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 灭蚤项圈
gid://shopify/TaxonomyCategory/ap-2-17-3         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > GPS 项圈
gid://shopify/TaxonomyCategory/ap-2-17-4         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 系带
gid://shopify/TaxonomyCategory/ap-2-17-5         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > LED 项圈
gid://shopify/TaxonomyCategory/ap-2-17-6         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 马丁格尔项圈
gid://shopify/TaxonomyCategory/ap-2-17-7         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 个性化宠物名牌项圈
gid://shopify/TaxonomyCategory/ap-2-17-8         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 标准项圈
gid://shopify/TaxonomyCategory/ap-2-17-9         : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 训练、抑制和捏颈项圈
gid://shopify/TaxonomyCategory/ap-2-17-10        : 动物/宠物用品 > 宠物用品 > 宠物颈圈/胸背带 > 背心
gid://shopify/TaxonomyCategory/ap-2-18           : 动物/宠物用品 > 宠物用品 > 宠物限制工具
gid://shopify/TaxonomyCategory/ap-2-18-1         : 动物/宠物用品 > 宠物用品 > 宠物限制工具 > 电子隐形围栏
gid://shopify/TaxonomyCategory/ap-2-18-2         : 动物/宠物用品 > 宠物用品 > 宠物限制工具 > 围栏和笼子
gid://shopify/TaxonomyCategory/ap-2-18-3         : 动物/宠物用品 > 宠物用品 > 宠物限制工具 > 运动围栏
gid://shopify/TaxonomyCategory/ap-2-18-4         : 动物/宠物用品 > 宠物用品 > 宠物限制工具 > 围栏和门
gid://shopify/TaxonomyCategory/ap-2-18-5         : 动物/宠物用品 > 宠物用品 > 宠物限制工具 > 狗舍
gid://shopify/TaxonomyCategory/ap-2-18-6         : 动物/宠物用品 > 宠物用品 > 宠物限制工具 > 游戏围栏
gid://shopify/TaxonomyCategory/ap-2-19           : 动物/宠物用品 > 宠物用品 > 宠物门配件
gid://shopify/TaxonomyCategory/ap-2-20           : 动物/宠物用品 > 宠物用品 > 宠物门
gid://shopify/TaxonomyCategory/ap-2-20-1         : 动物/宠物用品 > 宠物用品 > 宠物门 > 门洞
gid://shopify/TaxonomyCategory/ap-2-20-2         : 动物/宠物用品 > 宠物用品 > 宠物门 > 电子自动门
gid://shopify/TaxonomyCategory/ap-2-20-3         : 动物/宠物用品 > 宠物用品 > 宠物门 > 推拉玻璃门
gid://shopify/TaxonomyCategory/ap-2-20-4         : 动物/宠物用品 > 宠物用品 > 宠物门 > 壁挂式门
gid://shopify/TaxonomyCategory/ap-2-20-5         : 动物/宠物用品 > 宠物用品 > 宠物门 > 窗式门
gid://shopify/TaxonomyCategory/ap-2-21           : 动物/宠物用品 > 宠物用品 > 宠物滴眼液
gid://shopify/TaxonomyCategory/ap-2-21-1         : 动物/宠物用品 > 宠物用品 > 宠物滴眼液 > 结膜炎治疗剂
gid://shopify/TaxonomyCategory/ap-2-21-2         : 动物/宠物用品 > 宠物用品 > 宠物滴眼液 > 眼部清洁剂
gid://shopify/TaxonomyCategory/ap-2-21-3         : 动物/宠物用品 > 宠物用品 > 宠物滴眼液 > 眼部冲洗液
gid://shopify/TaxonomyCategory/ap-2-21-4         : 动物/宠物用品 > 宠物用品 > 宠物滴眼液 > 眼睛润滑剂
gid://shopify/TaxonomyCategory/ap-2-21-5         : 动物/宠物用品 > 宠物用品 > 宠物滴眼液 > 洗眼液
gid://shopify/TaxonomyCategory/ap-2-21-6         : 动物/宠物用品 > 宠物用品 > 宠物滴眼液 > 去泪痕剂
gid://shopify/TaxonomyCategory/ap-2-22           : 动物/宠物用品 > 宠物用品 > 宠物急救包
gid://shopify/TaxonomyCategory/ap-2-22-1         : 动物/宠物用品 > 宠物用品 > 宠物急救包 > 普通急救包
gid://shopify/TaxonomyCategory/ap-2-22-2         : 动物/宠物用品 > 宠物用品 > 宠物急救包 > 外伤包
gid://shopify/TaxonomyCategory/ap-2-22-3         : 动物/宠物用品 > 宠物用品 > 宠物急救包 > 旅行急救包
gid://shopify/TaxonomyCategory/ap-2-23           : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫
gid://shopify/TaxonomyCategory/ap-2-23-1         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 除虫防虫项圈
gid://shopify/TaxonomyCategory/ap-2-23-2         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 除虫防虫喷雾剂
gid://shopify/TaxonomyCategory/ap-2-23-3         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 除虫防虫洗发水
gid://shopify/TaxonomyCategory/ap-2-23-4         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 除虫防虫喷剂
gid://shopify/TaxonomyCategory/ap-2-23-5         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 跳蚤梳
gid://shopify/TaxonomyCategory/ap-2-23-6         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 口服药物
gid://shopify/TaxonomyCategory/ap-2-23-7         : 动物/宠物用品 > 宠物用品 > 宠物除虫防虫 > 体外驱虫滴剂
gid://shopify/TaxonomyCategory/ap-2-24           : 动物/宠物用品 > 宠物用品 > 宠物食物存储盒
gid://shopify/TaxonomyCategory/ap-2-24-1         : 动物/宠物用品 > 宠物用品 > 宠物食物存储盒 > 罐头盖
gid://shopify/TaxonomyCategory/ap-2-24-2         : 动物/宠物用品 > 宠物用品 > 宠物食物存储盒 > 食物储存箱
gid://shopify/TaxonomyCategory/ap-2-24-3         : 动物/宠物用品 > 宠物用品 > 宠物食物存储盒 > 食品贮存容器
gid://shopify/TaxonomyCategory/ap-2-25           : 动物/宠物用品 > 宠物用品 > 宠物食物铲
gid://shopify/TaxonomyCategory/ap-2-26           : 动物/宠物用品 > 宠物用品 > 宠物美容用品
gid://shopify/TaxonomyCategory/ap-2-26-1         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子
gid://shopify/TaxonomyCategory/ap-2-26-1-1       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子 > 鼓刷
gid://shopify/TaxonomyCategory/ap-2-26-1-2       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子 > 梳子
gid://shopify/TaxonomyCategory/ap-2-26-1-3       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子 > 褪毛器
gid://shopify/TaxonomyCategory/ap-2-26-1-4       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子 > 手套
gid://shopify/TaxonomyCategory/ap-2-26-1-5       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子 > 美容仪
gid://shopify/TaxonomyCategory/ap-2-26-1-6       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物梳子/刷子 > 修剪刀
gid://shopify/TaxonomyCategory/ap-2-26-2         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物香水和除臭喷雾剂
gid://shopify/TaxonomyCategory/ap-2-26-2-1       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物香水和除臭喷雾剂 > 古龙水
gid://shopify/TaxonomyCategory/ap-2-26-2-2       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物香水和除臭喷雾剂 > 除臭喷雾
gid://shopify/TaxonomyCategory/ap-2-26-2-3       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物香水和除臭喷雾剂 > 气味中和剂
gid://shopify/TaxonomyCategory/ap-2-26-2-4       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物香水和除臭喷雾剂 > 香精
gid://shopify/TaxonomyCategory/ap-2-26-3         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物理毛器/剪毛器
gid://shopify/TaxonomyCategory/ap-2-26-3-1       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物理毛器/剪毛器 > 磨刀机
gid://shopify/TaxonomyCategory/ap-2-26-3-2       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物理毛器/剪毛器 > 理毛器刀片
gid://shopify/TaxonomyCategory/ap-2-26-3-3       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物理毛器/剪毛器 > 理毛器
gid://shopify/TaxonomyCategory/ap-2-26-3-4       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物理毛器/剪毛器 > 剪毛器和剪刀
gid://shopify/TaxonomyCategory/ap-2-26-3-5       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物理毛器/剪毛器 > 剪毛器
gid://shopify/TaxonomyCategory/ap-2-26-4         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物电吹风
gid://shopify/TaxonomyCategory/ap-2-26-5         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物指甲油
gid://shopify/TaxonomyCategory/ap-2-26-6         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物美甲工具
gid://shopify/TaxonomyCategory/ap-2-26-7         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物洗发水与护发素
gid://shopify/TaxonomyCategory/ap-2-26-7-1       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物洗发水与护发素 > 二合一洗发水和护发素
gid://shopify/TaxonomyCategory/ap-2-26-7-2       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物洗发水与护发素 > 护发素
gid://shopify/TaxonomyCategory/ap-2-26-7-3       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物洗发水与护发素 > 洗发水
gid://shopify/TaxonomyCategory/ap-2-26-8         : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-1       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 除臭湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-2       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 耳朵清洁湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-3       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 眼睛清洁湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-4       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 通用清洁湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-5       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 美容湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-6       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 防过敏湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-7       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 爪子清洁湿巾
gid://shopify/TaxonomyCategory/ap-2-26-8-8       : 动物/宠物用品 > 宠物用品 > 宠物美容用品 > 宠物湿巾 > 泪痕湿巾
gid://shopify/TaxonomyCategory/ap-2-27           : 动物/宠物用品 > 宠物用品 > 宠物加热垫配件
gid://shopify/TaxonomyCategory/ap-2-28           : 动物/宠物用品 > 宠物用品 > 宠物加热垫
gid://shopify/TaxonomyCategory/ap-2-29           : 动物/宠物用品 > 宠物用品 > 宠物名牌
gid://shopify/TaxonomyCategory/ap-2-29-1         : 动物/宠物用品 > 宠物用品 > 宠物名牌 > 数字二维码名牌
gid://shopify/TaxonomyCategory/ap-2-29-2         : 动物/宠物用品 > 宠物用品 > 宠物名牌 > 绣花吊名牌
gid://shopify/TaxonomyCategory/ap-2-29-3         : 动物/宠物用品 > 宠物用品 > 宠物名牌 > 医疗警报名牌
gid://shopify/TaxonomyCategory/ap-2-29-4         : 动物/宠物用品 > 宠物用品 > 宠物名牌 > 滑动式项圈名牌
gid://shopify/TaxonomyCategory/ap-2-30           : 动物/宠物用品 > 宠物用品 > 可伸缩/一拖二/一拖多宠物牵引绳
gid://shopify/TaxonomyCategory/ap-2-31           : 动物/宠物用品 > 宠物用品 > 宠物牵引绳
gid://shopify/TaxonomyCategory/ap-2-31-1         : 动物/宠物用品 > 宠物用品 > 宠物牵引绳 > 双宠物牵引绳
gid://shopify/TaxonomyCategory/ap-2-31-2         : 动物/宠物用品 > 宠物用品 > 宠物牵引绳 > 免持牵引绳
gid://shopify/TaxonomyCategory/ap-2-31-3         : 动物/宠物用品 > 宠物用品 > 宠物牵引绳 > 零冲力牵引绳
gid://shopify/TaxonomyCategory/ap-2-31-4         : 动物/宠物用品 > 宠物用品 > 宠物牵引绳 > 防滑牵引防滑牵引
gid://shopify/TaxonomyCategory/ap-2-31-5         : 动物/宠物用品 > 宠物用品 > 宠物牵引绳 > 标准牵引绳
gid://shopify/TaxonomyCategory/ap-2-31-6         : 动物/宠物用品 > 宠物用品 > 宠物牵引绳 > 训练牵引绳
gid://shopify/TaxonomyCategory/ap-2-32           : 动物/宠物用品 > 宠物用品 > 伊丽莎白圈
gid://shopify/TaxonomyCategory/ap-2-33           : 动物/宠物用品 > 宠物用品 > 宠物医用胶带/绑带
gid://shopify/TaxonomyCategory/ap-2-34           : 动物/宠物用品 > 宠物用品 > 宠物药品
gid://shopify/TaxonomyCategory/ap-2-34-1         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 过敏救济
gid://shopify/TaxonomyCategory/ap-2-34-2         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 抗生素
gid://shopify/TaxonomyCategory/ap-2-34-3         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 抗寄生虫药
gid://shopify/TaxonomyCategory/ap-2-34-4         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 缓解焦虑
gid://shopify/TaxonomyCategory/ap-2-34-5         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 助消化剂
gid://shopify/TaxonomyCategory/ap-2-34-6         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 耳眼药品
gid://shopify/TaxonomyCategory/ap-2-34-7         : 动物/宠物用品 > 宠物用品 > 宠物药品 > 止痛药
gid://shopify/TaxonomyCategory/ap-2-35           : 动物/宠物用品 > 宠物用品 > 宠物口罩/嘴套
gid://shopify/TaxonomyCategory/ap-2-36           : 动物/宠物用品 > 宠物用品 > 宠物口腔护理用品
gid://shopify/TaxonomyCategory/ap-2-36-1         : 动物/宠物用品 > 宠物用品 > 宠物口腔护理用品 > 洁齿咀嚼零食
gid://shopify/TaxonomyCategory/ap-2-36-2         : 动物/宠物用品 > 宠物用品 > 宠物口腔护理用品 > 洁齿凝胶
gid://shopify/TaxonomyCategory/ap-2-36-3         : 动物/宠物用品 > 宠物用品 > 宠物口腔护理用品 > 洁齿喷雾剂
gid://shopify/TaxonomyCategory/ap-2-36-5         : 动物/宠物用品 > 宠物用品 > 宠物口腔护理用品 > 洁齿水添加剂
