# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼鏡配戴設計
gid://shopify/TaxonomyAttribute/9011  : 橫幅形狀
gid://shopify/TaxonomyAttribute/6867  : 軟墊長椅配置
gid://shopify/TaxonomyAttribute/7622  : 桿塗層
gid://shopify/TaxonomyAttribute/2860  : 長桿安裝類型
gid://shopify/TaxonomyAttribute/8052  : 槓鈴護墊樣式
gid://shopify/TaxonomyAttribute/7623  : 營養棒質地
gid://shopify/TaxonomyAttribute/7046  : 倒鉤類型
gid://shopify/TaxonomyAttribute/7047  : 槓鈴表面處理
gid://shopify/TaxonomyAttribute/7048  : 槓鈴滾花圖案
gid://shopify/TaxonomyAttribute/5635  : 條碼掃描器外型規格
gid://shopify/TaxonomyAttribute/1902  : 條碼掃描器介面
gid://shopify/TaxonomyAttribute/1903  : 支援的條碼
gid://shopify/TaxonomyAttribute/7624  : 咖啡師適用性
gid://shopify/TaxonomyAttribute/7049  : 芭蕾扶手配置
gid://shopify/TaxonomyAttribute/1648  : 筒體材質
gid://shopify/TaxonomyAttribute/7625  : 桶或木桶類型
gid://shopify/TaxonomyAttribute/7050  : 飛鏢鏢身輪廓
gid://shopify/TaxonomyAttribute/5155  : 筒身形狀
gid://shopify/TaxonomyAttribute/7051  : 槍管螺紋標準
gid://shopify/TaxonomyAttribute/3359  : 包含桿具品項
gid://shopify/TaxonomyAttribute/2810  : 酒具材質
gid://shopify/TaxonomyAttribute/7052  : 底座錨固方式
gid://shopify/TaxonomyAttribute/7053  : 底座配重方式
gid://shopify/TaxonomyAttribute/6868  : 底座配置
gid://shopify/TaxonomyAttribute/6284  : 底座功能
gid://shopify/TaxonomyAttribute/7054  : 底座填充材質
gid://shopify/TaxonomyAttribute/7626  : 基礎原料
gid://shopify/TaxonomyAttribute/1660  : 基礎油
gid://shopify/TaxonomyAttribute/8053  : 基礎油類型
gid://shopify/TaxonomyAttribute/1471  : 基底烈酒
gid://shopify/TaxonomyAttribute/6869  : 底部收納類型
gid://shopify/TaxonomyAttribute/1795  : 基底類型
gid://shopify/TaxonomyAttribute/7056  : 棒壘球聯盟認證
gid://shopify/TaxonomyAttribute/7055  : 棒球手套類型
gid://shopify/TaxonomyAttribute/6349  : 包含棒球玩具組組件
gid://shopify/TaxonomyAttribute/1970  : 棒球/壘球球型
gid://shopify/TaxonomyAttribute/7057  : 棒壘球使用角色
gid://shopify/TaxonomyAttribute/7058  : 底板結構
gid://shopify/TaxonomyAttribute/2798  : 籃子材質
gid://shopify/TaxonomyAttribute/2846  : 包括籃球裝備
gid://shopify/TaxonomyAttribute/7059  : 籃框配件類型
gid://shopify/TaxonomyAttribute/7060  : 籃球防護墊地點
gid://shopify/TaxonomyAttribute/7061  : 籃框類型
gid://shopify/TaxonomyAttribute/6350  : 籃球玩具功能
gid://shopify/TaxonomyAttribute/2462  : 低音按鈕配置
gid://shopify/TaxonomyAttribute/9012  : 低音單簧管管身材質
gid://shopify/TaxonomyAttribute/9013  : 低音單簧管最低記譜音
gid://shopify/TaxonomyAttribute/9014  : 大鼓槌頭形狀
gid://shopify/TaxonomyAttribute/9015  : 大鼓槌桿材質
gid://shopify/TaxonomyAttribute/9016  : 大鼓皮內建弱音器
gid://shopify/TaxonomyAttribute/9017  : 大鼓鼓皮配置
gid://shopify/TaxonomyAttribute/9018  : 大鼓鼓皮表面處理
gid://shopify/TaxonomyAttribute/9019  : 大鼓鼓皮類型
gid://shopify/TaxonomyAttribute/9020  : 大鼓鼓框材質
gid://shopify/TaxonomyAttribute/9021  : 大鼓安裝樣式
gid://shopify/TaxonomyAttribute/9022  : 低音口琴琴格材質
gid://shopify/TaxonomyAttribute/9023  : 低音口琴吹嘴樣式
gid://shopify/TaxonomyAttribute/9024  : 低音口琴簧片材質
gid://shopify/TaxonomyAttribute/9025  : 低音口琴調音系統
gid://shopify/TaxonomyAttribute/9026  : 低音木笛吹管類型
gid://shopify/TaxonomyAttribute/9027  : 低音木笛包含配件
gid://shopify/TaxonomyAttribute/9028  : 低音木笛按鍵系統材質
gid://shopify/TaxonomyAttribute/9029  : 低音長號滑管材質
gid://shopify/TaxonomyAttribute/9030  : 低音長號轉閥繞管樣式
gid://shopify/TaxonomyAttribute/9031  : 低音烏克麗麗琴弦類型
gid://shopify/TaxonomyAttribute/6870  : 嬰兒睡籃/搖籃配件功能
gid://shopify/TaxonomyAttribute/9032  : 低音管揚音管材質
gid://shopify/TaxonomyAttribute/9033  : 低音管吹管系統
gid://shopify/TaxonomyAttribute/9034  : 低音管琴盒外殼類型
gid://shopify/TaxonomyAttribute/9035  : 低音管按鍵系統材質
gid://shopify/TaxonomyAttribute/9036  : 低音管型號等級
gid://shopify/TaxonomyAttribute/9037  : 低音管性能等級
gid://shopify/TaxonomyAttribute/9038  : 低音管簧片削切樣式
gid://shopify/TaxonomyAttribute/9039  : 低音管簧片綁線顏色
gid://shopify/TaxonomyAttribute/9040  : 低音管簧片類型
gid://shopify/TaxonomyAttribute/9041  : 低音管系統
gid://shopify/TaxonomyAttribute/5705  : 滴管吸嘴類型
gid://shopify/TaxonomyAttribute/7062  : 球棒結構
gid://shopify/TaxonomyAttribute/7063  : 球棒握把尺寸相容性
gid://shopify/TaxonomyAttribute/2845  : 球棒材質
gid://shopify/TaxonomyAttribute/1209  : 球棒標準
gid://shopify/TaxonomyAttribute/6351  : 沐浴書互動功能
gid://shopify/TaxonomyAttribute/5238  : 沐浴刷樣式
gid://shopify/TaxonomyAttribute/6352  : 沐浴泡泡機功能
gid://shopify/TaxonomyAttribute/6353  : 沐浴蠟筆的特點
gid://shopify/TaxonomyAttribute/6354  : 沐浴噴水器噴水模式
gid://shopify/TaxonomyAttribute/6355  : 浴缸玩具模製排水設計
gid://shopify/TaxonomyAttribute/6356  : 洗澡玩具水上遊玩功能
gid://shopify/TaxonomyAttribute/5706  : 浴室配件包含項目
gid://shopify/TaxonomyAttribute/5707  : 浴室配件相容性
gid://shopify/TaxonomyAttribute/3319  : 包括浴至家具品項
gid://shopify/TaxonomyAttribute/2141  : 浴缸底座設計
gid://shopify/TaxonomyAttribute/3117  : 浴缸特點
gid://shopify/TaxonomyAttribute/2142  : 浴缸裙邊形狀
gid://shopify/TaxonomyAttribute/2398  : 指揮棒握把設計
gid://shopify/TaxonomyAttribute/7064  : 接力棒尺寸標準
gid://shopify/TaxonomyAttribute/5708  : 電池備援支援
gid://shopify/TaxonomyAttribute/8054  : 電池盒認證/標準
gid://shopify/TaxonomyAttribute/8055  : 電池盒內部緩衝材質
gid://shopify/TaxonomyAttribute/1926  : 電池組類型
gid://shopify/TaxonomyAttribute/5577  : 電池充電控制器類型
gid://shopify/TaxonomyAttribute/7065  : 電池配置
gid://shopify/TaxonomyAttribute/5574  : 電池連接器類型
gid://shopify/TaxonomyAttribute/3087  : 電池特點
gid://shopify/TaxonomyAttribute/8056  : 電池組尺寸
gid://shopify/TaxonomyAttribute/3196  : 電池管理功能
gid://shopify/TaxonomyAttribute/5572  : 電池安裝類型
gid://shopify/TaxonomyAttribute/8057  : 電池極性
gid://shopify/TaxonomyAttribute/1682  : 電池容量
gid://shopify/TaxonomyAttribute/8058  : 支援的電池標準
gid://shopify/TaxonomyAttribute/1856  : 電池技術
gid://shopify/TaxonomyAttribute/5573  : 電池端子類型
gid://shopify/TaxonomyAttribute/1571  : 電池類型
gid://shopify/TaxonomyAttribute/8059  : 電池電壓等級
gid://shopify/TaxonomyAttribute/9042  : 棉絮填充物絮外型規格
gid://shopify/TaxonomyAttribute/9043  : 棉絮填充物蓬鬆度等級
gid://shopify/TaxonomyAttribute/9044  : 棉絮填充物隔熱等級
gid://shopify/TaxonomyAttribute/7066  : 包含打擊籠組件
gid://shopify/TaxonomyAttribute/7067  : 包含打擊頭盔配件
gid://shopify/TaxonomyAttribute/7068  : 擊球座底座設計
gid://shopify/TaxonomyAttribute/6357  : 戰鬥陀螺競技場/體育場相容性
gid://shopify/TaxonomyAttribute/6358  : 包含戰鬥陀螺品項
gid://shopify/TaxonomyAttribute/6359  : 戰鬥陀螺性能類型
gid://shopify/TaxonomyAttribute/9045  : 巴揚手風琴包含配件
gid://shopify/TaxonomyAttribute/9046  : 巴揚手風琴調音系統類型
gid://shopify/TaxonomyAttribute/6362  : 包含海灘與沙灘玩具品項
gid://shopify/TaxonomyAttribute/6360  : 沙灘球功能
gid://shopify/TaxonomyAttribute/6361  : 沙灘桶功能
gid://shopify/TaxonomyAttribute/8060  : 碎珠機類型
gid://shopify/TaxonomyAttribute/7072  : 珠子孔洞樣式
gid://shopify/TaxonomyAttribute/2318  : 珠子形狀
gid://shopify/TaxonomyAttribute/9047  : 珠子類型
gid://shopify/TaxonomyAttribute/9048  : 珠子類型 (貼布裝飾)
gid://shopify/TaxonomyAttribute/9049  : 串珠飾品項目類型
gid://shopify/TaxonomyAttribute/9050  : 串珠針彈性
gid://shopify/TaxonomyAttribute/9051  : 串珠圖案珠子尺寸
gid://shopify/TaxonomyAttribute/9052  : 串珠圖案表格式
gid://shopify/TaxonomyAttribute/9053  : 串珠圖案針法/技巧
gid://shopify/TaxonomyAttribute/9054  : 串珠技巧/針法
gid://shopify/TaxonomyAttribute/9055  : 串珠線纖維類型
gid://shopify/TaxonomyAttribute/9056  : 串珠線尺寸
gid://shopify/TaxonomyAttribute/9057  : 串珠線使用案例
gid://shopify/TaxonomyAttribute/9058  : 串珠線塗層材質
gid://shopify/TaxonomyAttribute/9059  : 串珠線股數
gid://shopify/TaxonomyAttribute/8061  : 防脫圈類型
gid://shopify/TaxonomyAttribute/9060  : 樑材質
gid://shopify/TaxonomyAttribute/8062  : 光束模式
gid://shopify/TaxonomyAttribute/7073  : 沙包布料材質
gid://shopify/TaxonomyAttribute/7627  : 豆醬品種
gid://shopify/TaxonomyAttribute/7628  : 豆類製備方式
gid://shopify/TaxonomyAttribute/7629  : 豆類品種
gid://shopify/TaxonomyAttribute/6639  : 毛帽樣式
gid://shopify/TaxonomyAttribute/5196  : 鬍鬚保養的益處
gid://shopify/TaxonomyAttribute/7074  : 軸承間隙
gid://shopify/TaxonomyAttribute/7075  : 軸承結構類型
gid://shopify/TaxonomyAttribute/9061  : 軸承邊緣類型
gid://shopify/TaxonomyAttribute/7076  : 軸承潤滑
gid://shopify/TaxonomyAttribute/7077  : 軸承材質
gid://shopify/TaxonomyAttribute/7078  : 軸承評級
gid://shopify/TaxonomyAttribute/7079  : 軸承密封代碼
gid://shopify/TaxonomyAttribute/7080  : 軸承密封類型
gid://shopify/TaxonomyAttribute/7081  : 軸承遮蔽類型
gid://shopify/TaxonomyAttribute/7082  : 軸承尺寸代碼
gid://shopify/TaxonomyAttribute/7083  : 軸承類型
gid://shopify/TaxonomyAttribute/2401  : 節拍細分
gid://shopify/TaxonomyAttribute/9062  : 打擊頭材質
gid://shopify/TaxonomyAttribute/9063  : 包含鼓槌
gid://shopify/TaxonomyAttribute/6871  : 床架類型
gid://shopify/TaxonomyAttribute/5371  : 平台調平類型
gid://shopify/TaxonomyAttribute/5081  : 便盆特點
gid://shopify/TaxonomyAttribute/5080  : 便盆把手樣式
gid://shopify/TaxonomyAttribute/1546  : 便盆類型
gid://shopify/TaxonomyAttribute/6872  : 床底收納類型
gid://shopify/TaxonomyAttribute/3108  : 床/床框特點
gid://shopify/TaxonomyAttribute/1441  : 包括寢具
gid://shopify/TaxonomyAttribute/1259  : 寢具尺寸
gid://shopify/TaxonomyAttribute/6873  : 包含臥室家具品項
gid://shopify/TaxonomyAttribute/6874  : 包含臥室梳妝台品項
gid://shopify/TaxonomyAttribute/5709  : 床裙邊角樣式
gid://shopify/TaxonomyAttribute/5710  : 床裙樣式
gid://shopify/TaxonomyAttribute/5711  : 啤酒杯類型
gid://shopify/TaxonomyAttribute/1453  : 啤酒樣式
gid://shopify/TaxonomyAttribute/1454  : 啤酒種類
gid://shopify/TaxonomyAttribute/7630  : 啤酒雞尾酒種類
gid://shopify/TaxonomyAttribute/7631  : 甜菜品種
gid://shopify/TaxonomyAttribute/7084  : 鈴鐺啟動機制
gid://shopify/TaxonomyAttribute/2579  : 鐘形設計
gid://shopify/TaxonomyAttribute/9064  : 喇叭口護套覆蓋範圍
gid://shopify/TaxonomyAttribute/9065  : 鈴鐺材質
gid://shopify/TaxonomyAttribute/2580  : 鈴聲
gid://shopify/TaxonomyAttribute/8063  : 離合器罩螺栓孔位
gid://shopify/TaxonomyAttribute/9066  : 風箱材質
gid://shopify/TaxonomyAttribute/9067  : 風箱方向
gid://shopify/TaxonomyAttribute/6640  : 腹部布料樣式
gid://shopify/TaxonomyAttribute/6641  : 皮帶扣類型
gid://shopify/TaxonomyAttribute/5712  : 皮帶輪廓
gid://shopify/TaxonomyAttribute/2721  : 皮帶類型
gid://shopify/TaxonomyAttribute/6642  : 貝雷帽樣式
gid://shopify/TaxonomyAttribute/7632  : 莓果物種
gid://shopify/TaxonomyAttribute/41    : 最佳用途
gid://shopify/TaxonomyAttribute/7633  : β-酪蛋白變種
gid://shopify/TaxonomyAttribute/2213  : 斜角類型
gid://shopify/TaxonomyAttribute/1976  : 飲料商品形式
gid://shopify/TaxonomyAttribute/7634  : 飲料甜度等級
gid://shopify/TaxonomyAttribute/5713  : 飲料桶功能
gid://shopify/TaxonomyAttribute/7085  : 錶圈刻度單元
gid://shopify/TaxonomyAttribute/1771  : 圍兜設計
gid://shopify/TaxonomyAttribute/7086  : 包含自行車煞車組套件
gid://shopify/TaxonomyAttribute/1275  : 自行車煞車類型
gid://shopify/TaxonomyAttribute/7087  : 自行車水壺架安裝位置
gid://shopify/TaxonomyAttribute/7088  : 自行車碼表支架放置
gid://shopify/TaxonomyAttribute/3184  : 自行車特點
gid://shopify/TaxonomyAttribute/7089  : 自行車摺疊機制
gid://shopify/TaxonomyAttribute/7090  : 自行車架設計
gid://shopify/TaxonomyAttribute/7091  : 自行車架樣式
gid://shopify/TaxonomyAttribute/7092  : 自行車手把類型
gid://shopify/TaxonomyAttribute/7093  : 自行車車頭碗配置
gid://shopify/TaxonomyAttribute/7094  : 自行車輪轂類型
gid://shopify/TaxonomyAttribute/7095  : 自行車鎖安全認證
gid://shopify/TaxonomyAttribute/7096  : 自行車踏板類型
gid://shopify/TaxonomyAttribute/7097  : 自行車推進類型
gid://shopify/TaxonomyAttribute/7098  : 自行車打氣筒類型
gid://shopify/TaxonomyAttribute/7099  : 自行車架安裝類型
gid://shopify/TaxonomyAttribute/7100  : 自行車避震類型
gid://shopify/TaxonomyAttribute/7101  : 自行車輪胎胎紋圖案
gid://shopify/TaxonomyAttribute/8064  : 雙向充電功能
gid://shopify/TaxonomyAttribute/8065  : 自行車架安裝樣式
gid://shopify/TaxonomyAttribute/8066  : 自行車架傾斜功能
gid://shopify/TaxonomyAttribute/6643  : 比基尼上衣樣式
gid://shopify/TaxonomyAttribute/7102  : 撞球刷類型
gid://shopify/TaxonomyAttribute/7103  : 撞球手套手指覆蓋範圍
gid://shopify/TaxonomyAttribute/7104  : 撞球袋樣式
gid://shopify/TaxonomyAttribute/7105  : 撞球架樣式
gid://shopify/TaxonomyAttribute/7106  : 撞球桌類型
gid://shopify/TaxonomyAttribute/7107  : 撞球運動項目
gid://shopify/TaxonomyAttribute/2233  : 活頁夾環形狀
gid://shopify/TaxonomyAttribute/7108  : 固定器相容性標準
gid://shopify/TaxonomyAttribute/7109  : 包含固定器
gid://shopify/TaxonomyAttribute/7110  : 固定器介面
gid://shopify/TaxonomyAttribute/7111  : 固定器內襯類型
gid://shopify/TaxonomyAttribute/1319  : 固定器底板
gid://shopify/TaxonomyAttribute/7112  : 固定器安裝系統
gid://shopify/TaxonomyAttribute/7113  : 固定位置
gid://shopify/TaxonomyAttribute/7114  : 固定器綁帶位置
gid://shopify/TaxonomyAttribute/2237  : 裝訂樣式
gid://shopify/TaxonomyAttribute/6363  : 包含賓果遊戲組件
gid://shopify/TaxonomyAttribute/6364  : 賓果遊戲號碼範圍
gid://shopify/TaxonomyAttribute/6365  : 賓果遊戲組功能
gid://shopify/TaxonomyAttribute/2959  : 望遠鏡設計
gid://shopify/TaxonomyAttribute/4999  : 生物辨識驗證方式
gid://shopify/TaxonomyAttribute/5638  : 生物識別認證
gid://shopify/TaxonomyAttribute/3122  : 生物辨識監視器配件功能
gid://shopify/TaxonomyAttribute/7115  : 腳架安裝介面
gid://shopify/TaxonomyAttribute/3218  : 鳥籠/立架設計
gid://shopify/TaxonomyAttribute/3219  : 鳥類飼料形式
gid://shopify/TaxonomyAttribute/3220  : 鳥類飼料原料
gid://shopify/TaxonomyAttribute/3221  : 鳥類零食類型
gid://shopify/TaxonomyAttribute/2508  : 生日蠟燭設計
gid://shopify/TaxonomyAttribute/3293  : 生日蠟燭類型
gid://shopify/TaxonomyAttribute/7116  : 鑽頭固定類型
gid://shopify/TaxonomyAttribute/7117  : 銜鐵嘴部設計/馬銜口銜設計
gid://shopify/TaxonomyAttribute/7118  : 馬銜環樣式
gid://shopify/TaxonomyAttribute/3099  : 苦味種類
gid://shopify/TaxonomyAttribute/7119  : 內膽材質
gid://shopify/TaxonomyAttribute/7120  : 刀片固定類型
gid://shopify/TaxonomyAttribute/5205  : 刀片塗層
gid://shopify/TaxonomyAttribute/5714  : 刀片結構工法
gid://shopify/TaxonomyAttribute/1220  : 刀刃曲線
gid://shopify/TaxonomyAttribute/2189  : 刀片設計
gid://shopify/TaxonomyAttribute/5204  : 刀片邊緣配置
gid://shopify/TaxonomyAttribute/5715  : 刀片表面處理
gid://shopify/TaxonomyAttribute/7121  : 刀片表面處理/塗層
gid://shopify/TaxonomyAttribute/7122  : 刀片插鞘類型
gid://shopify/TaxonomyAttribute/7123  : 刀片長度類型
gid://shopify/TaxonomyAttribute/7124  : 刀片仰角
gid://shopify/TaxonomyAttribute/1388  : 刀片材質
gid://shopify/TaxonomyAttribute/5716  : 刀片形狀
gid://shopify/TaxonomyAttribute/7125  : 刀片鋒利度
gid://shopify/TaxonomyAttribute/5717  : 刀刃單雙面
gid://shopify/TaxonomyAttribute/7126  : 刀片尺寸類別
gid://shopify/TaxonomyAttribute/7127  : 刀片尺寸等級
gid://shopify/TaxonomyAttribute/7128  : 刀片尺寸編號
gid://shopify/TaxonomyAttribute/1251  : 刀刃類型
gid://shopify/TaxonomyAttribute/7129  : 發射器機制
gid://shopify/TaxonomyAttribute/5718  : 漂白劑配方
gid://shopify/TaxonomyAttribute/5719  : 漂白劑類型
gid://shopify/TaxonomyAttribute/5720  : 攪拌杯材質
gid://shopify/TaxonomyAttribute/2614  : 混合類型
gid://shopify/TaxonomyAttribute/2808  : 百葉窗/遮陽簾款式
gid://shopify/TaxonomyAttribute/6366  : 積木邊緣樣式
gid://shopify/TaxonomyAttribute/5586  : 封鎖的訊號類型
gid://shopify/TaxonomyAttribute/9068  : 阻擋墊功能
gid://shopify/TaxonomyAttribute/9069  : 阻擋墊網格單位
gid://shopify/TaxonomyAttribute/9070  : 阻擋墊表面標記
gid://shopify/TaxonomyAttribute/9071  : 定型鋼絲塗層
gid://shopify/TaxonomyAttribute/9072  : 定型鋼絲端蓋類型
gid://shopify/TaxonomyAttribute/9073  : 包含定型鋼絲組
gid://shopify/TaxonomyAttribute/9074  : 定型鋼絲用途
gid://shopify/TaxonomyAttribute/5057  : 檢測的血型系統
gid://shopify/TaxonomyAttribute/1578  : 血液檢測套件零組件
gid://shopify/TaxonomyAttribute/9075  : 開花階段
gid://shopify/TaxonomyAttribute/5721  : 開花季節
gid://shopify/TaxonomyAttribute/8067  : 鼓風機馬達軸承類型
gid://shopify/TaxonomyAttribute/8068  : 鼓風機馬達安裝位置
gid://shopify/TaxonomyAttribute/9076  : 吹管氣門類型
gid://shopify/TaxonomyAttribute/5442  : 藍牙功能
gid://shopify/TaxonomyAttribute/7130  : 博杖樣式
gid://shopify/TaxonomyAttribute/1255  : 板凹面形狀
gid://shopify/TaxonomyAttribute/3191  : 桌遊特色
gid://shopify/TaxonomyAttribute/2759  : 桌遊機制
gid://shopify/TaxonomyAttribute/6367  : 桌遊主題
gid://shopify/TaxonomyAttribute/2092  : 板材材料
gid://shopify/TaxonomyAttribute/2264  : 板安裝類型
gid://shopify/TaxonomyAttribute/1256  : 版型輪廓
gid://shopify/TaxonomyAttribute/7131  : 板緣形狀
gid://shopify/TaxonomyAttribute/7132  : 板材尺寸分類
gid://shopify/TaxonomyAttribute/2267  : 板面
gid://shopify/TaxonomyAttribute/1312  : 版型
gid://shopify/TaxonomyAttribute/7133  : 板子類型相容性
gid://shopify/TaxonomyAttribute/7134  : 船體結構類型
gid://shopify/TaxonomyAttribute/8069  : 船鉤浮力
gid://shopify/TaxonomyAttribute/8070  : 船梯收納樣式
gid://shopify/TaxonomyAttribute/8071  : 船拖車結構類型
gid://shopify/TaxonomyAttribute/2754  : 船型
gid://shopify/TaxonomyAttribute/9077  : 船梭緯線出口類型
gid://shopify/TaxonomyAttribute/9078  : 線軸裝載類型
gid://shopify/TaxonomyAttribute/9079  : 線軸系統
gid://shopify/TaxonomyAttribute/9080  : 線軸類型
