# Shopify Product Taxonomy - Categories: 9999-13-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Ζώα και προμήθειες για κατοικίδια ζώα
gid://shopify/TaxonomyCategory/ap-2-4-6-3        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Δίχτυα ψαριών ενυδρείου > Δίχτυα σακούλας
gid://shopify/TaxonomyCategory/ap-2-4-6-4        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Δίχτυα ψαριών ενυδρείου > Κανονικά δίχτυα
gid://shopify/TaxonomyCategory/ap-2-4-7          : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-7-1        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Χώμα ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-7-2        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Άμμος Αραγονίτη
gid://shopify/TaxonomyCategory/ap-2-4-7-3        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Θρυμματισμένα κοράλλια
gid://shopify/TaxonomyCategory/ap-2-4-7-4        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Γυάλινες πέτρες
gid://shopify/TaxonomyCategory/ap-2-4-7-5        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Χαλίκι
gid://shopify/TaxonomyCategory/ap-2-4-7-6        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Βότσαλα
gid://shopify/TaxonomyCategory/ap-2-4-7-7        : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Χαλίκι & υποστρώματα ενυδρείου > Άμμος
gid://shopify/TaxonomyCategory/ap-2-4-8          : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Φωτισμός Ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-9          : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Κουτιά υπερχείλισης ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-10         : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Βάσεις ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-10-1       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Βάσεις ενυδρείου > Βάσεις πλαισίων κουτιού
gid://shopify/TaxonomyCategory/ap-2-4-10-2       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Βάσεις ενυδρείου > Βάσεις ντουλαπιών
gid://shopify/TaxonomyCategory/ap-2-4-10-3       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Βάσεις ενυδρείου > Διπλές βάσεις δεξαμενών
gid://shopify/TaxonomyCategory/ap-2-4-10-4       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Βάσεις ενυδρείου > Βάσεις από σφυρήλατο σίδερο
gid://shopify/TaxonomyCategory/ap-2-4-11         : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Ελεγκτές θερμοκρασίας ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-11-1       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Ελεγκτές θερμοκρασίας ενυδρείου > Αναλογικοί ελεγκτές θερμοκρασίας
gid://shopify/TaxonomyCategory/ap-2-4-11-2       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Ελεγκτές θερμοκρασίας ενυδρείου > Ψηφιακοί ελεγκτές θερμοκρασίας
gid://shopify/TaxonomyCategory/ap-2-4-12         : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου
gid://shopify/TaxonomyCategory/ap-2-4-12-1       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Έλεγχος φυκιών
gid://shopify/TaxonomyCategory/ap-2-4-12-2       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Μηχανήματα αφαίρεσης αμμωνίας
gid://shopify/TaxonomyCategory/ap-2-4-12-3       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Επεξεργασίες για μύκητες & βακτήρια
gid://shopify/TaxonomyCategory/ap-2-4-12-4       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Αφαιρετικά νιτρικών
gid://shopify/TaxonomyCategory/ap-2-4-12-5       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Ρυθμιστές PH
gid://shopify/TaxonomyCategory/ap-2-4-12-6       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Μέσα εξουδετέρωσης νερού βρύσης
gid://shopify/TaxonomyCategory/ap-2-4-12-7       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Καθαριστές νερού
gid://shopify/TaxonomyCategory/ap-2-4-12-8       : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Επεξεργασίες νερού ενυδρείου > Ρυθμιστές νερού
gid://shopify/TaxonomyCategory/ap-2-4-13         : Ζώα και προμήθειες για κατοικίδια ζώα > Προμήθειες για κατοικίδια ζώα > Προμήθειες για ψάρια & υδρόβια ζώα > Ενυδρεία
