# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Artigos para animais e animais estimação
gid://shopify/TaxonomyCategory/ap-2-6-2          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Laços e fitas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-3          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Casacos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-4          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Coleiras e gravatas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-5          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Trajes para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-6          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Vestidos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-7          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Chapéus para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-8          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Camisolas com capuz para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-9          : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Jaquetas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-10         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Casacos impermeáveis para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-11         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Coletes de segurança para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-12         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Lenços para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-13         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Camisas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-14         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Sapatos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-15         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Meias para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-16         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Óculos de sol para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-6-17         : Artigos para animais e animais estimação > Artigos para animais > Roupa para animais de estimação > Camisolas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-7            : Artigos para animais e animais estimação > Artigos para animais > Cruzetas para roupa de animais de estimação
gid://shopify/TaxonomyCategory/ap-2-8            : Artigos para animais e animais estimação > Artigos para animais > Acessórios para cama de animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9            : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9-1          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Cestos
gid://shopify/TaxonomyCategory/ap-2-9-2          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Camas acolchoadas
gid://shopify/TaxonomyCategory/ap-2-9-3          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Camas gruta
gid://shopify/TaxonomyCategory/ap-2-9-4          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Camas refrescantes
gid://shopify/TaxonomyCategory/ap-2-9-5          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Donuts
gid://shopify/TaxonomyCategory/ap-2-9-6          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Redes
gid://shopify/TaxonomyCategory/ap-2-9-7          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Ninhos
gid://shopify/TaxonomyCategory/ap-2-9-8          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Camas ortopédicas
gid://shopify/TaxonomyCategory/ap-2-9-9          : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Cadeiras para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9-10         : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Berços para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-9-11         : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Camas de travesseiro
gid://shopify/TaxonomyCategory/ap-2-9-12         : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Camas para radiador
gid://shopify/TaxonomyCategory/ap-2-9-13         : Artigos para animais e animais estimação > Artigos para animais > Camas para animais de estimação > Torres
gid://shopify/TaxonomyCategory/ap-2-10           : Artigos para animais e animais estimação > Artigos para animais > Chapas de identificação e guizos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-10-1         : Artigos para animais e animais estimação > Artigos para animais > Chapas de identificação e guizos para animais de estimação > Guizos para coleiras
gid://shopify/TaxonomyCategory/ap-2-10-2         : Artigos para animais e animais estimação > Artigos para animais > Chapas de identificação e guizos para animais de estimação > Adornos para coleiras
gid://shopify/TaxonomyCategory/ap-2-10-3         : Artigos para animais e animais estimação > Artigos para animais > Chapas de identificação e guizos para animais de estimação > Chapas de identificação
gid://shopify/TaxonomyCategory/ap-2-11           : Artigos para animais e animais estimação > Artigos para animais > Monitores biométricos para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-11-1         : Artigos para animais e animais estimação > Artigos para animais > Monitores biométricos para animais de estimação > Medidores de glucose para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-11-2         : Artigos para animais e animais estimação > Artigos para animais > Monitores biométricos para animais de estimação > Pedómetros para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-11-3         : Artigos para animais e animais estimação > Artigos para animais > Monitores biométricos para animais de estimação > Termómetros para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-12           : Artigos para animais e animais estimação > Artigos para animais > Tapetes para tigelas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-13           : Artigos para animais e animais estimação > Artigos para animais > Suportes parta tigelas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-14           : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-14-1         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Comedouros automáticos
gid://shopify/TaxonomyCategory/ap-2-14-2         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Taças
gid://shopify/TaxonomyCategory/ap-2-14-3         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Tigelas com elevação
gid://shopify/TaxonomyCategory/ap-2-14-4         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Dispensadores de alimento automáticos
gid://shopify/TaxonomyCategory/ap-2-14-5         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Tigelas anti asfixia
gid://shopify/TaxonomyCategory/ap-2-14-6         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Tigelas de viagem
gid://shopify/TaxonomyCategory/ap-2-14-7         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Distribuidores de água
gid://shopify/TaxonomyCategory/ap-2-14-8         : Artigos para animais e animais estimação > Artigos para animais > Tigelas, comedouros e bebedouros para animais de estimação > Bebedouros de repuxo
gid://shopify/TaxonomyCategory/ap-2-15           : Artigos para animais e animais estimação > Artigos para animais > Acessórios para transportadoras e gaiolas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-16           : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação
gid://shopify/TaxonomyCategory/ap-2-16-1         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Transportadoras para cabine aérea
gid://shopify/TaxonomyCategory/ap-2-16-2         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Mochilas transportadoras
gid://shopify/TaxonomyCategory/ap-2-16-3         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Caixas transportadoras para carros
gid://shopify/TaxonomyCategory/ap-2-16-4         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Caixas transportadoras estilo mobiliário
gid://shopify/TaxonomyCategory/ap-2-16-5         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Transportadoras rígidas
gid://shopify/TaxonomyCategory/ap-2-16-8         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Transportadores rolantes
gid://shopify/TaxonomyCategory/ap-2-16-9         : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Transportadoras com correias e usáveis
gid://shopify/TaxonomyCategory/ap-2-16-10        : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Transportadoras maleáveis
gid://shopify/TaxonomyCategory/ap-2-16-11        : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Caixas transportadoras maleáveis
gid://shopify/TaxonomyCategory/ap-2-16-12        : Artigos para animais e animais estimação > Artigos para animais > Transportadoras e gaiolas para animais de estimação > Transportadores com rodas
gid://shopify/TaxonomyCategory/ap-2-17           : Artigos para animais e animais estimação > Artigos para animais > Arneses e coleiras para animais de estimação
