# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-briller passformdesign
gid://shopify/TaxonomyAttribute/7044  : Overflatetekstur på kule/ball
gid://shopify/TaxonomyAttribute/7045  : Overflatetype på kule/ball
gid://shopify/TaxonomyAttribute/6283  : Ballastmateriale
gid://shopify/TaxonomyAttribute/8051  : Ballonet-konfigurasjon
gid://shopify/TaxonomyAttribute/8993  : Ballonglukking/ventiltype
gid://shopify/TaxonomyAttribute/8994  : Ballongsettfinish
gid://shopify/TaxonomyAttribute/2505  : Varer til ballongsett medfølger
gid://shopify/TaxonomyAttribute/8995  : Materiale for ballongsett
gid://shopify/TaxonomyAttribute/2506  : Ballongform
gid://shopify/TaxonomyAttribute/7621  : Bananvariant
gid://shopify/TaxonomyAttribute/2242  : Båndstyrke
gid://shopify/TaxonomyAttribute/5123  : Bandasjeform
gid://shopify/TaxonomyAttribute/8996  : Banjo hodetype
gid://shopify/TaxonomyAttribute/8997  : Materiale i banjohals
gid://shopify/TaxonomyAttribute/8998  : Banjo hentekonfigurasjon
gid://shopify/TaxonomyAttribute/8999  : Banjo kantmateriale
gid://shopify/TaxonomyAttribute/9000  : Banjotone ringetype
gid://shopify/TaxonomyAttribute/9001  : Banjo stemmemaskintype
gid://shopify/TaxonomyAttribute/9002  : Seddelautentisering/gradering
gid://shopify/TaxonomyAttribute/9003  : Seddelkvalitet
gid://shopify/TaxonomyAttribute/9004  : Type seddelholder
gid://shopify/TaxonomyAttribute/9005  : Seddelmateriale
gid://shopify/TaxonomyAttribute/9006  : Sikkerhetsfunksjoner i pengeseddel
gid://shopify/TaxonomyAttribute/9007  : Type seddelserienummer
gid://shopify/TaxonomyAttribute/2507  : Bannerdesign
gid://shopify/TaxonomyAttribute/9008  : Banner displaysted
gid://shopify/TaxonomyAttribute/9009  : Type maskinvare for banneroppheng
gid://shopify/TaxonomyAttribute/9010  : Type bannermelding
gid://shopify/TaxonomyAttribute/9011  : Bannerform
gid://shopify/TaxonomyAttribute/6867  : Bankettkonfigurasjon
gid://shopify/TaxonomyAttribute/7622  : Stangbelegg
gid://shopify/TaxonomyAttribute/2860  : Barmonteringstype
gid://shopify/TaxonomyAttribute/8052  : Bar pad-stil
gid://shopify/TaxonomyAttribute/7623  : Bartekstur
gid://shopify/TaxonomyAttribute/7046  : Barb-type
gid://shopify/TaxonomyAttribute/7047  : Vektstangfinish
gid://shopify/TaxonomyAttribute/7048  : Riflemønster for vektstang
gid://shopify/TaxonomyAttribute/5635  : Strekkodeskanner-formfaktor
gid://shopify/TaxonomyAttribute/1902  : Grensesnitt for strekkodeskannere
gid://shopify/TaxonomyAttribute/1903  : Strekkode støttes
gid://shopify/TaxonomyAttribute/7624  : Egnethet for baristaer
gid://shopify/TaxonomyAttribute/7049  : Barre rail-konfigurasjon
gid://shopify/TaxonomyAttribute/1648  : Tønnemateriale
gid://shopify/TaxonomyAttribute/7625  : Tønne- eller fattype
gid://shopify/TaxonomyAttribute/7050  : Tønneprofil
gid://shopify/TaxonomyAttribute/5155  : Tønneform
gid://shopify/TaxonomyAttribute/7051  : Standard fattråd
gid://shopify/TaxonomyAttribute/3359  : Barartikler medfølger
gid://shopify/TaxonomyAttribute/2810  : Barmateriale
gid://shopify/TaxonomyAttribute/7052  : Metode for forankring av base
gid://shopify/TaxonomyAttribute/7053  : Baseballastmetode
gid://shopify/TaxonomyAttribute/6868  : Basekonfigurasjon
gid://shopify/TaxonomyAttribute/6284  : Basisfunksjoner
gid://shopify/TaxonomyAttribute/7054  : Basisfyllingsmateriale
gid://shopify/TaxonomyAttribute/7626  : Basisingrediens
gid://shopify/TaxonomyAttribute/1660  : Grunnolje
gid://shopify/TaxonomyAttribute/8053  : Baseoljetype
gid://shopify/TaxonomyAttribute/1471  : Basesprit
gid://shopify/TaxonomyAttribute/6869  : Lagringstype i base
gid://shopify/TaxonomyAttribute/1795  : Grunntype
gid://shopify/TaxonomyAttribute/7056  : Sertifisering for baseball- og softballliga
gid://shopify/TaxonomyAttribute/7055  : Type baseballhanske
gid://shopify/TaxonomyAttribute/6349  : Inkluderte deler i baseball-lekesett
gid://shopify/TaxonomyAttribute/1970  : Balltype for baseball/softball
gid://shopify/TaxonomyAttribute/7057  : Bruksrulle for baseball/softball
gid://shopify/TaxonomyAttribute/7058  : Konstruksjon av grunnplate
gid://shopify/TaxonomyAttribute/2798  : Kurvmateriale
gid://shopify/TaxonomyAttribute/2846  : Basketballustyr inkludert
gid://shopify/TaxonomyAttribute/7059  : Type basketballkurvtilbehør
gid://shopify/TaxonomyAttribute/7060  : Basketball utfyllingssted
gid://shopify/TaxonomyAttribute/7061  : Basketballfelgtype
gid://shopify/TaxonomyAttribute/6350  : Funksjoner på basketball-leketøy
gid://shopify/TaxonomyAttribute/2462  : Konfigurasjon av bassknapp
gid://shopify/TaxonomyAttribute/9012  : Bassklarinett kroppsmateriale
gid://shopify/TaxonomyAttribute/9013  : Bassklarinett laveste skrevne note
gid://shopify/TaxonomyAttribute/9014  : Former på basstrommehode
gid://shopify/TaxonomyAttribute/9015  : Materiale for skaft på basstrommebeater
gid://shopify/TaxonomyAttribute/9016  : Innebygd demping for basstrommeskinn
gid://shopify/TaxonomyAttribute/9017  : Konfigurasjon av basstrommeskinn
gid://shopify/TaxonomyAttribute/9018  : Overflatebehandling av basstrommeskinn
gid://shopify/TaxonomyAttribute/9019  : Basstrommeskinntype
gid://shopify/TaxonomyAttribute/9020  : Materiale for basstrommebøyle
gid://shopify/TaxonomyAttribute/9021  : Monteringsstil for basstromme
gid://shopify/TaxonomyAttribute/9022  : Materiale i kam til bass-munnspill
gid://shopify/TaxonomyAttribute/9023  : Munnstykkestil for bassharmonika
gid://shopify/TaxonomyAttribute/9024  : Bassmunnspill rørbladmateriale
gid://shopify/TaxonomyAttribute/9025  : Bassmunnspill-stemmingssystem
gid://shopify/TaxonomyAttribute/9026  : Bassblokkfløyte av typen bocal
gid://shopify/TaxonomyAttribute/9027  : Bassblokkfløyte inkludert tilbehør
gid://shopify/TaxonomyAttribute/9028  : Bassblokkfløyte klaviaturmateriale
gid://shopify/TaxonomyAttribute/9029  : Basstrombone-slidemateriale
gid://shopify/TaxonomyAttribute/9030  : Basstrombone ventilomslagsstil
gid://shopify/TaxonomyAttribute/9031  : Bassukulele strengetype
gid://shopify/TaxonomyAttribute/6870  : Funksjoner i tilbehør til babysenger og vugger
gid://shopify/TaxonomyAttribute/9032  : Materiale for fagottklokke
gid://shopify/TaxonomyAttribute/9033  : Fagott-bocalsystem
gid://shopify/TaxonomyAttribute/9034  : Fagotteske skalltype
gid://shopify/TaxonomyAttribute/9035  : Materiale i mekanismer i fagott
gid://shopify/TaxonomyAttribute/9036  : Fagottmodellnivå
gid://shopify/TaxonomyAttribute/9037  : Fagott ytelsesnivå
gid://shopify/TaxonomyAttribute/9038  : Fagottrørskrapestil
gid://shopify/TaxonomyAttribute/9039  : Fagottrørtråd farget
gid://shopify/TaxonomyAttribute/9040  : Fagottrørtype
gid://shopify/TaxonomyAttribute/9041  : Fagottsystem
gid://shopify/TaxonomyAttribute/5705  : Stekepipett-type
gid://shopify/TaxonomyAttribute/7062  : Konstruksjon i balltre
gid://shopify/TaxonomyAttribute/7063  : Balltrereferanse størrelse kompatibilitet
gid://shopify/TaxonomyAttribute/2845  : Slagmateriale
gid://shopify/TaxonomyAttribute/1209  : Standard balltre
gid://shopify/TaxonomyAttribute/6351  : Interaktive funksjoner i badeboken
gid://shopify/TaxonomyAttribute/5238  : Badebørstestil
gid://shopify/TaxonomyAttribute/6352  : Funksjoner på badeboblemaskinen
gid://shopify/TaxonomyAttribute/6353  : Funksjoner av badefargestift
gid://shopify/TaxonomyAttribute/6354  : Badesprayer spraymønster
gid://shopify/TaxonomyAttribute/6355  : Badeleke med støpt avløpsdesign
gid://shopify/TaxonomyAttribute/6356  : Funksjonsfor badeleke med vannlek
gid://shopify/TaxonomyAttribute/5706  : Inkludert baderomstilbehør
gid://shopify/TaxonomyAttribute/5707  : Kompatibilitet med baderomstilbehør
gid://shopify/TaxonomyAttribute/3319  : Baderomsmøbler inkludert
gid://shopify/TaxonomyAttribute/2141  : Grunndesign for badekar
gid://shopify/TaxonomyAttribute/3117  : Badekarfunksjoner
gid://shopify/TaxonomyAttribute/2142  : Fasong på badekarskjørt
gid://shopify/TaxonomyAttribute/2398  : Batongrepsdesign
gid://shopify/TaxonomyAttribute/7064  : Batongstørrelse standard
gid://shopify/TaxonomyAttribute/5708  : Støtte for reservebatteri
gid://shopify/TaxonomyAttribute/8054  : Batteri eske-sertifisering/standard
gid://shopify/TaxonomyAttribute/8055  : Batterieske indre utfyllingsmateriale
gid://shopify/TaxonomyAttribute/1926  : Battericelletype
gid://shopify/TaxonomyAttribute/5577  : Type batteriladeregulator
gid://shopify/TaxonomyAttribute/7065  : Batterikonfigurasjon
gid://shopify/TaxonomyAttribute/5574  : Batterikontakttype
gid://shopify/TaxonomyAttribute/3087  : Batterifunksjoner
gid://shopify/TaxonomyAttribute/8056  : Batterigruppestørrelse
gid://shopify/TaxonomyAttribute/3196  : Batteristyringssystemer
gid://shopify/TaxonomyAttribute/5572  : Batterimonteringstype
gid://shopify/TaxonomyAttribute/8057  : Batteripolaritet
gid://shopify/TaxonomyAttribute/1682  : Batteristørrelse
gid://shopify/TaxonomyAttribute/8058  : Støttede batteristandarder
gid://shopify/TaxonomyAttribute/1856  : Batteriteknologi
gid://shopify/TaxonomyAttribute/5573  : Batteriterminaltype
gid://shopify/TaxonomyAttribute/1571  : Batteritype
gid://shopify/TaxonomyAttribute/8059  : Batterispenningsklasse
gid://shopify/TaxonomyAttribute/9042  : Formfaktor for vatt og fylling
gid://shopify/TaxonomyAttribute/9043  : Batting og fylling loftsnivå
gid://shopify/TaxonomyAttribute/9044  : Varmeisolasjonsnivå for vatt og fylling
gid://shopify/TaxonomyAttribute/7066  : Inkluderte deler i sikkerhetsbur til baseballslag
gid://shopify/TaxonomyAttribute/7067  : Tilbehør til slaghjelm inkludert
gid://shopify/TaxonomyAttribute/7068  : Design på basen til slagstativet
gid://shopify/TaxonomyAttribute/6357  : Kompatibilitet mellom arenaer/stadioner på toppnivå
gid://shopify/TaxonomyAttribute/6358  : Kamptopp inkludert
gid://shopify/TaxonomyAttribute/6359  : Ytelsestype for kamp-snurretopp
gid://shopify/TaxonomyAttribute/9045  : Inkludert tilbehør fra Bayan
gid://shopify/TaxonomyAttribute/9046  : Bayan-tuningssystemtype
gid://shopify/TaxonomyAttribute/6362  : Strand- og sandleker inkludert
gid://shopify/TaxonomyAttribute/6360  : Funksjoner på strandball
gid://shopify/TaxonomyAttribute/6361  : Funksjoner i strandbøtte
gid://shopify/TaxonomyAttribute/8060  : Perlebrytertype
gid://shopify/TaxonomyAttribute/7072  : Perlehullstil
gid://shopify/TaxonomyAttribute/2318  : Perleform
gid://shopify/TaxonomyAttribute/9047  : Perletype
gid://shopify/TaxonomyAttribute/9048  : Perletype (lapputsmykning)
gid://shopify/TaxonomyAttribute/9049  : Prosjekttype for perletilbehør
gid://shopify/TaxonomyAttribute/9050  : Fleksibilitet i perlenålen
gid://shopify/TaxonomyAttribute/9051  : Perlemønster perlestørrelse
gid://shopify/TaxonomyAttribute/9052  : Format for diagram for perlemønster
gid://shopify/TaxonomyAttribute/9053  : Perlemønstersting/-teknikk
gid://shopify/TaxonomyAttribute/9054  : Perleteknikk/søm
gid://shopify/TaxonomyAttribute/9055  : Perletråd fibertype
gid://shopify/TaxonomyAttribute/9056  : Gjengestørrelse for perler
gid://shopify/TaxonomyAttribute/9057  : Perletråd brukseske
gid://shopify/TaxonomyAttribute/9058  : Beleggmateriale for perletråd
gid://shopify/TaxonomyAttribute/9059  : Antall tråder i perletråd
gid://shopify/TaxonomyAttribute/8061  : Beadlock-type
gid://shopify/TaxonomyAttribute/9060  : Materiale i bjelke
gid://shopify/TaxonomyAttribute/8062  : Strålemønster
gid://shopify/TaxonomyAttribute/7073  : Stoffmateriale for bønneposer
gid://shopify/TaxonomyAttribute/7627  : Bønnepasta-variant
gid://shopify/TaxonomyAttribute/7628  : Bønnetilberedning
gid://shopify/TaxonomyAttribute/7629  : Bønnevariant
gid://shopify/TaxonomyAttribute/6639  : Lue-stil
gid://shopify/TaxonomyAttribute/5196  : Skjeggpleiefordeler
gid://shopify/TaxonomyAttribute/7074  : Lageropphørssalg
gid://shopify/TaxonomyAttribute/7075  : Konstruksjonstype for kulelager
gid://shopify/TaxonomyAttribute/9061  : Lagerkanttype
gid://shopify/TaxonomyAttribute/7076  : Lagersmøring
gid://shopify/TaxonomyAttribute/7077  : Materiale i kulelager
gid://shopify/TaxonomyAttribute/7078  : Lagerklassifisering
gid://shopify/TaxonomyAttribute/7079  : Forseglingskode for kulelager
gid://shopify/TaxonomyAttribute/7080  : Forseglingstype for kulelager
gid://shopify/TaxonomyAttribute/7081  : Lagerskjoldtype
gid://shopify/TaxonomyAttribute/7082  : Lagerstørrelseskode
gid://shopify/TaxonomyAttribute/7083  : Lagertype
gid://shopify/TaxonomyAttribute/2401  : Taktunderinndelinger
gid://shopify/TaxonomyAttribute/9062  : Materiale i vispehode
gid://shopify/TaxonomyAttribute/9063  : Visper inkludert
gid://shopify/TaxonomyAttribute/6871  : Type sengebase
gid://shopify/TaxonomyAttribute/5371  : Plateutjevningstype
gid://shopify/TaxonomyAttribute/5081  : Bekkenfunksjoner
gid://shopify/TaxonomyAttribute/5080  : Bekken håndtaksstil
gid://shopify/TaxonomyAttribute/1546  : Sengebunntype
gid://shopify/TaxonomyAttribute/6872  : Lagringstype for seng
gid://shopify/TaxonomyAttribute/3108  : Senge-/rammefunksjoner
gid://shopify/TaxonomyAttribute/1441  : Sengetøy inkludert
gid://shopify/TaxonomyAttribute/1259  : Sengetøystørrelse
gid://shopify/TaxonomyAttribute/6873  : Inkluderte soveromsmøbler
gid://shopify/TaxonomyAttribute/6874  : Soveromsservant inkludert
gid://shopify/TaxonomyAttribute/5709  : Sengeskjørt-hjørnestil
gid://shopify/TaxonomyAttribute/5710  : Sengeskjørt-stil
gid://shopify/TaxonomyAttribute/5711  : Ølglasstype
gid://shopify/TaxonomyAttribute/1453  : Ølstil
gid://shopify/TaxonomyAttribute/1454  : Ølvariant
gid://shopify/TaxonomyAttribute/7630  : Ølbasert cocktailvariant
gid://shopify/TaxonomyAttribute/7631  : Betevariant
gid://shopify/TaxonomyAttribute/7084  : Bjellemekanisme
gid://shopify/TaxonomyAttribute/2579  : Bjelledesign
gid://shopify/TaxonomyAttribute/9064  : Dekningsområde for klokkevakt
gid://shopify/TaxonomyAttribute/9065  : Bjellemateriale
gid://shopify/TaxonomyAttribute/2580  : Bjellelyd
gid://shopify/TaxonomyAttribute/8063  : Boltmønster for klokkehus
gid://shopify/TaxonomyAttribute/9066  : Belgmateriale
gid://shopify/TaxonomyAttribute/9067  : Belgorientering
gid://shopify/TaxonomyAttribute/6640  : Magepanelstil
gid://shopify/TaxonomyAttribute/6641  : Beltespennetype
gid://shopify/TaxonomyAttribute/5712  : Belteprofil
gid://shopify/TaxonomyAttribute/2721  : Beltetype
gid://shopify/TaxonomyAttribute/6642  : Beret-stil
gid://shopify/TaxonomyAttribute/7632  : Bærarter
gid://shopify/TaxonomyAttribute/41    : Beste bruksområder
gid://shopify/TaxonomyAttribute/7633  : Beta-kaseinvariant
gid://shopify/TaxonomyAttribute/2213  : Skråkanttype
gid://shopify/TaxonomyAttribute/1976  : Form på drikkevareprodukt
gid://shopify/TaxonomyAttribute/7634  : Drikkevares søthetsnivå
gid://shopify/TaxonomyAttribute/5713  : Funksjoner i drikkekar
gid://shopify/TaxonomyAttribute/7085  : Bezel-graderingsenheter
gid://shopify/TaxonomyAttribute/1771  : Utforming på smokk
gid://shopify/TaxonomyAttribute/7086  : Komponenter for sykkelbremsesett inkludert
gid://shopify/TaxonomyAttribute/1275  : Sykkelbremsetype
gid://shopify/TaxonomyAttribute/7087  : Monteringsposisjon for sykkelbur
gid://shopify/TaxonomyAttribute/7088  : Sykkelcomputer festeplassering
gid://shopify/TaxonomyAttribute/3184  : Sykkelfunksjoner
gid://shopify/TaxonomyAttribute/7089  : Sykkelens foldemekanisme
gid://shopify/TaxonomyAttribute/7090  : Sykkelens rammedesign
gid://shopify/TaxonomyAttribute/7091  : Sykkelens rammestil
gid://shopify/TaxonomyAttribute/7092  : Type håndtak på sykkelstyre
gid://shopify/TaxonomyAttribute/7093  : Konfigurasjon av sykkelstyrehodesett
gid://shopify/TaxonomyAttribute/7094  : Type sykkelnav
gid://shopify/TaxonomyAttribute/7095  : Sikkerhetssertifisering for sykkellåser
gid://shopify/TaxonomyAttribute/7096  : Sykkelpedaltype
gid://shopify/TaxonomyAttribute/7097  : Fremdriftstype for sykkel
gid://shopify/TaxonomyAttribute/7098  : Type sykkelpumpe
gid://shopify/TaxonomyAttribute/7099  : Monteringstype for sykkelsnelle
gid://shopify/TaxonomyAttribute/7100  : Type sykkelfjæring
gid://shopify/TaxonomyAttribute/7101  : Sykkeldekkmønster
gid://shopify/TaxonomyAttribute/8064  : Toveis Charge funksjonalitet
gid://shopify/TaxonomyAttribute/8065  : Monteringsstil for sykkelstativ
gid://shopify/TaxonomyAttribute/8066  : Vippefunksjon for sykkelstativ
gid://shopify/TaxonomyAttribute/6643  : Bikini-topp-stil
gid://shopify/TaxonomyAttribute/7102  : Biljardbørstetype
gid://shopify/TaxonomyAttribute/7103  : Biljardhanske fingerbeskyttelse
gid://shopify/TaxonomyAttribute/7104  : Lommestil for biljard
gid://shopify/TaxonomyAttribute/7105  : Biljard-reol-stil
gid://shopify/TaxonomyAttribute/7106  : Biljardbordtype
gid://shopify/TaxonomyAttribute/7107  : Biljarddisiplin
gid://shopify/TaxonomyAttribute/2233  : Ringpermform
gid://shopify/TaxonomyAttribute/7108  : Standard for bindingskompatibilitet
gid://shopify/TaxonomyAttribute/7109  : Bindende inkludering
gid://shopify/TaxonomyAttribute/7110  : Bindende grensesnitt
gid://shopify/TaxonomyAttribute/7111  : Innbindingslinertype
gid://shopify/TaxonomyAttribute/1319  : Bindende feste
gid://shopify/TaxonomyAttribute/7112  : Bindende monteringssystem
gid://shopify/TaxonomyAttribute/7113  : Bindeposisjon
gid://shopify/TaxonomyAttribute/7114  : Plassering av bindestropp
gid://shopify/TaxonomyAttribute/2237  : Bindingsstil
gid://shopify/TaxonomyAttribute/6363  : Inklduerte bingodeler
gid://shopify/TaxonomyAttribute/6364  : Bingo-nummerrekkevidde
gid://shopify/TaxonomyAttribute/6365  : Funksjoner i bingosettet
gid://shopify/TaxonomyAttribute/2959  : Kikkert- og monokulardesign
gid://shopify/TaxonomyAttribute/4999  : Biometrisk autentiseringsmåte
gid://shopify/TaxonomyAttribute/5638  : Biometriske sertifiseringer
gid://shopify/TaxonomyAttribute/3122  : Tilbehørsfunksjoner for biometrisk overvåkning
gid://shopify/TaxonomyAttribute/7115  : Grensesnitt for montering av tofot
gid://shopify/TaxonomyAttribute/3218  : Fuglebur/stativdesign
gid://shopify/TaxonomyAttribute/3219  : Fuglematform
gid://shopify/TaxonomyAttribute/3220  : Ingredienser for fuglemat
gid://shopify/TaxonomyAttribute/3221  : Fuglegodbitstype
gid://shopify/TaxonomyAttribute/2508  : Bursdagslysdesign
gid://shopify/TaxonomyAttribute/3293  : Bursdagslystype
gid://shopify/TaxonomyAttribute/7116  : Festetype for bits
gid://shopify/TaxonomyAttribute/7117  : Utforming av bitmunnstykke
gid://shopify/TaxonomyAttribute/7118  : Bitringstil
gid://shopify/TaxonomyAttribute/3099  : Bitter variant
gid://shopify/TaxonomyAttribute/7119  : Blæremateriale
gid://shopify/TaxonomyAttribute/7120  : Festetype for blad
gid://shopify/TaxonomyAttribute/5205  : Bladbelegg
gid://shopify/TaxonomyAttribute/5714  : Bladets konstruksjonsmetode
gid://shopify/TaxonomyAttribute/1220  : Bladkurve
gid://shopify/TaxonomyAttribute/2189  : Bladdesign
gid://shopify/TaxonomyAttribute/5204  : Bladkantkonfigurasjon
gid://shopify/TaxonomyAttribute/5715  : Bladoverflate
gid://shopify/TaxonomyAttribute/7121  : Bladfinish/belegg
gid://shopify/TaxonomyAttribute/7122  : Blad slangetype
gid://shopify/TaxonomyAttribute/7123  : Type bladlengde
gid://shopify/TaxonomyAttribute/7124  : Bladløgn
gid://shopify/TaxonomyAttribute/1388  : Bladmateriale
gid://shopify/TaxonomyAttribute/5716  : Bladets form
gid://shopify/TaxonomyAttribute/7125  : Bladskarphet
gid://shopify/TaxonomyAttribute/5717  : Bladets sidekonfigurasjon
gid://shopify/TaxonomyAttribute/7126  : Kategori for bladstørrelse
gid://shopify/TaxonomyAttribute/7127  : Bladstørrelsesklasse
gid://shopify/TaxonomyAttribute/7128  : Bladstørrelsesnummer
gid://shopify/TaxonomyAttribute/1251  : Bladtype
gid://shopify/TaxonomyAttribute/7129  : Blastermekanisme
