# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Produkter til dyr og husdyr
gid://shopify/TaxonomyCategory/ap-2-6-4          : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Halsbånd og slips til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-5          : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Kostymer til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-6          : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Kjoler til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-7          : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Hatter til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-8          : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Hettegensere til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-9          : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Jakker til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-10         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Regnfrakker til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-11         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Sikkerhetsvester til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-12         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Skjerf til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-13         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Skjorter til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-14         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Sko til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-15         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Sokker til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-16         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Solbriller til husdyr
gid://shopify/TaxonomyCategory/ap-2-6-17         : Produkter til dyr og husdyr > Husdyrprodukter > Klær til husdyr > Gensere til husdyr
gid://shopify/TaxonomyCategory/ap-2-7            : Produkter til dyr og husdyr > Husdyrprodukter > Hengere til husdyrklær
gid://shopify/TaxonomyCategory/ap-2-8            : Produkter til dyr og husdyr > Husdyrprodukter > Tilbehør for husdyrsenger
gid://shopify/TaxonomyCategory/ap-2-9            : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger
gid://shopify/TaxonomyCategory/ap-2-9-1          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Kurver
gid://shopify/TaxonomyCategory/ap-2-9-2          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Polstrede senger
gid://shopify/TaxonomyCategory/ap-2-9-3          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Grotter
gid://shopify/TaxonomyCategory/ap-2-9-4          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Kjølende senger
gid://shopify/TaxonomyCategory/ap-2-9-5          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Donuts
gid://shopify/TaxonomyCategory/ap-2-9-6          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Hammocker
gid://shopify/TaxonomyCategory/ap-2-9-7          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Reder
gid://shopify/TaxonomyCategory/ap-2-9-8          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Ortopediske senger
gid://shopify/TaxonomyCategory/ap-2-9-9          : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Dyrestoler
gid://shopify/TaxonomyCategory/ap-2-9-10         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Barnesenger til husdyr
gid://shopify/TaxonomyCategory/ap-2-9-11         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Putesenger
gid://shopify/TaxonomyCategory/ap-2-9-12         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Radiatorsenger
gid://shopify/TaxonomyCategory/ap-2-9-13         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrsenger > Tårn
gid://shopify/TaxonomyCategory/ap-2-10           : Produkter til dyr og husdyr > Husdyrprodukter > Bjeller og smykker til husdyr
gid://shopify/TaxonomyCategory/ap-2-10-1         : Produkter til dyr og husdyr > Husdyrprodukter > Bjeller og smykker til husdyr > Halsbåndbjeller
gid://shopify/TaxonomyCategory/ap-2-10-2         : Produkter til dyr og husdyr > Husdyrprodukter > Bjeller og smykker til husdyr > Halsbåndsmykker
gid://shopify/TaxonomyCategory/ap-2-10-3         : Produkter til dyr og husdyr > Husdyrprodukter > Bjeller og smykker til husdyr > ID-taggsmykker
gid://shopify/TaxonomyCategory/ap-2-11           : Produkter til dyr og husdyr > Husdyrprodukter > Biometrisk overvåkning for husdyr
gid://shopify/TaxonomyCategory/ap-2-11-1         : Produkter til dyr og husdyr > Husdyrprodukter > Biometrisk overvåkning for husdyr > Glukosemålere for husdyr
gid://shopify/TaxonomyCategory/ap-2-11-2         : Produkter til dyr og husdyr > Husdyrprodukter > Biometrisk overvåkning for husdyr > Skrittellere for husdyr
gid://shopify/TaxonomyCategory/ap-2-11-3         : Produkter til dyr og husdyr > Husdyrprodukter > Biometrisk overvåkning for husdyr > Termometere for husdyr
gid://shopify/TaxonomyCategory/ap-2-12           : Produkter til dyr og husdyr > Husdyrprodukter > Matter til husdyrskåler
gid://shopify/TaxonomyCategory/ap-2-13           : Produkter til dyr og husdyr > Husdyrprodukter > Stativer til husdyrskåler
gid://shopify/TaxonomyCategory/ap-2-14           : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere
gid://shopify/TaxonomyCategory/ap-2-14-1         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Automatiske matere
gid://shopify/TaxonomyCategory/ap-2-14-2         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Boller
gid://shopify/TaxonomyCategory/ap-2-14-3         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Forhøyede boller
gid://shopify/TaxonomyCategory/ap-2-14-4         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Tyngdekraftsmatere
gid://shopify/TaxonomyCategory/ap-2-14-5         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Boller for sakte mating
gid://shopify/TaxonomyCategory/ap-2-14-6         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Reiseboller
gid://shopify/TaxonomyCategory/ap-2-14-7         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Vanndispensere
gid://shopify/TaxonomyCategory/ap-2-14-8         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrskåler, fôrere og vannbeholdere > Vannfontener
gid://shopify/TaxonomyCategory/ap-2-15           : Produkter til dyr og husdyr > Husdyrprodukter > Tilbehør til husdyrbur og transportører
gid://shopify/TaxonomyCategory/ap-2-16           : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører
gid://shopify/TaxonomyCategory/ap-2-16-1         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Luftfartsgodkjente bur
gid://shopify/TaxonomyCategory/ap-2-16-2         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Bæremeiser
gid://shopify/TaxonomyCategory/ap-2-16-3         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Bilbur
gid://shopify/TaxonomyCategory/ap-2-16-4         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Bur i møbelstil
gid://shopify/TaxonomyCategory/ap-2-16-5         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Bur med harde sider
gid://shopify/TaxonomyCategory/ap-2-16-8         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Rullebur
gid://shopify/TaxonomyCategory/ap-2-16-9         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Slynger og bærbare bur
gid://shopify/TaxonomyCategory/ap-2-16-10        : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Transportører med myke sider
gid://shopify/TaxonomyCategory/ap-2-16-11        : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Bur med myke sider
gid://shopify/TaxonomyCategory/ap-2-16-12        : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrbur og transportører > Bur med hjul
gid://shopify/TaxonomyCategory/ap-2-17           : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr
gid://shopify/TaxonomyCategory/ap-2-17-1         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Breakaway- og sikkerhetshalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-2         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Loppehalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-3         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > GPS-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-4         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Seler
gid://shopify/TaxonomyCategory/ap-2-17-5         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > LED-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-6         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Martingale-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-7         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Personlige ID-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-8         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Standardhalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-9         : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Trenings-, kvele- og knipehalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-10        : Produkter til dyr og husdyr > Husdyrprodukter > Halsbånd og seler til husdyr > Vester
gid://shopify/TaxonomyCategory/ap-2-18           : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr
gid://shopify/TaxonomyCategory/ap-2-18-1         : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr > Elektroniske usynlige gjerder
gid://shopify/TaxonomyCategory/ap-2-18-2         : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr > Innhegninger og bur
gid://shopify/TaxonomyCategory/ap-2-18-3         : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr > Treningsgårder
gid://shopify/TaxonomyCategory/ap-2-18-4         : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr > Gjerder og porter
gid://shopify/TaxonomyCategory/ap-2-18-5         : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr > Kenneler
gid://shopify/TaxonomyCategory/ap-2-18-6         : Produkter til dyr og husdyr > Husdyrprodukter > Innelåsningssystemer for husdyr > Bur
gid://shopify/TaxonomyCategory/ap-2-19           : Produkter til dyr og husdyr > Husdyrprodukter > Tilbehør til husdyrdører
gid://shopify/TaxonomyCategory/ap-2-20           : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrdører
gid://shopify/TaxonomyCategory/ap-2-20-1         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrdører > Dørmonterte dører
gid://shopify/TaxonomyCategory/ap-2-20-2         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrdører > Elektroniske automatiske dører
gid://shopify/TaxonomyCategory/ap-2-20-3         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrdører > Skyvedører i glass
gid://shopify/TaxonomyCategory/ap-2-20-4         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrdører > Veggmonterte dører
gid://shopify/TaxonomyCategory/ap-2-20-5         : Produkter til dyr og husdyr > Husdyrprodukter > Husdyrdører > Vindusmonterte dører
gid://shopify/TaxonomyCategory/ap-2-21           : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr
gid://shopify/TaxonomyCategory/ap-2-21-1         : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr > Konjunktivittbehandlinger
gid://shopify/TaxonomyCategory/ap-2-21-2         : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr > Øyerensere
gid://shopify/TaxonomyCategory/ap-2-21-3         : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr > Øyeskyllingsløsninger
gid://shopify/TaxonomyCategory/ap-2-21-4         : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr > Øyesmøremidler
gid://shopify/TaxonomyCategory/ap-2-21-5         : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr > Øyevask
gid://shopify/TaxonomyCategory/ap-2-21-6         : Produkter til dyr og husdyr > Husdyrprodukter > Øyedråper og fuktighetsmidler for husdyr > Tåreflekkfjernere
gid://shopify/TaxonomyCategory/ap-2-22           : Produkter til dyr og husdyr > Husdyrprodukter > Førstehjelp- og nødhjelpssett for husdyr
gid://shopify/TaxonomyCategory/ap-2-22-1         : Produkter til dyr og husdyr > Husdyrprodukter > Førstehjelp- og nødhjelpssett for husdyr > Generelle førstehjelpspakker
gid://shopify/TaxonomyCategory/ap-2-22-2         : Produkter til dyr og husdyr > Husdyrprodukter > Førstehjelp- og nødhjelpssett for husdyr > Traumesett
gid://shopify/TaxonomyCategory/ap-2-22-3         : Produkter til dyr og husdyr > Husdyrprodukter > Førstehjelp- og nødhjelpssett for husdyr > Førstehjelpsreisepakker
gid://shopify/TaxonomyCategory/ap-2-23           : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr
gid://shopify/TaxonomyCategory/ap-2-23-1         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Loppe- og flåtthalsbånd
gid://shopify/TaxonomyCategory/ap-2-23-2         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Loppe- og flåttfoggere
gid://shopify/TaxonomyCategory/ap-2-23-3         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Loppe- og flåttsjampoer
gid://shopify/TaxonomyCategory/ap-2-23-4         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Loppe- og flåttspray
gid://shopify/TaxonomyCategory/ap-2-23-5         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Loppekammer
gid://shopify/TaxonomyCategory/ap-2-23-6         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Oral medisinering
gid://shopify/TaxonomyCategory/ap-2-23-7         : Produkter til dyr og husdyr > Husdyrprodukter > Loppe- og flåttkontroll for husdyr > Flekkbehandlinger
gid://shopify/TaxonomyCategory/ap-2-24           : Produkter til dyr og husdyr > Husdyrprodukter > Matbeholdere for husdyr
gid://shopify/TaxonomyCategory/ap-2-24-1         : Produkter til dyr og husdyr > Husdyrprodukter > Matbeholdere for husdyr > Bokstrekk
gid://shopify/TaxonomyCategory/ap-2-24-2         : Produkter til dyr og husdyr > Husdyrprodukter > Matbeholdere for husdyr > Matlagringsbeholdere
gid://shopify/TaxonomyCategory/ap-2-24-3         : Produkter til dyr og husdyr > Husdyrprodukter > Matbeholdere for husdyr > Beholdere for matoppbevaring
gid://shopify/TaxonomyCategory/ap-2-25           : Produkter til dyr og husdyr > Husdyrprodukter > Matskjeer for husdyr
gid://shopify/TaxonomyCategory/ap-2-26           : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie
gid://shopify/TaxonomyCategory/ap-2-26-1         : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr
gid://shopify/TaxonomyCategory/ap-2-26-1-1       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr > Børster
gid://shopify/TaxonomyCategory/ap-2-26-1-2       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr > Kammer
gid://shopify/TaxonomyCategory/ap-2-26-1-3       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr > Grebørster
gid://shopify/TaxonomyCategory/ap-2-26-1-4       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr > Hansker
gid://shopify/TaxonomyCategory/ap-2-26-1-5       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr > Groomere
gid://shopify/TaxonomyCategory/ap-2-26-1-6       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Kammer og børster for husdyr > Trimmekniver
gid://shopify/TaxonomyCategory/ap-2-26-2         : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Dufter og deodoranter for husdyr
gid://shopify/TaxonomyCategory/ap-2-26-2-1       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Dufter og deodoranter for husdyr > Cologner
gid://shopify/TaxonomyCategory/ap-2-26-2-2       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Dufter og deodoranter for husdyr > Deodoriserende sprayer
gid://shopify/TaxonomyCategory/ap-2-26-2-3       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Dufter og deodoranter for husdyr > Luktnøytralisatorer
gid://shopify/TaxonomyCategory/ap-2-26-2-4       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Dufter og deodoranter for husdyr > Parfymer
gid://shopify/TaxonomyCategory/ap-2-26-3         : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Hårklippere og -trimmere for husdyr
gid://shopify/TaxonomyCategory/ap-2-26-3-1       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Hårklippere og -trimmere for husdyr > Knivslipere
gid://shopify/TaxonomyCategory/ap-2-26-3-2       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Hårklippere og -trimmere for husdyr > Klippeblader
gid://shopify/TaxonomyCategory/ap-2-26-3-3       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Hårklippere og -trimmere for husdyr > Klippere
gid://shopify/TaxonomyCategory/ap-2-26-3-4       : Produkter til dyr og husdyr > Husdyrprodukter > Utstyr for husdyrpleie > Hårklippere og -trimmere for husdyr > Sakser
