# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Đồ dùng cho động vật & thú cưng
gid://shopify/TaxonomyCategory/ap-2-4-11-2       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Bộ kiểm soát nhiệt độ bể cá > Bộ kiểm soát nhiệt độ kỹ thuật số
gid://shopify/TaxonomyCategory/ap-2-4-12         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá
gid://shopify/TaxonomyCategory/ap-2-4-12-1       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Thuốc diệt rêu tảo
gid://shopify/TaxonomyCategory/ap-2-4-12-2       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Sản phẩm khử amoniac
gid://shopify/TaxonomyCategory/ap-2-4-12-3       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Dung dịch trị nấm & diệt khuẩn
gid://shopify/TaxonomyCategory/ap-2-4-12-4       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Sản phẩm khử nitrat
gid://shopify/TaxonomyCategory/ap-2-4-12-5       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Bột điều chỉnh độ pH
gid://shopify/TaxonomyCategory/ap-2-4-12-6       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Sản phẩm khử độc nước máy
gid://shopify/TaxonomyCategory/ap-2-4-12-7       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Dung dịch làm sạch nước
gid://shopify/TaxonomyCategory/ap-2-4-12-8       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Sản phẩm xử lý nước bể cá > Dung dịch điều hòa nước
gid://shopify/TaxonomyCategory/ap-2-4-13         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Bể cá
gid://shopify/TaxonomyCategory/ap-2-4-14         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Phân bón cho cây thủy sinh
gid://shopify/TaxonomyCategory/ap-2-4-14-1       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Phân bón cho cây thủy sinh > Phân bón dạng hạt
gid://shopify/TaxonomyCategory/ap-2-4-14-2       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Phân bón cho cây thủy sinh > Phân bón dạng lỏng
gid://shopify/TaxonomyCategory/ap-2-4-14-3       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Phân bón cho cây thủy sinh > Phân bón dạng bột
gid://shopify/TaxonomyCategory/ap-2-4-14-4       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Phân bón cho cây thủy sinh > Phân bón dạng viên
gid://shopify/TaxonomyCategory/ap-2-4-15         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Máy cho cá ăn
gid://shopify/TaxonomyCategory/ap-2-4-16         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá
gid://shopify/TaxonomyCategory/ap-2-4-16-1       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Tảo viên
gid://shopify/TaxonomyCategory/ap-2-4-16-2       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn cho cá betta
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn cho cá cichlid
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn khô cho cá
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn đông khô
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn đông lạnh
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn cho cá vàng
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thức ăn sống
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Đồ dùng cho cá & động vật thủy sinh > Thức ăn cho cá > Thực phẩm thuốc
gid://shopify/TaxonomyCategory/ap-2-5            : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-5-1          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Khung chữ A
gid://shopify/TaxonomyCategory/ap-2-5-2          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Đường hầm vận động
gid://shopify/TaxonomyCategory/ap-2-5-3          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Đường dẫn chó đi dạo & đường dốc
gid://shopify/TaxonomyCategory/ap-2-5-4          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Thanh chướng ngại vật
gid://shopify/TaxonomyCategory/ap-2-5-5          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Bệ đứng
gid://shopify/TaxonomyCategory/ap-2-5-6          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Cọc chơi
gid://shopify/TaxonomyCategory/ap-2-5-7          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Ván bập bênh
gid://shopify/TaxonomyCategory/ap-2-5-8          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Dụng cụ thể thao cho thú cưng > Lốp xe chướng ngại vật
gid://shopify/TaxonomyCategory/ap-2-6            : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-1          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Khăn bandana cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-2          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Nơ & ruy băng cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-3          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo choàng cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-4          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Vòng cổ & cà vạt cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-5          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Trang phục hóa trang cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-6          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Váy cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-7          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Mũ cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-8          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo có mũ cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-9          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo khoác cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-10         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo mưa cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-11         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo gile an toàn cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-12         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Khăn quàng cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-13         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo sơ mi cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-14         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Giày cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-15         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Tất cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-16         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Kính râm cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-6-17         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Quần áo cho thú cưng > Áo len cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-7            : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Móc treo đồ dùng của thú cưng
gid://shopify/TaxonomyCategory/ap-2-8            : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Phụ kiện giường thú cưng
gid://shopify/TaxonomyCategory/ap-2-9            : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-9-1          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Giỏ
gid://shopify/TaxonomyCategory/ap-2-9-2          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Nệm ngủ
gid://shopify/TaxonomyCategory/ap-2-9-3          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Nhà lều
gid://shopify/TaxonomyCategory/ap-2-9-4          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Thảm làm mát
gid://shopify/TaxonomyCategory/ap-2-9-5          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Bánh rán vòng
gid://shopify/TaxonomyCategory/ap-2-9-6          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Võng
gid://shopify/TaxonomyCategory/ap-2-9-7          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Ổ nằm
gid://shopify/TaxonomyCategory/ap-2-9-8          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Đệm xốp chỉnh hình
gid://shopify/TaxonomyCategory/ap-2-9-9          : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Ghế cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-9-10         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Giường cũi cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-9-11         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Đệm nằm
gid://shopify/TaxonomyCategory/ap-2-9-12         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Giường tản nhiệt
gid://shopify/TaxonomyCategory/ap-2-9-13         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giường cho thú cưng > Tháp
gid://shopify/TaxonomyCategory/ap-2-10           : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Vòng và chuông đeo cổ cho thú nuôi
gid://shopify/TaxonomyCategory/ap-2-10-1         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Vòng và chuông đeo cổ cho thú nuôi > Chuông đeo cổ
gid://shopify/TaxonomyCategory/ap-2-10-2         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Vòng và chuông đeo cổ cho thú nuôi > Hạt trang trí đeo cổ
gid://shopify/TaxonomyCategory/ap-2-10-3         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Vòng và chuông đeo cổ cho thú nuôi > Thẻ tên đeo cổ
gid://shopify/TaxonomyCategory/ap-2-11           : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Máy theo dõi sinh trắc học cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-11-1         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Máy theo dõi sinh trắc học cho thú cưng > Máy đo đường huyết cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-11-2         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Máy theo dõi sinh trắc học cho thú cưng > Máy đếm bước cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-11-3         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Máy theo dõi sinh trắc học cho thú cưng > Nhiệt kế cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-12           : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Tấm lót bát ăn cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-13           : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Giá đứng để bát ăn vật nuôi
gid://shopify/TaxonomyCategory/ap-2-14           : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng
gid://shopify/TaxonomyCategory/ap-2-14-1         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Máy cho ăn tự động
gid://shopify/TaxonomyCategory/ap-2-14-2         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Bát
gid://shopify/TaxonomyCategory/ap-2-14-3         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Bát chống gù
gid://shopify/TaxonomyCategory/ap-2-14-4         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Bình đựng thức ăn tự động nạp
gid://shopify/TaxonomyCategory/ap-2-14-5         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Bát ăn chậm
gid://shopify/TaxonomyCategory/ap-2-14-6         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Bát ăn du lịch
gid://shopify/TaxonomyCategory/ap-2-14-7         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Máy nước nóng lạnh
gid://shopify/TaxonomyCategory/ap-2-14-8         : Đồ dùng cho động vật & thú cưng > Đồ dùng cho thú cưng > Bát ăn, dụng cụ cấp đồ ăn và nước cho thú cưng > Đài phun nước uống
