# Shopify Product Taxonomy - Categories: 2025-01-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Zwierzęta i artykuły dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-4-12-8       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Preparaty do wody w akwariach > Uzdatniacze wody
gid://shopify/TaxonomyCategory/ap-2-4-13         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Akwaria
gid://shopify/TaxonomyCategory/ap-2-4-14         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Nawozy do roślin akwariowych
gid://shopify/TaxonomyCategory/ap-2-4-14-1       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Nawozy do roślin akwariowych > Nawozy granulowane
gid://shopify/TaxonomyCategory/ap-2-4-14-2       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Nawozy do roślin akwariowych > Nawozy płynne
gid://shopify/TaxonomyCategory/ap-2-4-14-3       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Nawozy do roślin akwariowych > Nawozy w proszku
gid://shopify/TaxonomyCategory/ap-2-4-14-4       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Nawozy do roślin akwariowych > Nawozy w tabletkach
gid://shopify/TaxonomyCategory/ap-2-4-15         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Karmniki dla rybek
gid://shopify/TaxonomyCategory/ap-2-4-16         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek
gid://shopify/TaxonomyCategory/ap-2-4-16-1       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Wafelki dla glonojadów
gid://shopify/TaxonomyCategory/ap-2-4-16-2       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Pokarm dla bojowników
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Pokarm dla pielęgnic
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Suchy pokarm dla rybek
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Karma liofilizowana
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Mrożonki
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Pokarm dla złotych rybek
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Żywy pokarm
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Artykuły i akcesoria dla rybek > Pokarm dla rybek > Pokarm leczniczy
gid://shopify/TaxonomyCategory/ap-2-5            : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-5-1          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Przeszkody w kształcie litery A
gid://shopify/TaxonomyCategory/ap-2-5-2          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Tunele agility
gid://shopify/TaxonomyCategory/ap-2-5-3          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Konstrukcje i rampy dla psów
gid://shopify/TaxonomyCategory/ap-2-5-4          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Drążki do skakania
gid://shopify/TaxonomyCategory/ap-2-5-5          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Stoły do agility
gid://shopify/TaxonomyCategory/ap-2-5-6          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Tyczki do agility
gid://shopify/TaxonomyCategory/ap-2-5-7          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Huśtawki do agility
gid://shopify/TaxonomyCategory/ap-2-5-8          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Sprzęt do agility dla zwierząt > Koła do skakania
gid://shopify/TaxonomyCategory/ap-2-6            : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-1          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Bandany dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-2          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Kokardy i wstążki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-3          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Płaszcze dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-4          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Obroże i krawaty dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-5          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Kostiumy dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-6          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Sukienki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-7          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Kapelusze dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-8          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Bluzy z kapturem dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-9          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Kurtki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-10         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Płaszcze przeciwdeszczowe dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-11         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Kamizelki odblaskowe dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-12         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Szaliki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-13         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Koszule dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-14         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Buty dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-15         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Skarpetki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-16         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Okulary przeciwsłoneczne dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-6-17         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Ubrania dla zwierząt > Swetry dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-7            : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Wieszaki na ubranka dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-8            : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Akcesoria do łóżek dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-9            : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-9-1          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Koszyki
gid://shopify/TaxonomyCategory/ap-2-9-2          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Miękkie legowiska
gid://shopify/TaxonomyCategory/ap-2-9-3          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Legowiska z daszkiem
gid://shopify/TaxonomyCategory/ap-2-9-4          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Legowiska chłodzące
gid://shopify/TaxonomyCategory/ap-2-9-5          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Pączki
gid://shopify/TaxonomyCategory/ap-2-9-6          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Hamaki
gid://shopify/TaxonomyCategory/ap-2-9-7          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Gniazda
gid://shopify/TaxonomyCategory/ap-2-9-8          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Legowiska ortopedyczne
gid://shopify/TaxonomyCategory/ap-2-9-9          : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Krzesła dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-9-10         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Składane legowiska dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-9-11         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Legowiska z poduszkami
gid://shopify/TaxonomyCategory/ap-2-9-12         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Legowiska podgrzewane
gid://shopify/TaxonomyCategory/ap-2-9-13         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Legowiska dla zwierząt > Wieże
gid://shopify/TaxonomyCategory/ap-2-10           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Dzwonki i zawieszki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-10-1         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Dzwonki i zawieszki dla zwierząt > Dzwonki do obroży
gid://shopify/TaxonomyCategory/ap-2-10-2         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Dzwonki i zawieszki dla zwierząt > Zawieszki do obroży
gid://shopify/TaxonomyCategory/ap-2-10-3         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Dzwonki i zawieszki dla zwierząt > Zawieszki identyfikacyjne dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-11           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Urządzenia do pomiarów biometrycznych dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-11-1         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Urządzenia do pomiarów biometrycznych dla zwierząt > Glukometry dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-11-2         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Urządzenia do pomiarów biometrycznych dla zwierząt > Krokomierze dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-11-3         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Urządzenia do pomiarów biometrycznych dla zwierząt > Termometry dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-12           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Podkładki pod miski dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-13           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Stojaki na miski dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-14           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-14-1         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Podajniki automatyczne
gid://shopify/TaxonomyCategory/ap-2-14-2         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Miski
gid://shopify/TaxonomyCategory/ap-2-14-3         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Miski na stelażu
gid://shopify/TaxonomyCategory/ap-2-14-4         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Podajniki grawitacyjne
gid://shopify/TaxonomyCategory/ap-2-14-5         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Miski spowalniające jedzenie
gid://shopify/TaxonomyCategory/ap-2-14-6         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Miski podróżne
gid://shopify/TaxonomyCategory/ap-2-14-7         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Dystrybutory wody
gid://shopify/TaxonomyCategory/ap-2-14-8         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Miski, podajniki karmy i poidełka dla zwierząt > Fontanny dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-15           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Akcesoria do transporterów dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-16           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-16-1         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Atestowane transportery do przewozów lotniczych
gid://shopify/TaxonomyCategory/ap-2-16-2         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Transportery plecakowe
gid://shopify/TaxonomyCategory/ap-2-16-3         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Przenoski do samochodu
gid://shopify/TaxonomyCategory/ap-2-16-4         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Przenoski pasujące do mebli
gid://shopify/TaxonomyCategory/ap-2-16-5         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Sztywne transportery
gid://shopify/TaxonomyCategory/ap-2-16-8         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Transportery na kółkach
gid://shopify/TaxonomyCategory/ap-2-16-9         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Chusty i nosidełka
gid://shopify/TaxonomyCategory/ap-2-16-10        : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Miękkie transportery
gid://shopify/TaxonomyCategory/ap-2-16-11        : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Miękkie przenoski
gid://shopify/TaxonomyCategory/ap-2-16-12        : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Transportery i przenoski dla zwierząt > Transportery na kołach
gid://shopify/TaxonomyCategory/ap-2-17           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-17-1         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Bezpieczne obroże z rozpinaną klamrą
gid://shopify/TaxonomyCategory/ap-2-17-2         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Obroże przeciwpchelne
gid://shopify/TaxonomyCategory/ap-2-17-3         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Obroże GPS
gid://shopify/TaxonomyCategory/ap-2-17-4         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Uprzęże
gid://shopify/TaxonomyCategory/ap-2-17-5         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Obroże LED
gid://shopify/TaxonomyCategory/ap-2-17-6         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Obroże martingale
gid://shopify/TaxonomyCategory/ap-2-17-7         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Spersonalizowane obroże z identyfikatorem
gid://shopify/TaxonomyCategory/ap-2-17-8         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Standardowe obroże
gid://shopify/TaxonomyCategory/ap-2-17-9         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Obroże treningowe i zaciskowe
gid://shopify/TaxonomyCategory/ap-2-17-10        : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Obroże i szelki dla zwierząt > Kamizelki
gid://shopify/TaxonomyCategory/ap-2-18           : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Systemy ogrodzeń dla zwierząt
gid://shopify/TaxonomyCategory/ap-2-18-1         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Systemy ogrodzeń dla zwierząt > Niewidzialne ogrodzenia elektroniczne
gid://shopify/TaxonomyCategory/ap-2-18-2         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Systemy ogrodzeń dla zwierząt > Kojce i klatki
gid://shopify/TaxonomyCategory/ap-2-18-3         : Zwierzęta i artykuły dla zwierząt > Artykuły dla zwierząt > Systemy ogrodzeń dla zwierząt > Zagrody do ćwiczeń
