# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-brilledesign
gid://shopify/TaxonomyAttribute/7044  : Overfladetekstur på bold
gid://shopify/TaxonomyAttribute/7045  : Boldoverfladetype
gid://shopify/TaxonomyAttribute/6283  : Ballastmateriale
gid://shopify/TaxonomyAttribute/8051  : Konfiguration af ballonet
gid://shopify/TaxonomyAttribute/8993  : Ballonlukning/ventiltype
gid://shopify/TaxonomyAttribute/8994  : Ballonsæts finish
gid://shopify/TaxonomyAttribute/2505  : Ballonsæt medfølger
gid://shopify/TaxonomyAttribute/8995  : Materiale til ballonsæt
gid://shopify/TaxonomyAttribute/2506  : Ballonform
gid://shopify/TaxonomyAttribute/7621  : Bananvariant
gid://shopify/TaxonomyAttribute/2242  : Båndstyrke
gid://shopify/TaxonomyAttribute/5123  : Bandageform
gid://shopify/TaxonomyAttribute/8996  : Banjotrommetype
gid://shopify/TaxonomyAttribute/8997  : Banjohalsmateriale
gid://shopify/TaxonomyAttribute/8998  : Konfiguration af banjo-pickup
gid://shopify/TaxonomyAttribute/8999  : Banjos ringmateriale
gid://shopify/TaxonomyAttribute/9000  : Type af banjoens tone ring
gid://shopify/TaxonomyAttribute/9001  : Type stemmemekanik på banjo
gid://shopify/TaxonomyAttribute/9002  : Autentificering og gradueringsklassificering af pengesedler
gid://shopify/TaxonomyAttribute/9003  : Seddelkvalitet
gid://shopify/TaxonomyAttribute/9004  : Type af pengeseddelholder
gid://shopify/TaxonomyAttribute/9005  : Seddelmateriale
gid://shopify/TaxonomyAttribute/9006  : Pengesedlens sikkerhedsfunktioner
gid://shopify/TaxonomyAttribute/9007  : Type af serienummer på pengesedlen
gid://shopify/TaxonomyAttribute/2507  : Bannerdesign
gid://shopify/TaxonomyAttribute/9008  : Placering af bannervisning
gid://shopify/TaxonomyAttribute/9009  : Type beslag til ophængning af banner
gid://shopify/TaxonomyAttribute/9010  : Bannerbeskedtype
gid://shopify/TaxonomyAttribute/9011  : Bannerform
gid://shopify/TaxonomyAttribute/6867  : Siddebænks konfiguration
gid://shopify/TaxonomyAttribute/7622  : Barovertræk
gid://shopify/TaxonomyAttribute/2860  : Monteringstype for bar
gid://shopify/TaxonomyAttribute/8052  : Barstil
gid://shopify/TaxonomyAttribute/7623  : Stangens tekstur
gid://shopify/TaxonomyAttribute/7046  : Type af modhage
gid://shopify/TaxonomyAttribute/7047  : Vægtstangens overflade
gid://shopify/TaxonomyAttribute/7048  : Riflet mønster på vægtstang
gid://shopify/TaxonomyAttribute/5635  : Formfaktor for stregkodescanner
gid://shopify/TaxonomyAttribute/1902  : Stregkodescannergrænseflade
gid://shopify/TaxonomyAttribute/1903  : Stregkode understøttet
gid://shopify/TaxonomyAttribute/7624  : Egnethed til brug for baristaer
gid://shopify/TaxonomyAttribute/7049  : Stangskinnens konfiguration
gid://shopify/TaxonomyAttribute/1648  : Tøndemateriale
gid://shopify/TaxonomyAttribute/7625  : Tønde- eller fadtype
gid://shopify/TaxonomyAttribute/7050  : Tøndeprofil
gid://shopify/TaxonomyAttribute/5155  : Tøndeform
gid://shopify/TaxonomyAttribute/7051  : Gevindstandard for tønde
gid://shopify/TaxonomyAttribute/3359  : Barudstyrsartikler medfølger
gid://shopify/TaxonomyAttribute/2810  : Barudstyrsmateriale
gid://shopify/TaxonomyAttribute/7052  : Metode til forankring af base
gid://shopify/TaxonomyAttribute/7053  : Basisballastmetode
gid://shopify/TaxonomyAttribute/6868  : Konfiguration af bund
gid://shopify/TaxonomyAttribute/6284  : Grundlæggende funktioner
gid://shopify/TaxonomyAttribute/7054  : Fyldmateriale i base
gid://shopify/TaxonomyAttribute/7626  : Grundingrediens
gid://shopify/TaxonomyAttribute/1660  : Basisolie
gid://shopify/TaxonomyAttribute/8053  : Type af baseolie
gid://shopify/TaxonomyAttribute/1471  : Basissprit
gid://shopify/TaxonomyAttribute/6869  : Bundopbevaringstype
gid://shopify/TaxonomyAttribute/1795  : Basetype
gid://shopify/TaxonomyAttribute/7056  : Godkendelse til baseball- og softball-ligaer
gid://shopify/TaxonomyAttribute/7055  : Type af baseballhandske
gid://shopify/TaxonomyAttribute/6349  : Baseball-legetøjssætkomponenter medfølger
gid://shopify/TaxonomyAttribute/1970  : Baseball/softball-type
gid://shopify/TaxonomyAttribute/7057  : Brug i baseball/softball
gid://shopify/TaxonomyAttribute/7058  : Basepladekonstruktion
gid://shopify/TaxonomyAttribute/2798  : Kurvemateriale
gid://shopify/TaxonomyAttribute/2846  : Basketballudstyr medfølger
gid://shopify/TaxonomyAttribute/7059  : Basketballkurvens tilbehørstype
gid://shopify/TaxonomyAttribute/7060  : Placering af polstring på basketball
gid://shopify/TaxonomyAttribute/7061  : Type af basketballkurv
gid://shopify/TaxonomyAttribute/6350  : Basketballlegetøjets egenskaber
gid://shopify/TaxonomyAttribute/2462  : Konfiguration af basknap
gid://shopify/TaxonomyAttribute/9012  : Materiale til basklarinettens krop
gid://shopify/TaxonomyAttribute/9013  : Basklarinets laveste skrevne tone
gid://shopify/TaxonomyAttribute/9014  : Form på stortrommens beaterhoved
gid://shopify/TaxonomyAttribute/9015  : Materiale til stortrommens beaterskaft
gid://shopify/TaxonomyAttribute/9016  : Indbygget dæmpning til stortrommeskind
gid://shopify/TaxonomyAttribute/9017  : Konfiguration af stortrommeskind
gid://shopify/TaxonomyAttribute/9018  : Overfladefinish på stortrommeskind
gid://shopify/TaxonomyAttribute/9019  : Stortrommens skindtype
gid://shopify/TaxonomyAttribute/9020  : Materiale i stortrommens spændring
gid://shopify/TaxonomyAttribute/9021  : Monteringsstil for stortromme
gid://shopify/TaxonomyAttribute/9022  : Materiale for basharmonikas kam
gid://shopify/TaxonomyAttribute/9023  : Mundstykketype til basmundharmonika
gid://shopify/TaxonomyAttribute/9024  : Materiale i stemmerne på basmundharmonikaen
gid://shopify/TaxonomyAttribute/9025  : Stemningssystem på basmundharmonikaen
gid://shopify/TaxonomyAttribute/9026  : Type af mundrør på basblokfløjten
gid://shopify/TaxonomyAttribute/9027  : Medfølgende tilbehør til basblokfløjte
gid://shopify/TaxonomyAttribute/9028  : Materiale i klapperne på basblokfløjten
gid://shopify/TaxonomyAttribute/9029  : Materiale i basbasunens træk
gid://shopify/TaxonomyAttribute/9030  : Ventilindpakning på basbasun
gid://shopify/TaxonomyAttribute/9031  : Strengtype til bas-ukulele
gid://shopify/TaxonomyAttribute/6870  : Funktioner i tilbehør til vugge og babyseng
gid://shopify/TaxonomyAttribute/9032  : Materiale i fagottens klangstykke
gid://shopify/TaxonomyAttribute/9033  : Mundrør på fagotten
gid://shopify/TaxonomyAttribute/9034  : Fagottkassens overfladetype
gid://shopify/TaxonomyAttribute/9035  : Materiale i fagottens klaviatur
gid://shopify/TaxonomyAttribute/9036  : Modelniveau for fagot
gid://shopify/TaxonomyAttribute/9037  : Fagottens spilleniveau
gid://shopify/TaxonomyAttribute/9038  : Skrabestil til fagotblad
gid://shopify/TaxonomyAttribute/9039  : Farve på fagotbladets tråd
gid://shopify/TaxonomyAttribute/9040  : Type af fagotrørblad
gid://shopify/TaxonomyAttribute/9041  : Fagottsystem
gid://shopify/TaxonomyAttribute/5705  : Stegesprøjtes spidstype
gid://shopify/TaxonomyAttribute/7062  : Batkonstruktion
gid://shopify/TaxonomyAttribute/7063  : Grebsstørrelse battet er kompatibelt med
gid://shopify/TaxonomyAttribute/2845  : Batmateriale
gid://shopify/TaxonomyAttribute/1209  : Batstandard
gid://shopify/TaxonomyAttribute/6351  : Interaktive funktioner i badebog
gid://shopify/TaxonomyAttribute/5238  : Badebørstetype
gid://shopify/TaxonomyAttribute/6352  : Badekarsboblemaskinens egenskaber
gid://shopify/TaxonomyAttribute/6353  : Badefarvekridtets egenskaber
gid://shopify/TaxonomyAttribute/6354  : Sprøjtemønster til badekarsprøjte
gid://shopify/TaxonomyAttribute/6355  : Badelegetøj med støbt afløbsdesign
gid://shopify/TaxonomyAttribute/6356  : Badelegetøjets funktion til vandleg
gid://shopify/TaxonomyAttribute/5706  : Badeværelsestilbehør medfølger
gid://shopify/TaxonomyAttribute/5707  : Kompatibilitet med badeværelsestilbehør
gid://shopify/TaxonomyAttribute/3319  : Møbelartikler til badeværelse medfølger
gid://shopify/TaxonomyAttribute/2141  : Badekarbasedesign
gid://shopify/TaxonomyAttribute/3117  : Funktioner for badekar
gid://shopify/TaxonomyAttribute/2142  : Badekarbundform
gid://shopify/TaxonomyAttribute/2398  : Batongrebsdesign
gid://shopify/TaxonomyAttribute/7064  : Standardstørrelse på dirigentbaton
gid://shopify/TaxonomyAttribute/5708  : Understøttelse af batteribackup
gid://shopify/TaxonomyAttribute/8054  : Certificering/standarder for batterikasse
gid://shopify/TaxonomyAttribute/8055  : Materiale i batterikassens indvendige polstring
gid://shopify/TaxonomyAttribute/1926  : Battericelletype
gid://shopify/TaxonomyAttribute/5577  : Batteriopladningsregulatortype
gid://shopify/TaxonomyAttribute/7065  : Konfiguration af batteri
gid://shopify/TaxonomyAttribute/5574  : Batteristiktype
gid://shopify/TaxonomyAttribute/3087  : Batterifunktioner
gid://shopify/TaxonomyAttribute/8056  : Batterigruppes størrelse
gid://shopify/TaxonomyAttribute/3196  : Batteristyringsfunktioner
gid://shopify/TaxonomyAttribute/5572  : Batterimonteringstype
gid://shopify/TaxonomyAttribute/8057  : Batteriets polaritet
gid://shopify/TaxonomyAttribute/1682  : Batteristørrelse
gid://shopify/TaxonomyAttribute/8058  : Understøttede batteristandarder
gid://shopify/TaxonomyAttribute/1856  : Batteriteknologi
gid://shopify/TaxonomyAttribute/5573  : Batteriterminaltype
gid://shopify/TaxonomyAttribute/1571  : Batteritype
gid://shopify/TaxonomyAttribute/8059  : Batterispændingsklasse
gid://shopify/TaxonomyAttribute/9042  : Formfaktor for batting og fyldmateriale
gid://shopify/TaxonomyAttribute/9043  : Niveau for fyld og udstopning
gid://shopify/TaxonomyAttribute/9044  : Varmeisoleringsniveau for vat og fyldmateriale
gid://shopify/TaxonomyAttribute/7066  : Batting cage-tilbehør medfølger
gid://shopify/TaxonomyAttribute/7067  : Tilbehør til batting-hjelm inkluderet
gid://shopify/TaxonomyAttribute/7068  : Design af en base til batting tee
gid://shopify/TaxonomyAttribute/6357  : Battle top-kompatibilitet til arenaer/stadioner
gid://shopify/TaxonomyAttribute/6358  : Battle top-varer inkluderet
gid://shopify/TaxonomyAttribute/6359  : Battle top-ydeevnetype
gid://shopify/TaxonomyAttribute/9045  : Medfølgende tilbehør fra Bayan
gid://shopify/TaxonomyAttribute/9046  : Bayan-tuningssystemtype
gid://shopify/TaxonomyAttribute/6362  : Medfølgende strand- og sandlegetøjsdele
gid://shopify/TaxonomyAttribute/6360  : Badeboldens egenskaber
gid://shopify/TaxonomyAttribute/6361  : Strandspandfunktioner
gid://shopify/TaxonomyAttribute/8060  : Perlebrydertype
gid://shopify/TaxonomyAttribute/7072  : Perlehulsstil
gid://shopify/TaxonomyAttribute/2318  : Perleform
gid://shopify/TaxonomyAttribute/9047  : Perletype
gid://shopify/TaxonomyAttribute/9048  : Perletype (lapudsmykning)
gid://shopify/TaxonomyAttribute/9049  : Projekttype for tilbehør med perler
gid://shopify/TaxonomyAttribute/9050  : Perlenålens fleksibilitet
gid://shopify/TaxonomyAttribute/9051  : Størrelsen på perler i perlemønsteret
gid://shopify/TaxonomyAttribute/9052  : Format for diagram over perlemønster
gid://shopify/TaxonomyAttribute/9053  : Perlemønstersting/-teknik
gid://shopify/TaxonomyAttribute/9054  : Perleteknik/perlesyning
gid://shopify/TaxonomyAttribute/9055  : Fibertype for perletråd
gid://shopify/TaxonomyAttribute/9056  : Perletrådsstørrelse
gid://shopify/TaxonomyAttribute/9057  : Eksempel på brug af perletråd
gid://shopify/TaxonomyAttribute/9058  : Belægningsmateriale på perlewire
gid://shopify/TaxonomyAttribute/9059  : Antal tråde i perletråd
gid://shopify/TaxonomyAttribute/8061  : Beadlock-type
gid://shopify/TaxonomyAttribute/9060  : Stangtype
gid://shopify/TaxonomyAttribute/8062  : Bjælkemønster
gid://shopify/TaxonomyAttribute/7073  : Sækkestolstofmateriale
gid://shopify/TaxonomyAttribute/7627  : Variationer af bønnepasta
gid://shopify/TaxonomyAttribute/7628  : Tilberedning af bønner
gid://shopify/TaxonomyAttribute/7629  : Bønnevariant
gid://shopify/TaxonomyAttribute/6639  : Type af beanie
gid://shopify/TaxonomyAttribute/5196  : Skægplejefordele
gid://shopify/TaxonomyAttribute/7074  : Lejefrirum
gid://shopify/TaxonomyAttribute/7075  : Lejekonstruktionstype
gid://shopify/TaxonomyAttribute/9061  : Type af lejekant
gid://shopify/TaxonomyAttribute/7076  : Lejesmøring
gid://shopify/TaxonomyAttribute/7077  : Lejemateriale
gid://shopify/TaxonomyAttribute/7078  : Lejeklassificering
gid://shopify/TaxonomyAttribute/7079  : Lejetætningskode
gid://shopify/TaxonomyAttribute/7080  : Lejetætningstype
gid://shopify/TaxonomyAttribute/7081  : Type af lejeskjold
gid://shopify/TaxonomyAttribute/7082  : Kode for lejestørrelse
gid://shopify/TaxonomyAttribute/7083  : Lejetype
gid://shopify/TaxonomyAttribute/2401  : Beat-underafdelinger
gid://shopify/TaxonomyAttribute/9062  : Piskehovedmateriale
gid://shopify/TaxonomyAttribute/9063  : Pedalkølle medfølger
gid://shopify/TaxonomyAttribute/6871  : Sengebundstype
gid://shopify/TaxonomyAttribute/5371  : Printfladejusteringstype
gid://shopify/TaxonomyAttribute/5081  : Bækkenfunktioner
gid://shopify/TaxonomyAttribute/5080  : Bækkenhåndtagsstil
gid://shopify/TaxonomyAttribute/1546  : Sengepandetype
gid://shopify/TaxonomyAttribute/6872  : Sengeopbevaringstype
gid://shopify/TaxonomyAttribute/3108  : Funktioner for seng/ramme
gid://shopify/TaxonomyAttribute/1441  : Sengetøj medfølger
gid://shopify/TaxonomyAttribute/1259  : Sengetøjsstørrelse
gid://shopify/TaxonomyAttribute/6873  : Møbelartikler til badeværelse medfølger
gid://shopify/TaxonomyAttribute/6874  : Dele til sminkebord, der følger med
gid://shopify/TaxonomyAttribute/5709  : Sengeskørts hjørnestil
gid://shopify/TaxonomyAttribute/5710  : Sengeskørtstil
gid://shopify/TaxonomyAttribute/5711  : Ølglastype
gid://shopify/TaxonomyAttribute/1453  : Ølstil
gid://shopify/TaxonomyAttribute/1454  : Ølvariant
gid://shopify/TaxonomyAttribute/7630  : Type af ølbaseret cocktail
gid://shopify/TaxonomyAttribute/7631  : Bedevariant
gid://shopify/TaxonomyAttribute/7084  : Klokkeaktiveringsmekanisme
gid://shopify/TaxonomyAttribute/2579  : Klokkedesign
gid://shopify/TaxonomyAttribute/9064  : Koblingshusets dækningsområde
gid://shopify/TaxonomyAttribute/9065  : Klokkemateriale
gid://shopify/TaxonomyAttribute/2580  : Klokkelyd
gid://shopify/TaxonomyAttribute/8063  : Boltmønster til koblingshus
gid://shopify/TaxonomyAttribute/9066  : Bælgmateriale
gid://shopify/TaxonomyAttribute/9067  : Bælgretning
gid://shopify/TaxonomyAttribute/6640  : Type af mavepanel
gid://shopify/TaxonomyAttribute/6641  : Bæltespændetype
gid://shopify/TaxonomyAttribute/5712  : Remprofil
gid://shopify/TaxonomyAttribute/2721  : Bæltetype
gid://shopify/TaxonomyAttribute/6642  : Type af baret
gid://shopify/TaxonomyAttribute/7632  : Bærarter
gid://shopify/TaxonomyAttribute/41    : Bedste anvendelser
gid://shopify/TaxonomyAttribute/7633  : Beta-kaseinvariant
gid://shopify/TaxonomyAttribute/2213  : Fasningstype
gid://shopify/TaxonomyAttribute/1976  : Drikkevareproduktform
gid://shopify/TaxonomyAttribute/7634  : Drikkevares sødmeniveau
gid://shopify/TaxonomyAttribute/5713  : Drikkevarebeholders funktioner
gid://shopify/TaxonomyAttribute/7085  : Graduering på bezel-enheder
gid://shopify/TaxonomyAttribute/1771  : Suttedesign
gid://shopify/TaxonomyAttribute/7086  : Komponenter til cykelbremsesæt, der er inkluderet
gid://shopify/TaxonomyAttribute/1275  : Cykelbremsetype
gid://shopify/TaxonomyAttribute/7087  : Placering af flaskeholderens montering på cyklen
gid://shopify/TaxonomyAttribute/7088  : Placering af cykelcomputerbeslag
gid://shopify/TaxonomyAttribute/3184  : Cykelfunktioner
gid://shopify/TaxonomyAttribute/7089  : Cykelfoldemekanisme
gid://shopify/TaxonomyAttribute/7090  : Cykelstellets udformning
gid://shopify/TaxonomyAttribute/7091  : Type af cykelramme
gid://shopify/TaxonomyAttribute/7092  : Cykelstyrstype
gid://shopify/TaxonomyAttribute/7093  : Konfiguration af cyklens headset
gid://shopify/TaxonomyAttribute/7094  : Cykeltype
gid://shopify/TaxonomyAttribute/7095  : Sikkerhedscertificering for cykellås
gid://shopify/TaxonomyAttribute/7096  : Pedaltype på cykel
gid://shopify/TaxonomyAttribute/7097  : Fremdrivningstype for trehjulet cykel
gid://shopify/TaxonomyAttribute/7098  : Cykelpumpetype
gid://shopify/TaxonomyAttribute/7099  : Monteringstype for cykelholder
gid://shopify/TaxonomyAttribute/7100  : Affjedringstype i cykel
gid://shopify/TaxonomyAttribute/7101  : Dækmønster på cykeldæk
gid://shopify/TaxonomyAttribute/8064  : Tovejsladningsfunktion
gid://shopify/TaxonomyAttribute/8065  : Monteringsstil for cykelstativ
gid://shopify/TaxonomyAttribute/8066  : Vippefunktion til cykelstativ
gid://shopify/TaxonomyAttribute/6643  : Type af bikinitop
gid://shopify/TaxonomyAttribute/7102  : Type af billiardbørste
gid://shopify/TaxonomyAttribute/7103  : Dækning af fingre i billardhandske
gid://shopify/TaxonomyAttribute/7104  : Billiardlommestil
gid://shopify/TaxonomyAttribute/7105  : Type af trekant til billard
gid://shopify/TaxonomyAttribute/7106  : Type af billardbord
gid://shopify/TaxonomyAttribute/7107  : Billarddisciplin
gid://shopify/TaxonomyAttribute/2233  : Form på ringbind
gid://shopify/TaxonomyAttribute/7108  : Standard for bindingskompatibilitet
gid://shopify/TaxonomyAttribute/7109  : Inklusion af bindinger
gid://shopify/TaxonomyAttribute/7110  : Bindingsfastgørelse
gid://shopify/TaxonomyAttribute/7111  : Type af inderstøvle til binding
gid://shopify/TaxonomyAttribute/1319  : Bindingsbeslag
gid://shopify/TaxonomyAttribute/7112  : Bindingsmonteringssystem
gid://shopify/TaxonomyAttribute/7113  : Fastgørelsesposition
gid://shopify/TaxonomyAttribute/7114  : Placering af bindingsrem
gid://shopify/TaxonomyAttribute/2237  : Bindingsstil
gid://shopify/TaxonomyAttribute/6363  : Bingokomponenter medfølger
gid://shopify/TaxonomyAttribute/6364  : Bingo-talinterval
gid://shopify/TaxonomyAttribute/6365  : Bingosættets egenskaber
gid://shopify/TaxonomyAttribute/2959  : Design af kikkerter
gid://shopify/TaxonomyAttribute/4999  : Biometrisk godkendelsesmetode
gid://shopify/TaxonomyAttribute/5638  : Biometriske certificeringer
gid://shopify/TaxonomyAttribute/3122  : Funktioner for tilbehør til biometriske målere
gid://shopify/TaxonomyAttribute/7115  : Monteringsflade til tobenet stativ
gid://shopify/TaxonomyAttribute/3218  : Design af fuglebur/-stativ
gid://shopify/TaxonomyAttribute/3219  : Form for fuglefoder
gid://shopify/TaxonomyAttribute/3220  : Fuglefoderingredienser
gid://shopify/TaxonomyAttribute/3221  : Type af godbidder til fugle
gid://shopify/TaxonomyAttribute/2508  : Fødselsdagslysdesign
gid://shopify/TaxonomyAttribute/3293  : Type af fødselsdagslys
gid://shopify/TaxonomyAttribute/7116  : Fastgørelsestype for bit
gid://shopify/TaxonomyAttribute/7117  : Design af bidets mundstykke
gid://shopify/TaxonomyAttribute/7118  : Type af bidring
gid://shopify/TaxonomyAttribute/3099  : Variant af bitter
gid://shopify/TaxonomyAttribute/7119  : Blæremateriale
gid://shopify/TaxonomyAttribute/7120  : Bladfastgørelsestype
gid://shopify/TaxonomyAttribute/5205  : Klingebelægning
