# Shopify Product Taxonomy - Categories: 2099-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Dyr og tilbehør til kæledyr
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Fisk og vandforsyninger > Fiskefoder > Frossen mad
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Fisk og vandforsyninger > Fiskefoder > Guldfiskefoder
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Fisk og vandforsyninger > Fiskefoder > Levende foder
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Fisk og vandforsyninger > Fiskefoder > Medicineret foder
gid://shopify/TaxonomyCategory/ap-2-5            : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr
gid://shopify/TaxonomyCategory/ap-2-5-1          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > A-rammer
gid://shopify/TaxonomyCategory/ap-2-5-2          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Agility-tunneler
gid://shopify/TaxonomyCategory/ap-2-5-3          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Hunderamper
gid://shopify/TaxonomyCategory/ap-2-5-4          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Hopbarer
gid://shopify/TaxonomyCategory/ap-2-5-5          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Pauseborde
gid://shopify/TaxonomyCategory/ap-2-5-6          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Pæle
gid://shopify/TaxonomyCategory/ap-2-5-7          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Vippebrætter
gid://shopify/TaxonomyCategory/ap-2-5-8          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Udstyr til agilitytræning af kæledyr > Dækspring
gid://shopify/TaxonomyCategory/ap-2-6            : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-1          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Bandanaer til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-2          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Sløjfer og bånd til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-3          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Frakker til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-4          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Halsbånd og snore til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-5          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Kostumer til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-6          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Kjoler til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-7          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Hatte til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-8          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Hættetrøjer til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-9          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Jakker til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-10         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Regnjakker til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-11         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Sikkerhedsveste til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-12         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Tørklæder til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-13         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Trøjer til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-14         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Sko til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-15         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Strømper til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-16         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Solbriller til kæledyr
gid://shopify/TaxonomyCategory/ap-2-6-17         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tøj til kæledyr > Sweatere til kæledyr
gid://shopify/TaxonomyCategory/ap-2-7            : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bøjler til tøj til kæledyr
gid://shopify/TaxonomyCategory/ap-2-8            : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tilbehør til kæledyrssenge
gid://shopify/TaxonomyCategory/ap-2-9            : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr
gid://shopify/TaxonomyCategory/ap-2-9-1          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Kurve
gid://shopify/TaxonomyCategory/ap-2-9-2          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Polstrede senge
gid://shopify/TaxonomyCategory/ap-2-9-3          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Huler
gid://shopify/TaxonomyCategory/ap-2-9-4          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Kølende senge
gid://shopify/TaxonomyCategory/ap-2-9-5          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Donuts
gid://shopify/TaxonomyCategory/ap-2-9-6          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Hængekøjer
gid://shopify/TaxonomyCategory/ap-2-9-7          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Reder
gid://shopify/TaxonomyCategory/ap-2-9-8          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Ortopædiske senge
gid://shopify/TaxonomyCategory/ap-2-9-9          : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Stole til kæledyr
gid://shopify/TaxonomyCategory/ap-2-9-10         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Senge til kæledyr
gid://shopify/TaxonomyCategory/ap-2-9-11         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Pudesenge
gid://shopify/TaxonomyCategory/ap-2-9-12         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Radiatorsenge
gid://shopify/TaxonomyCategory/ap-2-9-13         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Senge til kæledyr > Tårne
gid://shopify/TaxonomyCategory/ap-2-10           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Klokker og vedhæng til kæledyr
gid://shopify/TaxonomyCategory/ap-2-10-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Klokker og vedhæng til kæledyr > Klokker til halsbånd
gid://shopify/TaxonomyCategory/ap-2-10-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Klokker og vedhæng til kæledyr > Vedhæng til halsbånd
gid://shopify/TaxonomyCategory/ap-2-10-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Klokker og vedhæng til kæledyr > Navneskilte til halsbånd
gid://shopify/TaxonomyCategory/ap-2-11           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Biometrisk overvågning af kæledyr
gid://shopify/TaxonomyCategory/ap-2-11-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Biometrisk overvågning af kæledyr > Glucosemålere til kæledyr
gid://shopify/TaxonomyCategory/ap-2-11-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Biometrisk overvågning af kæledyr > Skridttællere til kæledyr
gid://shopify/TaxonomyCategory/ap-2-11-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Biometrisk overvågning af kæledyr > Termometre til kæledyr
gid://shopify/TaxonomyCategory/ap-2-12           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Underlag til skåle til kæledyr
gid://shopify/TaxonomyCategory/ap-2-13           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Holdere til madskåle
gid://shopify/TaxonomyCategory/ap-2-14           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr
gid://shopify/TaxonomyCategory/ap-2-14-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Automatiske foderautomater
gid://shopify/TaxonomyCategory/ap-2-14-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Skåle
gid://shopify/TaxonomyCategory/ap-2-14-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Forhøjede skåle
gid://shopify/TaxonomyCategory/ap-2-14-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Hævede drikkeflasker
gid://shopify/TaxonomyCategory/ap-2-14-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Madskåle til langsom spisning
gid://shopify/TaxonomyCategory/ap-2-14-6         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Rejseskåle
gid://shopify/TaxonomyCategory/ap-2-14-7         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Vanddispenser
gid://shopify/TaxonomyCategory/ap-2-14-8         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Skåle, foderautomater og drikkeflasker til kæledyr > Vandfontæner
gid://shopify/TaxonomyCategory/ap-2-15           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tilbehør til kæledyrstransportbure
gid://shopify/TaxonomyCategory/ap-2-16           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr
gid://shopify/TaxonomyCategory/ap-2-16-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Luftfartsgodkendte transportbokse
gid://shopify/TaxonomyCategory/ap-2-16-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Rygsækbokse
gid://shopify/TaxonomyCategory/ap-2-16-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Bilkasser
gid://shopify/TaxonomyCategory/ap-2-16-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Kasser i møbelstil
gid://shopify/TaxonomyCategory/ap-2-16-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Transportkasser med hårde sider
gid://shopify/TaxonomyCategory/ap-2-16-8         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Rullekasser
gid://shopify/TaxonomyCategory/ap-2-16-9         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Slynger og bærebare kasser
gid://shopify/TaxonomyCategory/ap-2-16-10        : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Transportkasser med bløde sider
gid://shopify/TaxonomyCategory/ap-2-16-11        : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Kasser med bløde sider
gid://shopify/TaxonomyCategory/ap-2-16-12        : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Transportbokse til kæledyr > Kasser på hjul
gid://shopify/TaxonomyCategory/ap-2-17           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr
gid://shopify/TaxonomyCategory/ap-2-17-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Sikkerhedshalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Loppehalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > GPS-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Seler
gid://shopify/TaxonomyCategory/ap-2-17-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > LED-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-6         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Martingale-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-7         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Personlige ID-halsbånd
gid://shopify/TaxonomyCategory/ap-2-17-8         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Standardhalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-9         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Træningshalsbånd
gid://shopify/TaxonomyCategory/ap-2-17-10        : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Halsbånd og seletøj til kæledyr > Veste
gid://shopify/TaxonomyCategory/ap-2-18           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning
gid://shopify/TaxonomyCategory/ap-2-18-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning > Elektroniske usynlige hegn
gid://shopify/TaxonomyCategory/ap-2-18-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning > Indhegninger og bure
gid://shopify/TaxonomyCategory/ap-2-18-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning > Træningsgårde
gid://shopify/TaxonomyCategory/ap-2-18-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning > Hegn og porte
gid://shopify/TaxonomyCategory/ap-2-18-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning > Kenneler
gid://shopify/TaxonomyCategory/ap-2-18-6         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Bure og indhegning > Løbegårde
gid://shopify/TaxonomyCategory/ap-2-19           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Tilbehør til hunde- og kattelemme
gid://shopify/TaxonomyCategory/ap-2-20           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Døre til dyreindgange
gid://shopify/TaxonomyCategory/ap-2-20-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Døre til dyreindgange > Dørmonterede døre
gid://shopify/TaxonomyCategory/ap-2-20-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Døre til dyreindgange > Elektroniske automatiske døre
gid://shopify/TaxonomyCategory/ap-2-20-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Døre til dyreindgange > Glasskydedøre
gid://shopify/TaxonomyCategory/ap-2-20-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Døre til dyreindgange > Vægmonterede døre
gid://shopify/TaxonomyCategory/ap-2-20-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Døre til dyreindgange > Vinduesmonterede døre
gid://shopify/TaxonomyCategory/ap-2-21           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr
gid://shopify/TaxonomyCategory/ap-2-21-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr > Konjunktivitis-behandlinger
gid://shopify/TaxonomyCategory/ap-2-21-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr > Øjenrens
gid://shopify/TaxonomyCategory/ap-2-21-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr > Øjenskylningsløsninger
gid://shopify/TaxonomyCategory/ap-2-21-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr > Øjensmøremidler
gid://shopify/TaxonomyCategory/ap-2-21-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr > Øjenskyller
gid://shopify/TaxonomyCategory/ap-2-21-6         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Øjendråber til kæledyr > Tårepletfjerner
gid://shopify/TaxonomyCategory/ap-2-22           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Førstehjælp til dyr
gid://shopify/TaxonomyCategory/ap-2-22-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Førstehjælp til dyr > Generelle førstehjælpssæt
gid://shopify/TaxonomyCategory/ap-2-22-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Førstehjælp til dyr > Traumesæt
gid://shopify/TaxonomyCategory/ap-2-22-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Førstehjælp til dyr > Førstehjælpssæt til rejsebrug
gid://shopify/TaxonomyCategory/ap-2-23           : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr
gid://shopify/TaxonomyCategory/ap-2-23-1         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr > Loppe- og flåthalsbånd
gid://shopify/TaxonomyCategory/ap-2-23-2         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr > Loppe- og flåtfjernere
gid://shopify/TaxonomyCategory/ap-2-23-3         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr > Loppe- og flåtshampooer
gid://shopify/TaxonomyCategory/ap-2-23-4         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr > Loppe- og flåtspray
gid://shopify/TaxonomyCategory/ap-2-23-5         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr > Loppekamme
gid://shopify/TaxonomyCategory/ap-2-23-6         : Dyr og tilbehør til kæledyr > Tilbehør til kæledyr > Loppemidler og tægemidler til kæledyr > Oral medicin
