# Shopify Product Taxonomy - Categories: 2026-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Živali in pripomočki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-4-12-3       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Preparati za akvarijsko vodo > Sredstva za odstranjevanje glivic in bakterij
gid://shopify/TaxonomyCategory/ap-2-4-12-4       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Preparati za akvarijsko vodo > Odstranjevalci nitratov
gid://shopify/TaxonomyCategory/ap-2-4-12-5       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Preparati za akvarijsko vodo > Sredstva za uravnavanje PH
gid://shopify/TaxonomyCategory/ap-2-4-12-6       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Preparati za akvarijsko vodo > Sredstva za razstrupljanje vode iz pipe
gid://shopify/TaxonomyCategory/ap-2-4-12-7       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Preparati za akvarijsko vodo > Prečiščevalci vode
gid://shopify/TaxonomyCategory/ap-2-4-12-8       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Preparati za akvarijsko vodo > Sredstva za izboljšanje vode
gid://shopify/TaxonomyCategory/ap-2-4-13         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Akvariji
gid://shopify/TaxonomyCategory/ap-2-4-14         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Gnojila za vodne rastline
gid://shopify/TaxonomyCategory/ap-2-4-14-1       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Gnojila za vodne rastline > Gnojila v zrncih
gid://shopify/TaxonomyCategory/ap-2-4-14-2       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Gnojila za vodne rastline > Tekoča gnojila
gid://shopify/TaxonomyCategory/ap-2-4-14-3       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Gnojila za vodne rastline > Gnojila v prahu
gid://shopify/TaxonomyCategory/ap-2-4-14-4       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Gnojila za vodne rastline > Gnojila v obliki tablet
gid://shopify/TaxonomyCategory/ap-2-4-15         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Krmilnice za ribe
gid://shopify/TaxonomyCategory/ap-2-4-16         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe
gid://shopify/TaxonomyCategory/ap-2-4-16-1       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Oblati z algami
gid://shopify/TaxonomyCategory/ap-2-4-16-2       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Hrana za siamske bojne ribice
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Hrana za ciklide
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Suha hrana za ribe
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Liofilizirana hrana
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Zamrznjena hrana
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Hrana za zlate ribice
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Živa hrana
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Pripomočki za ribe in vodne živali > Hrana za ribe > Hrana z zdravili
gid://shopify/TaxonomyCategory/ap-2-5            : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov
gid://shopify/TaxonomyCategory/ap-2-5-1          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Rampe za agility
gid://shopify/TaxonomyCategory/ap-2-5-2          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Agility tuneli
gid://shopify/TaxonomyCategory/ap-2-5-3          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Sprehajalne poti in rampe za pse
gid://shopify/TaxonomyCategory/ap-2-5-4          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Palice za preskoke
gid://shopify/TaxonomyCategory/ap-2-5-5          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Mize za premor
gid://shopify/TaxonomyCategory/ap-2-5-6          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Palice
gid://shopify/TaxonomyCategory/ap-2-5-7          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Ravnotežne deske
gid://shopify/TaxonomyCategory/ap-2-5-8          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oprema za agilnost hišnih ljubljenčkov > Pnevmatike za preskoke
gid://shopify/TaxonomyCategory/ap-2-6            : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-1          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Rutke za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-2          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Pentlje in trakovi za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-3          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Plašči za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-4          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Ovratnice in kravate za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-5          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Kostumi za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-6          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Obleke za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-7          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Pokrivala za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-8          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Puloverji s kapuco za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-9          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Jakne za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-10         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Dežni plašči za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-11         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Rešilni jopiči za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-12         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Šali za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-13         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Majice za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-14         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Obutev za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-15         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Nogavice za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-16         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Sončna očala za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-6-17         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Oblačila za hišne ljubljenčke > Puloverji za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-7            : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Obešalniki za oblačila za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-8            : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Dodatki za ležišča za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-9            : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-9-1          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Košare
gid://shopify/TaxonomyCategory/ap-2-9-2          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Ležišča z vzglavniki
gid://shopify/TaxonomyCategory/ap-2-9-3          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Hiške za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-9-4          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Hladilna ležišča
gid://shopify/TaxonomyCategory/ap-2-9-5          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Okrogla ležišča
gid://shopify/TaxonomyCategory/ap-2-9-6          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Viseče mreže
gid://shopify/TaxonomyCategory/ap-2-9-7          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Gnezda
gid://shopify/TaxonomyCategory/ap-2-9-8          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Ortopedska ležišča
gid://shopify/TaxonomyCategory/ap-2-9-9          : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Stoli za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-9-10         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Ležalniki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-9-11         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Ležišča z blazinami
gid://shopify/TaxonomyCategory/ap-2-9-12         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Ležišča za radiator
gid://shopify/TaxonomyCategory/ap-2-9-13         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Ležišča za hišne ljubljenčke > Stolpi
gid://shopify/TaxonomyCategory/ap-2-10           : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Zvončki in obeski za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-10-1         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Zvončki in obeski za hišne ljubljenčke > Zvončki za ovratnice
gid://shopify/TaxonomyCategory/ap-2-10-2         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Zvončki in obeski za hišne ljubljenčke > Obeski za ovratnice
gid://shopify/TaxonomyCategory/ap-2-10-3         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Zvončki in obeski za hišne ljubljenčke > Obeski z identifikacijsko oznako
gid://shopify/TaxonomyCategory/ap-2-11           : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Biometrični monitorji za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-11-1         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Biometrični monitorji za hišne ljubljenčke > Merilniki glukoze v krvi za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-11-2         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Biometrični monitorji za hišne ljubljenčke > Merilniki korakov za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-11-3         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Biometrični monitorji za hišne ljubljenčke > Termometri za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-12           : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Podloge za skledo za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-13           : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Stojala za skledo za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-14           : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Sklede, krmilniki in vodni napajalniki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/ap-2-14-1         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Sklede, krmilniki in vodni napajalniki za hišne ljubljenčke > Avtomatski krmilniki
gid://shopify/TaxonomyCategory/ap-2-14-2         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Sklede, krmilniki in vodni napajalniki za hišne ljubljenčke > Sklede
gid://shopify/TaxonomyCategory/ap-2-14-3         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Sklede, krmilniki in vodni napajalniki za hišne ljubljenčke > Dvignjene sklede
gid://shopify/TaxonomyCategory/ap-2-14-4         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Sklede, krmilniki in vodni napajalniki za hišne ljubljenčke > Gravitacijski napajalniki
gid://shopify/TaxonomyCategory/ap-2-14-5         : Živali in pripomočki za hišne ljubljenčke > Pripomočki za hišne ljubljenčke > Sklede, krmilniki in vodni napajalniki za hišne ljubljenčke > Sklede za počasno hranjenje
