# Shopify Product Taxonomy - Categories: 2025-05-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Articoli per animali
gid://shopify/TaxonomyCategory/ap-2-6-5          : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Costumi per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-6          : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Abiti per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-7          : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Cappelli per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-8          : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Felpe con cappuccio per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-9          : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Giacche per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-10         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Cappotti antipioggia per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-11         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Gilet di sicurezza per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-12         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Sciarpe per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-13         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Camicie per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-14         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Scarpe per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-15         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Calzini per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-16         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Occhiali da sole per animali domestici
gid://shopify/TaxonomyCategory/ap-2-6-17         : Articoli per animali > Animali domestici - Articoli > Abbigliamento per animali domestici > Maglioni per animali domestici
gid://shopify/TaxonomyCategory/ap-2-7            : Articoli per animali > Animali domestici - Articoli > Grucce per abbigliamento per animali domestici
gid://shopify/TaxonomyCategory/ap-2-8            : Articoli per animali > Animali domestici - Articoli > Accessori per lettini per animali domestici
gid://shopify/TaxonomyCategory/ap-2-9            : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici
gid://shopify/TaxonomyCategory/ap-2-9-1          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Cesti
gid://shopify/TaxonomyCategory/ap-2-9-2          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Letti di sostegno
gid://shopify/TaxonomyCategory/ap-2-9-3          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Grotte
gid://shopify/TaxonomyCategory/ap-2-9-4          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Lettini di raffreddamento
gid://shopify/TaxonomyCategory/ap-2-9-5          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Ciambelle
gid://shopify/TaxonomyCategory/ap-2-9-6          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Amache
gid://shopify/TaxonomyCategory/ap-2-9-7          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Nidi
gid://shopify/TaxonomyCategory/ap-2-9-8          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Letti ortopedici
gid://shopify/TaxonomyCategory/ap-2-9-9          : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Sedie per animali domestici
gid://shopify/TaxonomyCategory/ap-2-9-10         : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Culle per animali domestici
gid://shopify/TaxonomyCategory/ap-2-9-11         : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Letti con cuscini
gid://shopify/TaxonomyCategory/ap-2-9-12         : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Letti per radiatori
gid://shopify/TaxonomyCategory/ap-2-9-13         : Articoli per animali > Animali domestici - Articoli > Lettini per animali domestici > Torri
gid://shopify/TaxonomyCategory/ap-2-10           : Articoli per animali > Animali domestici - Articoli > Campanelli/ciondoli animali
gid://shopify/TaxonomyCategory/ap-2-10-1         : Articoli per animali > Animali domestici - Articoli > Campanelli/ciondoli animali > Campane a collare
gid://shopify/TaxonomyCategory/ap-2-10-2         : Articoli per animali > Animali domestici - Articoli > Campanelli/ciondoli animali > Ciondoli per collare
gid://shopify/TaxonomyCategory/ap-2-10-3         : Articoli per animali > Animali domestici - Articoli > Campanelli/ciondoli animali > Ciondoli con targhetta identificativa
gid://shopify/TaxonomyCategory/ap-2-11           : Articoli per animali > Animali domestici - Articoli > Monitor biometrici per animali domestici
gid://shopify/TaxonomyCategory/ap-2-11-1         : Articoli per animali > Animali domestici - Articoli > Monitor biometrici per animali domestici > Misuratori di glicemia per animali
gid://shopify/TaxonomyCategory/ap-2-11-2         : Articoli per animali > Animali domestici - Articoli > Monitor biometrici per animali domestici > Contapassi per animali domestici
gid://shopify/TaxonomyCategory/ap-2-11-3         : Articoli per animali > Animali domestici - Articoli > Monitor biometrici per animali domestici > Termometri per animali
gid://shopify/TaxonomyCategory/ap-2-12           : Articoli per animali > Animali domestici - Articoli > Tappetini per ciotole per animali domestici
gid://shopify/TaxonomyCategory/ap-2-13           : Articoli per animali > Animali domestici - Articoli > Supporti per ciotole per animali domestici
gid://shopify/TaxonomyCategory/ap-2-14           : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici
gid://shopify/TaxonomyCategory/ap-2-14-1         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Alimentatori automatici
gid://shopify/TaxonomyCategory/ap-2-14-2         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Recipienti
gid://shopify/TaxonomyCategory/ap-2-14-3         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Ciotole rialzate
gid://shopify/TaxonomyCategory/ap-2-14-4         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Alimentatori a gravità
gid://shopify/TaxonomyCategory/ap-2-14-5         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Ciotole ad alimentazione lenta
gid://shopify/TaxonomyCategory/ap-2-14-6         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Ciotole da viaggio
gid://shopify/TaxonomyCategory/ap-2-14-7         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Distributori d'acqua
gid://shopify/TaxonomyCategory/ap-2-14-8         : Articoli per animali > Animali domestici - Articoli > Ciotole, distributori di cibo, distributori di acqua per animali domestici > Fontane d'acqua
gid://shopify/TaxonomyCategory/ap-2-15           : Articoli per animali > Animali domestici - Articoli > Accessori per trasportini e gabbie per animali domestici
gid://shopify/TaxonomyCategory/ap-2-16           : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici
gid://shopify/TaxonomyCategory/ap-2-16-1         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Trasportini approvati per i viaggi aerei
gid://shopify/TaxonomyCategory/ap-2-16-2         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Portazaini
gid://shopify/TaxonomyCategory/ap-2-16-3         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Gabbie per auto
gid://shopify/TaxonomyCategory/ap-2-16-4         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Gabbie in stile mobile
gid://shopify/TaxonomyCategory/ap-2-16-5         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Trasportatori rigidi
gid://shopify/TaxonomyCategory/ap-2-16-8         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Portaerei girevoli
gid://shopify/TaxonomyCategory/ap-2-16-9         : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Imbracature e marsupi indossabili
gid://shopify/TaxonomyCategory/ap-2-16-10        : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Trasportatori con lato morbido
gid://shopify/TaxonomyCategory/ap-2-16-11        : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Gabbie con lato morbido
gid://shopify/TaxonomyCategory/ap-2-16-12        : Articoli per animali > Animali domestici - Articoli > Gabbie e trasportini per animali domestici > Trasportatori a ruote
gid://shopify/TaxonomyCategory/ap-2-17           : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici
gid://shopify/TaxonomyCategory/ap-2-17-1         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari antistrappo e di sicurezza
gid://shopify/TaxonomyCategory/ap-2-17-2         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari antipulci
gid://shopify/TaxonomyCategory/ap-2-17-3         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari GPS
gid://shopify/TaxonomyCategory/ap-2-17-4         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Imbracature
gid://shopify/TaxonomyCategory/ap-2-17-5         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari LED
gid://shopify/TaxonomyCategory/ap-2-17-6         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari Martingala
gid://shopify/TaxonomyCategory/ap-2-17-7         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari identificativi personalizzati
gid://shopify/TaxonomyCategory/ap-2-17-8         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari standard
gid://shopify/TaxonomyCategory/ap-2-17-9         : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Collari da addestramento, soffocamento e pizzicamento
gid://shopify/TaxonomyCategory/ap-2-17-10        : Articoli per animali > Animali domestici - Articoli > Collari e pettorine per animali domestici > Gilet
gid://shopify/TaxonomyCategory/ap-2-18           : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali
gid://shopify/TaxonomyCategory/ap-2-18-1         : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali > Recinzioni elettroniche invisibili
gid://shopify/TaxonomyCategory/ap-2-18-2         : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali > Recinti e gabbie
gid://shopify/TaxonomyCategory/ap-2-18-3         : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali > Penne per esercizi
gid://shopify/TaxonomyCategory/ap-2-18-4         : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali > Recinzioni e cancelli
gid://shopify/TaxonomyCategory/ap-2-18-5         : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali > Canili
gid://shopify/TaxonomyCategory/ap-2-18-6         : Articoli per animali > Animali domestici - Articoli > Sistemi di contenimento per animali > Box
gid://shopify/TaxonomyCategory/ap-2-19           : Articoli per animali > Animali domestici - Articoli > Accessori per porte basculanti per animali domestici
gid://shopify/TaxonomyCategory/ap-2-20           : Articoli per animali > Animali domestici - Articoli > Porte basculanti per animali
gid://shopify/TaxonomyCategory/ap-2-20-1         : Articoli per animali > Animali domestici - Articoli > Porte basculanti per animali > Porte montate su porta
gid://shopify/TaxonomyCategory/ap-2-20-2         : Articoli per animali > Animali domestici - Articoli > Porte basculanti per animali > Porte automatiche elettroniche
gid://shopify/TaxonomyCategory/ap-2-20-3         : Articoli per animali > Animali domestici - Articoli > Porte basculanti per animali > Porte scorrevoli in vetro
gid://shopify/TaxonomyCategory/ap-2-20-4         : Articoli per animali > Animali domestici - Articoli > Porte basculanti per animali > Porte a muro
gid://shopify/TaxonomyCategory/ap-2-20-5         : Articoli per animali > Animali domestici - Articoli > Porte basculanti per animali > Porte montate su finestra
gid://shopify/TaxonomyCategory/ap-2-21           : Articoli per animali > Animali domestici - Articoli > Gocce e colliri per animali domestici
gid://shopify/TaxonomyCategory/ap-2-21-1         : Articoli per animali > Animali domestici - Articoli > Gocce e colliri per animali domestici > Trattamenti per la congiuntivite
gid://shopify/TaxonomyCategory/ap-2-21-2         : Articoli per animali > Animali domestici - Articoli > Gocce e colliri per animali domestici > Detergenti per gli occhi
gid://shopify/TaxonomyCategory/ap-2-21-3         : Articoli per animali > Animali domestici - Articoli > Gocce e colliri per animali domestici > Soluzioni per l'irrigazione oculare
