# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3Dメガネのフィットデザイン
gid://shopify/TaxonomyAttribute/2505  : 風船・バルーンセットのアイテム (詳細)
gid://shopify/TaxonomyAttribute/8995  : バルーンキットの素材
gid://shopify/TaxonomyAttribute/2506  : 風船・バルーンの形
gid://shopify/TaxonomyAttribute/7621  : バナナの種類
gid://shopify/TaxonomyAttribute/2242  : バンドの強度
gid://shopify/TaxonomyAttribute/5123  : 包帯形状
gid://shopify/TaxonomyAttribute/8996  : Banjoヘッドタイプ
gid://shopify/TaxonomyAttribute/8997  : バンジョーネック素材
gid://shopify/TaxonomyAttribute/8998  : Banjo受取設定
gid://shopify/TaxonomyAttribute/8999  : Banjoリム素材
gid://shopify/TaxonomyAttribute/9000  : Banjoトーンリングタイプ
gid://shopify/TaxonomyAttribute/9001  : Banjoチューニングマシンタイプ
gid://shopify/TaxonomyAttribute/9002  : 紙幣の認証／格付け
gid://shopify/TaxonomyAttribute/9003  : 紙幣グレード
gid://shopify/TaxonomyAttribute/9004  : 紙幣ホルダータイプ
gid://shopify/TaxonomyAttribute/9005  : 紙幣素材
gid://shopify/TaxonomyAttribute/9006  : 紙幣セキュリティ機能
gid://shopify/TaxonomyAttribute/9007  : 紙幣のシリアル番号タイプ
gid://shopify/TaxonomyAttribute/2507  : バナーの種類
gid://shopify/TaxonomyAttribute/9008  : バナー表示位置
gid://shopify/TaxonomyAttribute/9009  : バナー吊り下げハードウェアタイプ
gid://shopify/TaxonomyAttribute/9010  : バナーメッセージタイプ
gid://shopify/TaxonomyAttribute/9011  : バナーのShapes
gid://shopify/TaxonomyAttribute/6867  : バンケット構造
gid://shopify/TaxonomyAttribute/7622  : バーコーティング
gid://shopify/TaxonomyAttribute/2860  : バー取付タイプ
gid://shopify/TaxonomyAttribute/8052  : バーパッドスタイル
gid://shopify/TaxonomyAttribute/7623  : バーのテクスチャ
gid://shopify/TaxonomyAttribute/7046  : バーブタイプ
gid://shopify/TaxonomyAttribute/7047  : バーベルフィニッシュ
gid://shopify/TaxonomyAttribute/7048  : バーベルのローレット加工パターン
gid://shopify/TaxonomyAttribute/5635  : バーコードスキャナーフォームファクター
gid://shopify/TaxonomyAttribute/1902  : バーコードリーダースタンド
gid://shopify/TaxonomyAttribute/1903  : バーコード対応
gid://shopify/TaxonomyAttribute/7624  : バリスタとしての適性
gid://shopify/TaxonomyAttribute/7049  : バーレール構造
gid://shopify/TaxonomyAttribute/1648  : パイプの素材
gid://shopify/TaxonomyAttribute/7625  : 樽またはカスクタイプ
gid://shopify/TaxonomyAttribute/7050  : 樽プロファイル
gid://shopify/TaxonomyAttribute/5155  : バレル形状
gid://shopify/TaxonomyAttribute/7051  : バレルスレッド標準
gid://shopify/TaxonomyAttribute/3359  : バーウェアアイテムが含まれています
gid://shopify/TaxonomyAttribute/2810  : バーウェア素材
gid://shopify/TaxonomyAttribute/7052  : 土台固定方法
gid://shopify/TaxonomyAttribute/7053  : 土台バラスト方式
gid://shopify/TaxonomyAttribute/6868  : ベース構造
gid://shopify/TaxonomyAttribute/6284  : ベースの機能
gid://shopify/TaxonomyAttribute/7054  : 土台充填材
gid://shopify/TaxonomyAttribute/7626  : 土台原料
gid://shopify/TaxonomyAttribute/1660  : ベースオイル
gid://shopify/TaxonomyAttribute/8053  : 基油タイプ
gid://shopify/TaxonomyAttribute/1471  : ベーススピリット
gid://shopify/TaxonomyAttribute/6869  : ベース収納タイプ
gid://shopify/TaxonomyAttribute/1795  : ベースタイプ
gid://shopify/TaxonomyAttribute/7056  : 野球＆ソフトボールリーグ認定
gid://shopify/TaxonomyAttribute/7055  : 野球グローブタイプ
gid://shopify/TaxonomyAttribute/6349  : 野球トイセットコンポーネント付き
gid://shopify/TaxonomyAttribute/1970  : 野球/ソフトボール用ボールの種類
gid://shopify/TaxonomyAttribute/7057  : 野球／ソフトボールの使用役割
gid://shopify/TaxonomyAttribute/7058  : ベースプレートの構造
gid://shopify/TaxonomyAttribute/2798  : バスケット材質
gid://shopify/TaxonomyAttribute/2846  : バスケットボール用品を含む
gid://shopify/TaxonomyAttribute/7059  : バスケットボールフープ用アクセサリータイプ
gid://shopify/TaxonomyAttribute/7060  : バスケットボール余白位置
gid://shopify/TaxonomyAttribute/7061  : バスケットボールのリムタイプ
gid://shopify/TaxonomyAttribute/6350  : バスケットボールのおもちゃ機能
gid://shopify/TaxonomyAttribute/2462  : ベースボタンの構成
gid://shopify/TaxonomyAttribute/9012  : バスクラリネット本体の素材
gid://shopify/TaxonomyAttribute/9013  : バスクラリネットの最低音
gid://shopify/TaxonomyAttribute/9014  : バスドラムビーターヘッドのShapes
gid://shopify/TaxonomyAttribute/9015  : バスドラムビーターシャフトの素材
gid://shopify/TaxonomyAttribute/9016  : バスドラムヘッド内蔵ミュート機能
gid://shopify/TaxonomyAttribute/9017  : バスドラムヘッドの構造
gid://shopify/TaxonomyAttribute/9018  : バスドラムヘッドの表面仕上げ
gid://shopify/TaxonomyAttribute/9019  : バスドラムヘッドタイプ
gid://shopify/TaxonomyAttribute/9020  : バスドラムのフープ素材
gid://shopify/TaxonomyAttribute/9021  : バスドラムの取り付け方法
gid://shopify/TaxonomyAttribute/9022  : バスハーモニカコーム素材
gid://shopify/TaxonomyAttribute/9023  : ベースハーモニカマウスピーススタイル
gid://shopify/TaxonomyAttribute/9024  : ベースハーモニカのリード素材
gid://shopify/TaxonomyAttribute/9025  : ベースハーモニカのチューニングシステム
gid://shopify/TaxonomyAttribute/9026  : バスリコーダーのボーカルタイプ
gid://shopify/TaxonomyAttribute/9027  : ベースリコーダーに含まれるアクセサリー
gid://shopify/TaxonomyAttribute/9028  : バスリコーダーのキーワーク素材
gid://shopify/TaxonomyAttribute/9029  : バストロンボーンのスライド素材
gid://shopify/TaxonomyAttribute/9030  : バストロンボーンのバルブラップスタイル
gid://shopify/TaxonomyAttribute/9031  : ベースウクレレストリングタイプ
gid://shopify/TaxonomyAttribute/6870  : バシネット・ゆりかごアクセサリー機能
gid://shopify/TaxonomyAttribute/9032  : ファゴットのベルの素材
gid://shopify/TaxonomyAttribute/9033  : ファゴットのボーカルシステム
gid://shopify/TaxonomyAttribute/9034  : ファゴットケースシェルタイプ
gid://shopify/TaxonomyAttribute/9035  : ファゴットキーワーク素材
gid://shopify/TaxonomyAttribute/9036  : ファゴットモデルレベル
gid://shopify/TaxonomyAttribute/9037  : ファゴットのパフォーマンスレベル
gid://shopify/TaxonomyAttribute/9038  : ファゴットのリードをこするスタイル
gid://shopify/TaxonomyAttribute/9039  : ファゴットリードスレッド色
gid://shopify/TaxonomyAttribute/9040  : ファゴットのリードタイプ
gid://shopify/TaxonomyAttribute/9041  : ファゴットシステム
gid://shopify/TaxonomyAttribute/5705  : ベイスター先端の種類
gid://shopify/TaxonomyAttribute/7062  : バット構造
gid://shopify/TaxonomyAttribute/7063  : バットハンドルサイズ互換性
gid://shopify/TaxonomyAttribute/2845  : バット材質
gid://shopify/TaxonomyAttribute/1209  : バット規格
gid://shopify/TaxonomyAttribute/6351  : バスブックのインタラクティブ機能
gid://shopify/TaxonomyAttribute/5238  : バスブラシスタイル
gid://shopify/TaxonomyAttribute/6352  : バスバブルマシンの機能
gid://shopify/TaxonomyAttribute/6353  : バスクレヨン機能
gid://shopify/TaxonomyAttribute/6354  : バス用水鉄砲の噴射パターン
gid://shopify/TaxonomyAttribute/6355  : お風呂用おもちゃ成形排水口設計
gid://shopify/TaxonomyAttribute/6356  : お風呂のおもちゃ、水遊びFunctions
gid://shopify/TaxonomyAttribute/5706  : バスルームアクセサリー付属
gid://shopify/TaxonomyAttribute/5707  : バスルームアクセサリーの互換性
gid://shopify/TaxonomyAttribute/3319  : バスルーム家具付き
gid://shopify/TaxonomyAttribute/2141  : バスタブの台座の種類
gid://shopify/TaxonomyAttribute/3117  : バスタブの特徴
gid://shopify/TaxonomyAttribute/2142  : バスタブのエプロンの形状
gid://shopify/TaxonomyAttribute/2398  : バトンのグリップの種類
gid://shopify/TaxonomyAttribute/7064  : バトンサイズ標準
gid://shopify/TaxonomyAttribute/5708  : バッテリーバックアップのサポート
gid://shopify/TaxonomyAttribute/8054  : バッテリーケースの認証／規格
gid://shopify/TaxonomyAttribute/8055  : バッテリーケース内部余白素材
gid://shopify/TaxonomyAttribute/1926  : バッテリー電池種別
gid://shopify/TaxonomyAttribute/5577  : バッテリー充電コントローラータイプ
gid://shopify/TaxonomyAttribute/7065  : バッテリー構造
gid://shopify/TaxonomyAttribute/5574  : バッテリーコネクタータイプ
gid://shopify/TaxonomyAttribute/3087  : バッテリー機能
gid://shopify/TaxonomyAttribute/8056  : バッテリーグループサイズ
gid://shopify/TaxonomyAttribute/3196  : バッテリ管理機能
gid://shopify/TaxonomyAttribute/5572  : バッテリー取り付けタイプ
gid://shopify/TaxonomyAttribute/8057  : バッテリーの極性
gid://shopify/TaxonomyAttribute/1682  : バッテリーサイズ
gid://shopify/TaxonomyAttribute/8058  : 対応バッテリー規格
gid://shopify/TaxonomyAttribute/1856  : バッテリー技術
gid://shopify/TaxonomyAttribute/5573  : バッテリー端子タイプ
gid://shopify/TaxonomyAttribute/1571  : バッテリータイプ
gid://shopify/TaxonomyAttribute/8059  : バッテリー電圧クラス
gid://shopify/TaxonomyAttribute/9042  : 詰め物と中綿のフォームファクター
gid://shopify/TaxonomyAttribute/9043  : 詰め物と中綿Loftレベル
gid://shopify/TaxonomyAttribute/9044  : 詰め物と中綿の断熱レベル
gid://shopify/TaxonomyAttribute/7066  : バッティングケージコンポーネント付き
gid://shopify/TaxonomyAttribute/7067  : バッティングヘルメットアクセサリー付き
gid://shopify/TaxonomyAttribute/7068  : バッティングティーのベースデザイン
gid://shopify/TaxonomyAttribute/6357  : バトルトップアリーナ／スタジアム対応
gid://shopify/TaxonomyAttribute/6358  : バトルトップアイテム付き
gid://shopify/TaxonomyAttribute/6359  : バトルトップパフォーマンスタイプ
gid://shopify/TaxonomyAttribute/9045  : バヤンに含まれるアクセサリー
gid://shopify/TaxonomyAttribute/9046  : バヤンチューニングシステムタイプ
gid://shopify/TaxonomyAttribute/6362  : ビーチ＆砂遊びアイテム付き
gid://shopify/TaxonomyAttribute/6360  : ビーチボール機能
gid://shopify/TaxonomyAttribute/6361  : ビーチバケツ機能
gid://shopify/TaxonomyAttribute/8060  : ビードブレーカータイプ
gid://shopify/TaxonomyAttribute/7072  : ビーズホールスタイル
gid://shopify/TaxonomyAttribute/2318  : ビーズの形
gid://shopify/TaxonomyAttribute/9047  : ビーズタイプ
gid://shopify/TaxonomyAttribute/9048  : ビーズタイプ（パッチ装飾）
gid://shopify/TaxonomyAttribute/9049  : ビーズアクセサリーのプロジェクトタイプ
gid://shopify/TaxonomyAttribute/9050  : ビーズ針の柔軟性
gid://shopify/TaxonomyAttribute/9051  : ビーズ模様のビーズサイズ
gid://shopify/TaxonomyAttribute/9052  : ビーズ編みパターンチャート形式
gid://shopify/TaxonomyAttribute/9053  : ビーズ模様のステッチ／技法
gid://shopify/TaxonomyAttribute/9054  : ビーズ細工の技法／ステッチ
gid://shopify/TaxonomyAttribute/9055  : ビーディングスレッドファイバータイプ
gid://shopify/TaxonomyAttribute/9056  : ビーズ糸サイズ
gid://shopify/TaxonomyAttribute/9057  : ビーズスレッド使用ケース
gid://shopify/TaxonomyAttribute/9058  : ビーズワイヤーコーティング素材
gid://shopify/TaxonomyAttribute/9059  : ビーズ用ワイヤーの撚り数
gid://shopify/TaxonomyAttribute/8061  : ビードロックタイプ
gid://shopify/TaxonomyAttribute/9060  : ビーム素材
gid://shopify/TaxonomyAttribute/8062  : ビームパターン
gid://shopify/TaxonomyAttribute/7073  : ビーズバッグの生地素材
gid://shopify/TaxonomyAttribute/7627  : 豆ペーストの種類
gid://shopify/TaxonomyAttribute/7628  : 豆の準備
gid://shopify/TaxonomyAttribute/7629  : 豆の種類
gid://shopify/TaxonomyAttribute/6639  : ビーニースタイル
gid://shopify/TaxonomyAttribute/5196  : ひげケア効果
gid://shopify/TaxonomyAttribute/7074  : ベアリングクリアランス
gid://shopify/TaxonomyAttribute/7075  : ベアリング構造タイプ
gid://shopify/TaxonomyAttribute/9061  : ベアリングエッジタイプ
gid://shopify/TaxonomyAttribute/7076  : ベアリング潤滑
gid://shopify/TaxonomyAttribute/7077  : ベアリング素材
gid://shopify/TaxonomyAttribute/7078  : ベアリング定格
gid://shopify/TaxonomyAttribute/7079  : ベアリングシールコード
gid://shopify/TaxonomyAttribute/7080  : ベアリングシールタイプ
gid://shopify/TaxonomyAttribute/7081  : ベアリングシールドタイプ
gid://shopify/TaxonomyAttribute/7082  : ベアリングサイズコード
gid://shopify/TaxonomyAttribute/7083  : ベアリングタイプ
gid://shopify/TaxonomyAttribute/2401  : ビート細分化
gid://shopify/TaxonomyAttribute/9062  : ビーターヘッド素材
gid://shopify/TaxonomyAttribute/9063  : ビーター付き
gid://shopify/TaxonomyAttribute/6871  : ベッドベースタイプ
gid://shopify/TaxonomyAttribute/5371  : ベッドレベリングタイプ
gid://shopify/TaxonomyAttribute/5081  : 便器機能
gid://shopify/TaxonomyAttribute/5080  : 便器ハンドルスタイル
gid://shopify/TaxonomyAttribute/1546  : 便器の種類
gid://shopify/TaxonomyAttribute/6872  : ベッド収納タイプ
gid://shopify/TaxonomyAttribute/3108  : ベッド/フレーム機能
gid://shopify/TaxonomyAttribute/1441  : 寝具の内容
gid://shopify/TaxonomyAttribute/1259  : ベッドサイズ
gid://shopify/TaxonomyAttribute/6873  : ベッドルーム家具付き
gid://shopify/TaxonomyAttribute/6874  : 寝室の洗面化粧台アイテム付き
gid://shopify/TaxonomyAttribute/5709  : ベッドスカートのコーナースタイル
gid://shopify/TaxonomyAttribute/5710  : ベッドスカートのスタイル
gid://shopify/TaxonomyAttribute/5711  : ビールグラスの種類
gid://shopify/TaxonomyAttribute/1453  : ビールの特性
gid://shopify/TaxonomyAttribute/1454  : ビールの種類
gid://shopify/TaxonomyAttribute/7630  : ビールベースのカクテルの種類
gid://shopify/TaxonomyAttribute/7631  : ビールの種類
gid://shopify/TaxonomyAttribute/7084  : ベル作動方法
gid://shopify/TaxonomyAttribute/2579  : ベルデザイン
gid://shopify/TaxonomyAttribute/9064  : ベルガードのカバーエリア
gid://shopify/TaxonomyAttribute/9065  : ベル素材
gid://shopify/TaxonomyAttribute/2580  : ベルの音
gid://shopify/TaxonomyAttribute/8063  : ベルハウジングのボルトパターン
gid://shopify/TaxonomyAttribute/9066  : ベローズ素材
gid://shopify/TaxonomyAttribute/9067  : ベローズの向き
gid://shopify/TaxonomyAttribute/6640  : 腹部パネルスタイル
gid://shopify/TaxonomyAttribute/6641  : ベルトバックルタイプ
gid://shopify/TaxonomyAttribute/5712  : ベルトのプロファイル
