# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : ペット・ペット用品
gid://shopify/TaxonomyCategory/ap-2-9-4          : ペット・ペット用品 > ペット用品 > ペット用ベッド > クーリングベッド
gid://shopify/TaxonomyCategory/ap-2-9-5          : ペット・ペット用品 > ペット用品 > ペット用ベッド > ドーナツ
gid://shopify/TaxonomyCategory/ap-2-9-6          : ペット・ペット用品 > ペット用品 > ペット用ベッド > ハンモック
gid://shopify/TaxonomyCategory/ap-2-9-7          : ペット・ペット用品 > ペット用品 > ペット用ベッド > ネスト
gid://shopify/TaxonomyCategory/ap-2-9-8          : ペット・ペット用品 > ペット用品 > ペット用ベッド > オーソペディックベッド
gid://shopify/TaxonomyCategory/ap-2-9-9          : ペット・ペット用品 > ペット用品 > ペット用ベッド > ペットチェア
gid://shopify/TaxonomyCategory/ap-2-9-10         : ペット・ペット用品 > ペット用品 > ペット用ベッド > ペット用折りたたみ式ベッド
gid://shopify/TaxonomyCategory/ap-2-9-11         : ペット・ペット用品 > ペット用品 > ペット用ベッド > ピローベッド
gid://shopify/TaxonomyCategory/ap-2-9-12         : ペット・ペット用品 > ペット用品 > ペット用ベッド > ラジエーターベッド
gid://shopify/TaxonomyCategory/ap-2-9-13         : ペット・ペット用品 > ペット用品 > ペット用ベッド > タワー
gid://shopify/TaxonomyCategory/ap-2-10           : ペット・ペット用品 > ペット用品 > ペット用鈴・チャーム
gid://shopify/TaxonomyCategory/ap-2-10-1         : ペット・ペット用品 > ペット用品 > ペット用鈴・チャーム > 鈴付き首輪
gid://shopify/TaxonomyCategory/ap-2-10-2         : ペット・ペット用品 > ペット用品 > ペット用鈴・チャーム > 首輪チャーム
gid://shopify/TaxonomyCategory/ap-2-10-3         : ペット・ペット用品 > ペット用品 > ペット用鈴・チャーム > IDタグチャーム
gid://shopify/TaxonomyCategory/ap-2-11           : ペット・ペット用品 > ペット用品 > ペット向け医療用測定器
gid://shopify/TaxonomyCategory/ap-2-11-1         : ペット・ペット用品 > ペット用品 > ペット向け医療用測定器 > ペット用血糖測定器
gid://shopify/TaxonomyCategory/ap-2-11-2         : ペット・ペット用品 > ペット用品 > ペット向け医療用測定器 > ペット用歩数計
gid://shopify/TaxonomyCategory/ap-2-11-3         : ペット・ペット用品 > ペット用品 > ペット向け医療用測定器 > ペット用体温計
gid://shopify/TaxonomyCategory/ap-2-12           : ペット・ペット用品 > ペット用品 > ペット用ランチョンマット
gid://shopify/TaxonomyCategory/ap-2-13           : ペット・ペット用品 > ペット用品 > ペット用食器台
gid://shopify/TaxonomyCategory/ap-2-14           : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器
gid://shopify/TaxonomyCategory/ap-2-14-1         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > 自動フィーダー
gid://shopify/TaxonomyCategory/ap-2-14-2         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > ボウル
gid://shopify/TaxonomyCategory/ap-2-14-3         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > エレベーテッドボウル
gid://shopify/TaxonomyCategory/ap-2-14-4         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > 重力フィーダー
gid://shopify/TaxonomyCategory/ap-2-14-5         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > スローフィーダーボウル
gid://shopify/TaxonomyCategory/ap-2-14-6         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > トラベル用ボウル
gid://shopify/TaxonomyCategory/ap-2-14-7         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > ウォーターサーバー
gid://shopify/TaxonomyCategory/ap-2-14-8         : ペット・ペット用品 > ペット用品 > ペット用食器・給餌給水器 > ウォーターファウンテン
gid://shopify/TaxonomyCategory/ap-2-15           : ペット・ペット用品 > ペット用品 > ペット キャリー/ペット クレート用アクセサリー
gid://shopify/TaxonomyCategory/ap-2-16           : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート
gid://shopify/TaxonomyCategory/ap-2-16-1         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > 航空旅行認定キャリー
gid://shopify/TaxonomyCategory/ap-2-16-2         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > バックパックキャリー
gid://shopify/TaxonomyCategory/ap-2-16-3         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > 車用クレート
gid://shopify/TaxonomyCategory/ap-2-16-4         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > 家具スタイルのクレート
gid://shopify/TaxonomyCategory/ap-2-16-5         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > ハードサイドキャリー
gid://shopify/TaxonomyCategory/ap-2-16-8         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > ローリングキャリー
gid://shopify/TaxonomyCategory/ap-2-16-9         : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > 抱っこ紐
gid://shopify/TaxonomyCategory/ap-2-16-10        : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > ソフトサイドキャリー
gid://shopify/TaxonomyCategory/ap-2-16-11        : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > ソフトサイドクレート
gid://shopify/TaxonomyCategory/ap-2-16-12        : ペット・ペット用品 > ペット用品 > ペット用キャリー・クレート > ホイール付きキャリー
gid://shopify/TaxonomyCategory/ap-2-17           : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス
gid://shopify/TaxonomyCategory/ap-2-17-1         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > 離脱・安全首輪
gid://shopify/TaxonomyCategory/ap-2-17-2         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > ノミ取り首輪
gid://shopify/TaxonomyCategory/ap-2-17-3         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > GPS首輪
gid://shopify/TaxonomyCategory/ap-2-17-4         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > ハーネス型
gid://shopify/TaxonomyCategory/ap-2-17-5         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > LED首輪
gid://shopify/TaxonomyCategory/ap-2-17-6         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > マーチンゲール首輪
gid://shopify/TaxonomyCategory/ap-2-17-7         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > パーソナライズID首輪
gid://shopify/TaxonomyCategory/ap-2-17-8         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > 標準首輪
gid://shopify/TaxonomyCategory/ap-2-17-9         : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > トレーニング・チョーク・ピンチ首輪
gid://shopify/TaxonomyCategory/ap-2-17-10        : ペット・ペット用品 > ペット用品 > ペット用首輪・ハーネス > ベスト
gid://shopify/TaxonomyCategory/ap-2-18           : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート
gid://shopify/TaxonomyCategory/ap-2-18-1         : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート > 電気目に見えないフェンス
gid://shopify/TaxonomyCategory/ap-2-18-2         : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート > 封じ込め・ケージ
gid://shopify/TaxonomyCategory/ap-2-18-3         : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート > エクササイズサークル
gid://shopify/TaxonomyCategory/ap-2-18-4         : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート > フェンス・ゲート
gid://shopify/TaxonomyCategory/ap-2-18-5         : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート > 犬小屋
gid://shopify/TaxonomyCategory/ap-2-18-6         : ペット・ペット用品 > ペット用品 > ペット用フェンス・ゲート > プレイサークル
gid://shopify/TaxonomyCategory/ap-2-19           : ペット・ペット用品 > ペット用品 > ペットドア関連用品
gid://shopify/TaxonomyCategory/ap-2-20           : ペット・ペット用品 > ペット用品 > ペットドア
gid://shopify/TaxonomyCategory/ap-2-20-1         : ペット・ペット用品 > ペット用品 > ペットドア > ドアに取り付けるペットドア
gid://shopify/TaxonomyCategory/ap-2-20-2         : ペット・ペット用品 > ペット用品 > ペットドア > 電気自動ドア
gid://shopify/TaxonomyCategory/ap-2-20-3         : ペット・ペット用品 > ペット用品 > ペットドア > ガラス引き戸
gid://shopify/TaxonomyCategory/ap-2-20-4         : ペット・ペット用品 > ペット用品 > ペットドア > 壁付けペットドア
gid://shopify/TaxonomyCategory/ap-2-20-5         : ペット・ペット用品 > ペット用品 > ペットドア > 窓に取り付けるペットドア
gid://shopify/TaxonomyCategory/ap-2-21           : ペット・ペット用品 > ペット用品 > ペット用目薬
gid://shopify/TaxonomyCategory/ap-2-21-1         : ペット・ペット用品 > ペット用品 > ペット用目薬 > 結膜炎の治療
gid://shopify/TaxonomyCategory/ap-2-21-2         : ペット・ペット用品 > ペット用品 > ペット用目薬 > アイクリーナー
gid://shopify/TaxonomyCategory/ap-2-21-3         : ペット・ペット用品 > ペット用品 > ペット用目薬 > 眼洗浄ソリューション
gid://shopify/TaxonomyCategory/ap-2-21-4         : ペット・ペット用品 > ペット用品 > ペット用目薬 > 潤滑点眼液
gid://shopify/TaxonomyCategory/ap-2-21-5         : ペット・ペット用品 > ペット用品 > ペット用目薬 > 洗眼剤
gid://shopify/TaxonomyCategory/ap-2-21-6         : ペット・ペット用品 > ペット用品 > ペット用目薬 > 涙やけ除去剤
gid://shopify/TaxonomyCategory/ap-2-22           : ペット・ペット用品 > ペット用品 > ペット用救急セット
gid://shopify/TaxonomyCategory/ap-2-22-1         : ペット・ペット用品 > ペット用品 > ペット用救急セット > 一般救急セット
gid://shopify/TaxonomyCategory/ap-2-22-2         : ペット・ペット用品 > ペット用品 > ペット用救急セット > トラウマキット
gid://shopify/TaxonomyCategory/ap-2-22-3         : ペット・ペット用品 > ペット用品 > ペット用救急セット > トラベル用救急セット
gid://shopify/TaxonomyCategory/ap-2-23           : ペット・ペット用品 > ペット用品 > ペット用ノミ対策
gid://shopify/TaxonomyCategory/ap-2-23-1         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > ノミ・ダニ取り首輪
gid://shopify/TaxonomyCategory/ap-2-23-2         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > ノミ・ダニ取り噴霧器
gid://shopify/TaxonomyCategory/ap-2-23-3         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > ノミ・ダニ取りシャンプー
gid://shopify/TaxonomyCategory/ap-2-23-4         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > ノミ・ダニ予防スプレー
gid://shopify/TaxonomyCategory/ap-2-23-5         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > ノミ取り櫛
gid://shopify/TaxonomyCategory/ap-2-23-6         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > 内服薬
gid://shopify/TaxonomyCategory/ap-2-23-7         : ペット・ペット用品 > ペット用品 > ペット用ノミ対策 > スポットトリートメント
gid://shopify/TaxonomyCategory/ap-2-24           : ペット・ペット用品 > ペット用品 > ペットフード保存容器
gid://shopify/TaxonomyCategory/ap-2-24-1         : ペット・ペット用品 > ペット用品 > ペットフード保存容器 > 缶カバー
gid://shopify/TaxonomyCategory/ap-2-24-2         : ペット・ペット用品 > ペット用品 > ペットフード保存容器 > 食品保存箱
gid://shopify/TaxonomyCategory/ap-2-24-3         : ペット・ペット用品 > ペット用品 > ペットフード保存容器 > 食品保存容器
gid://shopify/TaxonomyCategory/ap-2-25           : ペット・ペット用品 > ペット用品 > ペットフード用スプーン
gid://shopify/TaxonomyCategory/ap-2-26           : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品
gid://shopify/TaxonomyCategory/ap-2-26-1         : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ
gid://shopify/TaxonomyCategory/ap-2-26-1-1       : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ > ブラシ
gid://shopify/TaxonomyCategory/ap-2-26-1-2       : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ > 櫛
gid://shopify/TaxonomyCategory/ap-2-26-1-3       : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ > 抜け毛防止
gid://shopify/TaxonomyCategory/ap-2-26-1-4       : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ > グローブ
gid://shopify/TaxonomyCategory/ap-2-26-1-5       : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ > グルーマー
gid://shopify/TaxonomyCategory/ap-2-26-1-6       : ペット・ペット用品 > ペット用品 > ペット用グルーミング用品 > ペット用くし・ブラシ > トリミングナイフ
