# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : การออกแบบการสวมใส่แว่น 3D
gid://shopify/TaxonomyAttribute/1426  : ประเภทการก่อสร้างกันสาด
gid://shopify/TaxonomyAttribute/2823  : การออกแบบกันสาด
gid://shopify/TaxonomyAttribute/5699  : ประเภทการใช้งานกันสาด
gid://shopify/TaxonomyAttribute/7024  : ความเข้ากันได้ของเพลา
gid://shopify/TaxonomyAttribute/7069  : ประเภทการทำงานของปืนบีบี
gid://shopify/TaxonomyAttribute/7070  : ขนาดลำกล้องปืนบีบีกัน
gid://shopify/TaxonomyAttribute/7071  : ประเภทชิ้นส่วนปืนบีบีกัน
gid://shopify/TaxonomyAttribute/1836  : ประเภท BIOS
gid://shopify/TaxonomyAttribute/1759  : บรรจุภัณฑ์เครื่องดื่มสำหรับทารก
gid://shopify/TaxonomyAttribute/1758  : รสชาติอาหารทารก
gid://shopify/TaxonomyAttribute/1761  : รูปแบบสูตรทารก
gid://shopify/TaxonomyAttribute/1717  : รวมรายการของขวัญเด็กทารก
gid://shopify/TaxonomyAttribute/1720  : รวมรายการสินค้าเพื่อสุขภาพทารก
gid://shopify/TaxonomyAttribute/3026  : คุณลักษณะของเครื่องเบบี้มอนิเตอร์
gid://shopify/TaxonomyAttribute/1762  : รสชาติของว่างสำหรับทารก
gid://shopify/TaxonomyAttribute/1763  : เนื้อสัมผัสของว่างสำหรับทารก
gid://shopify/TaxonomyAttribute/2997  : คุณลักษณะเสื้อผ้าเด็กทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/3029  : คุณลักษณะด้านความปลอดภัยของอุปกรณ์สำหรับทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/3103  : คุณลักษณะของเฟอร์นิเจอร์สำหรับทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/3318  : รวมเฟอร์นิเจอร์สำหรับทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/3254  : สไตล์หมวกสำหรับทารกและเด็กเล็ก
gid://shopify/TaxonomyAttribute/3247  : สไตล์เครื่องถุงเท้าสำหรับทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/3107  : คุณลักษณะที่นั่งสำหรับทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/3246  : สไตล์ชุดนอนทารก/เด็กเล็ก
gid://shopify/TaxonomyAttribute/8986  : วัสดุด้านหลังและด้านข้าง
gid://shopify/TaxonomyAttribute/8985  : ประเภทคานหลัง
gid://shopify/TaxonomyAttribute/6636  : ดีไซน์ด้านหลัง
gid://shopify/TaxonomyAttribute/6866  : ประเภทแผงด้านหลัง
gid://shopify/TaxonomyAttribute/1531  : ประเภทส่วนท้าย
gid://shopify/TaxonomyAttribute/5329  : วัสดุแป้นบาสเกตบอล
gid://shopify/TaxonomyAttribute/2047  : การออกแบบพื้นหลัง
gid://shopify/TaxonomyAttribute/2185  : วัสดุแผ่นรองรับ
gid://shopify/TaxonomyAttribute/8987  : ประเภทการยึดติด
gid://shopify/TaxonomyAttribute/5617  : ประเภทแบ็คไลท์
gid://shopify/TaxonomyAttribute/1527  : ประเภทพนักพิง
gid://shopify/TaxonomyAttribute/8048  : ตำแหน่งติดตั้งกล้องมองหลัง
gid://shopify/TaxonomyAttribute/8049  : อินเทอร์เฟซวิดีโอของกล้องมองหลัง
gid://shopify/TaxonomyAttribute/7025  : อุปกรณ์ที่รวมมาในชุดแบดมินตัน
gid://shopify/TaxonomyAttribute/7026  : วิธีการยึดติดชิ้นส่วนในงานทำกระเป๋า
gid://shopify/TaxonomyAttribute/5700  : รูปแบบตัวล็อคกระเป๋า
gid://shopify/TaxonomyAttribute/2958  : การปิดกระเป๋า
gid://shopify/TaxonomyAttribute/5701  : รูปแบบถุง
gid://shopify/TaxonomyAttribute/8989  : วัสดุหุ้มกระเป๋า
gid://shopify/TaxonomyAttribute/6637  : การตกแต่งกระเป๋า
gid://shopify/TaxonomyAttribute/7027  : วัสดุยัดภายในกระเป๋า
gid://shopify/TaxonomyAttribute/5702  : ฉนวนกันความร้อนของกระเป๋า
gid://shopify/TaxonomyAttribute/8990  : วัสดุของกระเป๋า
gid://shopify/TaxonomyAttribute/7028  : ระดับการรองรับแรงกระแทกของกระเป๋า
gid://shopify/TaxonomyAttribute/6638  : ตัวบ่งชี้ขนาดกระเป๋า
gid://shopify/TaxonomyAttribute/2222  : ประเภทสายรัดกระเป๋า
gid://shopify/TaxonomyAttribute/3365  : สไตล์กระเป๋า
gid://shopify/TaxonomyAttribute/2725  : ประเภทกระเป๋า
gid://shopify/TaxonomyAttribute/3006  : คุณลักษณะกระเป๋า/เคส
gid://shopify/TaxonomyAttribute/2784  : วัสดุสำหรับกระเป๋า/เคส
gid://shopify/TaxonomyAttribute/3258  : คุณลักษณะการจัดเก็บสำหรับกระเป๋า/เคส
gid://shopify/TaxonomyAttribute/8988  : รูปแบบการพกพากระเป๋า/เคส
gid://shopify/TaxonomyAttribute/7619  : ขนาดเบเกิล
gid://shopify/TaxonomyAttribute/8991  : อุปกรณ์เสริมสำหรับปี่สกอตที่รวมอยู่ด้วย
gid://shopify/TaxonomyAttribute/8992  : โหมดการเล่นปี่สก็อต
gid://shopify/TaxonomyAttribute/7029  : ความเข้ากันได้ของเหยื่อ
gid://shopify/TaxonomyAttribute/7030  : ชนิดของเหยื่อตกปลา
gid://shopify/TaxonomyAttribute/3100  : รวมอุปกรณ์เบเกอรี่
gid://shopify/TaxonomyAttribute/3360  : รวมอุปกรณ์ทำเบเกอรี่
gid://shopify/TaxonomyAttribute/1394  : ชิ้นส่วนอุปกรณ์ที่ใช้ในการอบที่รวมอยู่
gid://shopify/TaxonomyAttribute/2813  : รูปทรงอุปกรณ์ทำเบเกอรี่
gid://shopify/TaxonomyAttribute/7620  : รูปแบบช็อกโกแลตชิปสำหรับการอบ
gid://shopify/TaxonomyAttribute/5703  : ขนาดของถ้วยรองอบ
gid://shopify/TaxonomyAttribute/1486  : วัตถุประสงค์ในการอบ
gid://shopify/TaxonomyAttribute/2812  : วัสดุสำหรับถาดอบขนม
gid://shopify/TaxonomyAttribute/5704  : รูปแบบของถาดอบ
gid://shopify/TaxonomyAttribute/7031  : รูปแบบของบอร์ดทรงตัว
gid://shopify/TaxonomyAttribute/7032  : อุปกรณ์เสริมที่รวมมากับเบาะทรงตัว
gid://shopify/TaxonomyAttribute/8050  : ประเภทการทรงตัว
gid://shopify/TaxonomyAttribute/6346  : สิ่งที่มีในเกมลูกบอลและถ้วย
gid://shopify/TaxonomyAttribute/7033  : วัสดุยางในลูกบอล
gid://shopify/TaxonomyAttribute/7034  : การรับรองลูกบอล
gid://shopify/TaxonomyAttribute/7035  : โครงสร้างลูกบอล
gid://shopify/TaxonomyAttribute/7036  : โครงสร้างแกนกลางลูกบอล
gid://shopify/TaxonomyAttribute/7037  : ประเภทแกนกลางลูกบอล
gid://shopify/TaxonomyAttribute/7038  : สถานะการเจาะลูกบอล
gid://shopify/TaxonomyAttribute/7039  : ประเภทที่วางลูกบอล
gid://shopify/TaxonomyAttribute/2844  : วัสดุสำหรับลูกบอล
gid://shopify/TaxonomyAttribute/6347  : พื้นผิวของลูกบอลในบ่อบอล
gid://shopify/TaxonomyAttribute/6348  : คุณสมบัติเพื่อความปลอดภัยของบ่อบอล
gid://shopify/TaxonomyAttribute/7040  : ประเภทอุปกรณ์เสริมที่สูบลมลูกบอล
gid://shopify/TaxonomyAttribute/7041  : กลไกการส่งลูกบอลกลับ
gid://shopify/TaxonomyAttribute/7042  : ประเภทการส่งลูกบอลกลับ
gid://shopify/TaxonomyAttribute/1206  : ขนาดลูกบอล
gid://shopify/TaxonomyAttribute/7043  : ระดับความเร็วของลูกบอล
gid://shopify/TaxonomyAttribute/7044  : ลวดลายพื้นผิวลูกบอล
gid://shopify/TaxonomyAttribute/7045  : ประเภทพื้นผิวลูกบอล
gid://shopify/TaxonomyAttribute/6283  : วัสดุถ่วงน้ำหนัก
gid://shopify/TaxonomyAttribute/8051  : รูปแบบของระบบบอลโลเน็ต
gid://shopify/TaxonomyAttribute/8993  : ประเภทการปิดผนึก/วาล์วของบอลลูน
gid://shopify/TaxonomyAttribute/8994  : พื้นผิวของชุดบอลลูน
