# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Potreby pre zvieratá a domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-4-12-7       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Postupy ošetrenia vody v akváriu > Čističe vody
gid://shopify/TaxonomyCategory/ap-2-4-12-8       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Postupy ošetrenia vody v akváriu > Zmäkčovače vody
gid://shopify/TaxonomyCategory/ap-2-4-13         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Akváriá
gid://shopify/TaxonomyCategory/ap-2-4-14         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Hnojivá pre vodné rastliny
gid://shopify/TaxonomyCategory/ap-2-4-14-1       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Hnojivá pre vodné rastliny > Granulované hnojivá
gid://shopify/TaxonomyCategory/ap-2-4-14-2       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Hnojivá pre vodné rastliny > Tekuté hnojivá
gid://shopify/TaxonomyCategory/ap-2-4-14-3       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Hnojivá pre vodné rastliny > Práškové hnojivá
gid://shopify/TaxonomyCategory/ap-2-4-14-4       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Hnojivá pre vodné rastliny > Tabletové hnojivá
gid://shopify/TaxonomyCategory/ap-2-4-15         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Kŕmidlá pre ryby
gid://shopify/TaxonomyCategory/ap-2-4-16         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby
gid://shopify/TaxonomyCategory/ap-2-4-16-1       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Oblátky z rias
gid://shopify/TaxonomyCategory/ap-2-4-16-2       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Krmivo Betta
gid://shopify/TaxonomyCategory/ap-2-4-16-3       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Krmivo pre cichlidovité ryby
gid://shopify/TaxonomyCategory/ap-2-4-16-4       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Suché krmivo pre ryby
gid://shopify/TaxonomyCategory/ap-2-4-16-5       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Lyofilizované krmivo
gid://shopify/TaxonomyCategory/ap-2-4-16-6       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Mrazené krmivo
gid://shopify/TaxonomyCategory/ap-2-4-16-7       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Krmivo pre karasa zlatého
gid://shopify/TaxonomyCategory/ap-2-4-16-8       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Živé krmivo
gid://shopify/TaxonomyCategory/ap-2-4-16-9       : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Potreby pre rybička a akváriá > Krmivo pre ryby > Liečivé krmivo
gid://shopify/TaxonomyCategory/ap-2-5            : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-5-1          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > A-rámy
gid://shopify/TaxonomyCategory/ap-2-5-2          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Agility tunely
gid://shopify/TaxonomyCategory/ap-2-5-3          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Rampy pre psov
gid://shopify/TaxonomyCategory/ap-2-5-4          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Tyče na preskakovanie
gid://shopify/TaxonomyCategory/ap-2-5-5          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Oddychové stoly
gid://shopify/TaxonomyCategory/ap-2-5-6          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Stĺpy
gid://shopify/TaxonomyCategory/ap-2-5-7          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Balančné dosky
gid://shopify/TaxonomyCategory/ap-2-5-8          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Agility vybavenie pre domácich miláčikov > Skoky cez koleso
gid://shopify/TaxonomyCategory/ap-2-6            : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-1          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Šatky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-2          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Mašle a stuhy pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-3          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Kabáty pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-4          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Obojky a kravaty pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-5          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Kostýmy pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-6          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Šaty pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-7          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Klobúky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-8          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Mikiny s kapucňou pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-9          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Bundy pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-10         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Plášte do dažďa pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-11         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Bezpečnostné vesty pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-12         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Šály pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-13         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Tričká pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-14         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Topánky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-15         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Ponožky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-16         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Slnečné okuliare pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-6-17         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Oblečenie pre domácich miláčikov > Svetre pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-7            : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Vešiaky na oblečenie pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-8            : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Posteľná bielizeň pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-9            : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-9-1          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Koše
gid://shopify/TaxonomyCategory/ap-2-9-2          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Pelechy
gid://shopify/TaxonomyCategory/ap-2-9-3          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Jaskyne
gid://shopify/TaxonomyCategory/ap-2-9-4          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Chladiace lôžka
gid://shopify/TaxonomyCategory/ap-2-9-5          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Pelechy v tvare šišky
gid://shopify/TaxonomyCategory/ap-2-9-6          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Hojdacie siete
gid://shopify/TaxonomyCategory/ap-2-9-7          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Hniezda
gid://shopify/TaxonomyCategory/ap-2-9-8          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Ortopedické postele
gid://shopify/TaxonomyCategory/ap-2-9-9          : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Stoličky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-9-10         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Postieľky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-9-11         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Vankúšové postele
gid://shopify/TaxonomyCategory/ap-2-9-12         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Pelechy na radiátore
gid://shopify/TaxonomyCategory/ap-2-9-13         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Postele pre domácich miláčikov > Veže
gid://shopify/TaxonomyCategory/ap-2-10           : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Zvončeky a prívesky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-10-1         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Zvončeky a prívesky pre domácich miláčikov > Zvončeky na obojku
gid://shopify/TaxonomyCategory/ap-2-10-2         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Zvončeky a prívesky pre domácich miláčikov > Prívesky na obojku
gid://shopify/TaxonomyCategory/ap-2-10-3         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Zvončeky a prívesky pre domácich miláčikov > Prívesky s ID údajmi
gid://shopify/TaxonomyCategory/ap-2-11           : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Biometrické monitory pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-11-1         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Biometrické monitory pre domácich miláčikov > Glukomery pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-11-2         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Biometrické monitory pre domácich miláčikov > Krokomery pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-11-3         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Biometrické monitory pre domácich miláčikov > Teplomery pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-12           : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Podložky pod misky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-13           : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Stojany na misky pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-14           : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov
gid://shopify/TaxonomyCategory/ap-2-14-1         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Automatické dávkovače krmiva
gid://shopify/TaxonomyCategory/ap-2-14-2         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Misky
gid://shopify/TaxonomyCategory/ap-2-14-3         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Vyvýšené misky
gid://shopify/TaxonomyCategory/ap-2-14-4         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Gravitačné dávkovače krmiva
gid://shopify/TaxonomyCategory/ap-2-14-5         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Misky s pomalým dávkovaním krmiva
gid://shopify/TaxonomyCategory/ap-2-14-6         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Cestovné misky
gid://shopify/TaxonomyCategory/ap-2-14-7         : Potreby pre zvieratá a domácich miláčikov > Potreby pre domácich miláčikov > Misky, kŕmidlá a napájadlá pre domácich miláčikov > Dávkovače vody
