# Shopify Product Taxonomy - Categories: 2025-04
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Állatok és kisállatkellékek
gid://shopify/TaxonomyCategory/ap-2-5-6          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatmozgékonyság-felszerelés > Oszlopok
gid://shopify/TaxonomyCategory/ap-2-5-7          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatmozgékonyság-felszerelés > Hintatáblák
gid://shopify/TaxonomyCategory/ap-2-5-8          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatmozgékonyság-felszerelés > Gumiabroncsugrók
gid://shopify/TaxonomyCategory/ap-2-6            : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat
gid://shopify/TaxonomyCategory/ap-2-6-1          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatkendők
gid://shopify/TaxonomyCategory/ap-2-6-2          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatmasnik és -szalagok
gid://shopify/TaxonomyCategory/ap-2-6-3          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatkabátok
gid://shopify/TaxonomyCategory/ap-2-6-4          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat-nyakörvek és -nyakkendők
gid://shopify/TaxonomyCategory/ap-2-6-5          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat-jelmezek
gid://shopify/TaxonomyCategory/ap-2-6-6          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatruhák
gid://shopify/TaxonomyCategory/ap-2-6-7          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatkalapok
gid://shopify/TaxonomyCategory/ap-2-6-8          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat kapucnis pulóverek
gid://shopify/TaxonomyCategory/ap-2-6-9          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatdzsekik
gid://shopify/TaxonomyCategory/ap-2-6-10         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat-esőkabátok
gid://shopify/TaxonomyCategory/ap-2-6-11         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat biztonsági mellények
gid://shopify/TaxonomyCategory/ap-2-6-12         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatsálak
gid://shopify/TaxonomyCategory/ap-2-6-13         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatingek
gid://shopify/TaxonomyCategory/ap-2-6-14         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatcipők
gid://shopify/TaxonomyCategory/ap-2-6-15         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállatzoknik
gid://shopify/TaxonomyCategory/ap-2-6-16         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat-napszemüvegek
gid://shopify/TaxonomyCategory/ap-2-6-17         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-ruházat > Háziállat-pulóverek
gid://shopify/TaxonomyCategory/ap-2-7            : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatruházati vállfák
gid://shopify/TaxonomyCategory/ap-2-8            : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágy-kiegészítők
gid://shopify/TaxonomyCategory/ap-2-9            : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak
gid://shopify/TaxonomyCategory/ap-2-9-1          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Kosarak
gid://shopify/TaxonomyCategory/ap-2-9-2          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Párnás ágyak
gid://shopify/TaxonomyCategory/ap-2-9-3          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Barlangok
gid://shopify/TaxonomyCategory/ap-2-9-4          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Hűtőágyak
gid://shopify/TaxonomyCategory/ap-2-9-5          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Fánkok
gid://shopify/TaxonomyCategory/ap-2-9-6          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Függőágyak
gid://shopify/TaxonomyCategory/ap-2-9-7          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Fészkek
gid://shopify/TaxonomyCategory/ap-2-9-8          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Ortopéd ágyak
gid://shopify/TaxonomyCategory/ap-2-9-9          : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Háziállatszékek
gid://shopify/TaxonomyCategory/ap-2-9-10         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Háziállatfekhelyek
gid://shopify/TaxonomyCategory/ap-2-9-11         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Párnás ágyak
gid://shopify/TaxonomyCategory/ap-2-9-12         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Radiátoros ágyak
gid://shopify/TaxonomyCategory/ap-2-9-13         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatágyak > Tornyok
gid://shopify/TaxonomyCategory/ap-2-10           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatcsengők és -nyakékek
gid://shopify/TaxonomyCategory/ap-2-10-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatcsengők és -nyakékek > Nyakörves csengők
gid://shopify/TaxonomyCategory/ap-2-10-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatcsengők és -nyakékek > Nyakörves nyakékek
gid://shopify/TaxonomyCategory/ap-2-10-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatcsengők és -nyakékek > Azonosítócímkés nyakékek
gid://shopify/TaxonomyCategory/ap-2-11           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-biometrikusfigyelők
gid://shopify/TaxonomyCategory/ap-2-11-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-biometrikusfigyelők > Háziállat-vércukormérők
gid://shopify/TaxonomyCategory/ap-2-11-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-biometrikusfigyelők > Háziállat-lépésszámlálók
gid://shopify/TaxonomyCategory/ap-2-11-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-biometrikusfigyelők > Háziállat-hőmérők
gid://shopify/TaxonomyCategory/ap-2-12           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattál-szőnyegek
gid://shopify/TaxonomyCategory/ap-2-13           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattál-állványok
gid://shopify/TaxonomyCategory/ap-2-14           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók
gid://shopify/TaxonomyCategory/ap-2-14-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Automatikus etetők
gid://shopify/TaxonomyCategory/ap-2-14-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Tálak
gid://shopify/TaxonomyCategory/ap-2-14-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Emelt tálak
gid://shopify/TaxonomyCategory/ap-2-14-4         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Gravitációs etetők
gid://shopify/TaxonomyCategory/ap-2-14-5         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Lassú etetőtálak
gid://shopify/TaxonomyCategory/ap-2-14-6         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Utazótálak
gid://shopify/TaxonomyCategory/ap-2-14-7         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Vízadagolók
gid://shopify/TaxonomyCategory/ap-2-14-8         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállattálak, -etetők és -itatók > Vízszökőkutak
gid://shopify/TaxonomyCategory/ap-2-15           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozó és -ládakiegészítők
gid://shopify/TaxonomyCategory/ap-2-16           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák
gid://shopify/TaxonomyCategory/ap-2-16-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Légi közlekedés által engedélyezett hordozók
gid://shopify/TaxonomyCategory/ap-2-16-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Háthordozók
gid://shopify/TaxonomyCategory/ap-2-16-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Autós ládák
gid://shopify/TaxonomyCategory/ap-2-16-4         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Bútor-stílusú ládák
gid://shopify/TaxonomyCategory/ap-2-16-5         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Kemény oldalú hordozók
gid://shopify/TaxonomyCategory/ap-2-16-8         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Guruló hordozók
gid://shopify/TaxonomyCategory/ap-2-16-9         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Hevederek és hordható hordozók
gid://shopify/TaxonomyCategory/ap-2-16-10        : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Puha oldalú hordozók
gid://shopify/TaxonomyCategory/ap-2-16-11        : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Puha oldalú ládák
gid://shopify/TaxonomyCategory/ap-2-16-12        : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-hordozók és -ládák > Kerekes hordozók
gid://shopify/TaxonomyCategory/ap-2-17           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok
gid://shopify/TaxonomyCategory/ap-2-17-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Leválasztható és biztonsági nyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Bolhanyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > GPS-nyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-4         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Hámok
gid://shopify/TaxonomyCategory/ap-2-17-5         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > LED-nyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-6         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Martingale-nyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-7         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Személyre szabott azonosítós nyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-8         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Szabványos nyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-9         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Edző-, fojtó- és szorítónyakörvek
gid://shopify/TaxonomyCategory/ap-2-17-10        : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-nyakörvek és -hámok > Mellények
gid://shopify/TaxonomyCategory/ap-2-18           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek
gid://shopify/TaxonomyCategory/ap-2-18-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek > Elektronikus láthatatlan kerítések
gid://shopify/TaxonomyCategory/ap-2-18-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek > Keretek és ketrecek
gid://shopify/TaxonomyCategory/ap-2-18-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek > Gyakorlókerítések
gid://shopify/TaxonomyCategory/ap-2-18-4         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek > Kerítések és kapuk
gid://shopify/TaxonomyCategory/ap-2-18-5         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek > Kennelek
gid://shopify/TaxonomyCategory/ap-2-18-6         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-megtartóztatási rendszerek > Játékkerítések
gid://shopify/TaxonomyCategory/ap-2-19           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtó-kiegészítők
gid://shopify/TaxonomyCategory/ap-2-20           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtók
gid://shopify/TaxonomyCategory/ap-2-20-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtók > Ajtóra szerelhető ajtók
gid://shopify/TaxonomyCategory/ap-2-20-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtók > Elektronikus automata ajtók
gid://shopify/TaxonomyCategory/ap-2-20-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtók > Toló üvegajtók
gid://shopify/TaxonomyCategory/ap-2-20-4         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtók > Falra szerelhető ajtók
gid://shopify/TaxonomyCategory/ap-2-20-5         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatajtók > Ablakra szerelhető ajtók
gid://shopify/TaxonomyCategory/ap-2-21           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok
gid://shopify/TaxonomyCategory/ap-2-21-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok > Kötőhártyagyulladás-kezelések
gid://shopify/TaxonomyCategory/ap-2-21-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok > Szemtisztítók
gid://shopify/TaxonomyCategory/ap-2-21-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok > Szemöblítő megoldások
gid://shopify/TaxonomyCategory/ap-2-21-4         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok > Szemkenőanyagok
gid://shopify/TaxonomyCategory/ap-2-21-5         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok > Szemmosók
gid://shopify/TaxonomyCategory/ap-2-21-6         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-szemcseppek és -kenőanyagok > Szakadásfolt-eltávolítók
gid://shopify/TaxonomyCategory/ap-2-22           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-elsősegély- és sürgősségi készletek
gid://shopify/TaxonomyCategory/ap-2-22-1         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-elsősegély- és sürgősségi készletek > Általános elsősegélynyújtó készletek
gid://shopify/TaxonomyCategory/ap-2-22-2         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-elsősegély- és sürgősségi készletek > Traumakészletek
gid://shopify/TaxonomyCategory/ap-2-22-3         : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállat-elsősegély- és sürgősségi készletek > Utazási elsősegélynyújtó készletek
gid://shopify/TaxonomyCategory/ap-2-23           : Állatok és kisállatkellékek > Háziállat-kellékek > Háziállatbolha- és -kullancs-szabályozás
